Found 2 args.
Observation: q2nc5; Result size: 202; atts: 2
who	$m	
g	right martin eh 	
f	okay philip 	
g	you have the missionary camp in the bottom right-hand corner is that right 	
f	yeah i've got a start 	
g	right 	
g	eh if you take if you go about an inch exactly to the left of that and stop 	
f	okay 	
g	eh now you're heading diagonally down and to the left about two inches eh 'til you're within about three quarters of an inch of the bottom of the page and at the bottom left-hand corner of the missionary camp 	
f	okay 	
g	right 	
g	eh to the left have you got gorillas at the bottom left-hand corner or a-- any sort of 	
f	i've got a banana tree 	
g	banana tree right 	
g	okay 	
g	erm if you head left about four inches 'til you're at the bottom left-hand side of that marker that should leave you within an inch of the left-hand side of the page and about three quarters of an inch up from the bottom of the page 	
f	yeah 	
g	eh curve round and up keeping a distance of about an inch from the left-hand side of the page 	
f	uh-huh 	
g	eh just a small curve and then a straight line 	
g	are you at the bottom are you at the bottom left-hand corner of the banana trees or slight-- or just at the left of the banana trees 	
f	um 	
f	yeah i've just moved up to the left i'm now up at the the leaves of it 	
g	right okay 	
g	eh head up erm straight up about four in-- no about three inches 	
f	okay 	
g	have you got a rope bridge there 	
f	yeah 	
g	right 	
g	just keep going up 'til you're horizontally level with the rope bridge 	
f	horizontally 	
f	level okay 	
g	eh are you about an inch away from the rope bridge at the minute 	
f	yeah okay 	
g	just just over an inch 	
f	mmhmm 	
g	well head directly right over the rope bridge 	
f	over the rope bridge 	
g	yeah 	
f	right okay 	
g	eh now once you're at the f-- far right-hand side of the rope bridge 	
f	uh-huh 	
g	head down about half an inch just directly down about half an inch 	
f	okay 	
g	now on the right-hand side of your page slightly above the level where you're at just now have you got a waterfall 	
f	uh-huh 	
f	yeah 	
f	uh-huh 	
g	right you see the the vapour 	
f	mmhmm 	
g	at the water 	
g	right 	
g	head right from the point you're at just now and slightly upwards until you're about half an inch away from the vapour at the left-hand side of the vapour 	
f	okay 	
f	here i am 	
g	right 	
g	erm where are your lost steps in relation to the waterfall 	
g	have you got lost steps there 	
f	no i've got oh yeah 	
f	directly above them away up at the top or quite near the top of the page 	
g	ah right 	
g	there are obviously two sets of lost steps then eh 'cause i've got a set of lost steps up and to the left of the waterfall about two inches away diagonally so 	
f	yeah 	
f	i've got fallen pillars 	
g	right 	
g	aye that's eh slightly further left than that again 	
f	okay 	
f	okay picture 	
g	so there are there are lost steps between the fallen pillars and the waterfall on my drawing 	
f	okay 	
g	so on my drawing we'll be heading straight up between the waterfall and the lost steps 	
g	on yours i imagine we'll just be going up in a straight line from where you are now about four inches until you're horizontally level with the fallen pillars 	
f	mmhmm 	
f	alright okay got you 	
f	yeah here i am 	
g	right erm now 	
g	you're going in a a curve that's heading left slightly up and left going down to the bottom right-hand side of the fallen pillars from where you are now 	
f	going down to the bottom left-hand side of the pillar 	
g	sorry bottom right-hand side of the fallen pillars curving round from where you are now down towards the bottom right of the fallen pillars 	
f	oh yeah i see okay so i've just curved 	
f	yeah got you 	
g	okay right now it's just travelling underneath the fallen pillar the w-- the words fallen pillars about two inches the length of the whole entire drawing from one dot to another dot 	
f	mmhmm 	
f	oh 	
g	eh that's about one and a half inches left so you should be at the bottom left-hand side of the fallen pillars now 	
f	so you want me to curve round that yeah 	
g	no just just a straight line 	
f	oh yeah 	
g	left underneath the fallen pillars 	
f	okay 	
g	now are you bottom left of the fallen pillars now 	
f	yeah 	
g	right 	
g	erm right imagine you're facing erm the bottom left-hand corner of the page from where you are now 	
f	i've got flamingoes just to my left 	
g	right okay 	
f	no 	
f	there 	
g	yeah tha-- my route kind of circles round nothing in particular so i i assume that's the flamingoes 	
f	mmhmm 	
g	erm i suppose you'll be curving round eh well head towards the bottom left-hand corner the of the page for about an inch 	
f	mmhmm 	
g	and then perform a "u"-turn as it were about and head eh 	
f	okay 	
f	round the flamingoes 	
g	yeah 	
f	okay 	
g	then what i assume to be the flamingoes underneath and 'til you're facing back upwards again 	
f	okay 	
g	have you got ancient ruins in your drawing 	
f	yeah a ruined city just up from me 	
g	ah right 	
g	eh is it bricks with three birds above it 	
f	yeah that's the one 	
g	right 	
g	head from the point you're on now 	
f	mm 	
g	eh well where are you in relation to the left-hand side of the page just now 	
f	i'm about mm an inch and a half to two inches away from the left-hand side 	
g	an inch and a half 	
g	well eh try taking 	
g	eh could you make the the curve of the kind of circle you've got there a bit nearer the left-hand side of the page 	
f	okay 	
g	'til you're within about half an inch of it 	
f	okay 	
g	now head from the point you are now diagonally upwards until you're within a centimetre of the s-- leftmost seagull 	
f	okay 	
g	at the ancient ruins of the ruined city 	
f	okay 	
g	right erm 	
g	right from that leftmost seagull erm or slightly to the left of it head straight up about three inches 	
f	mmhmm 	
g	i've got stones in my drawing about two inches from the top of the page a-- well about an inch and a half from the top of the page 	
f	is it just like upwards and to the right of the ruins well your ruins 	
g	just just 	
g	just straight up from the s-- the the ruined city until you're within w-- until you've reached a point that's one and a half inches from the top of the page 	
f	okay 	
g	and stop there 	
g	now have you got the white mountain in your drawing 	
f	mmhmm 	
g	well see how the left-hand side of the mountain comes down 	
f	yes 	
g	eh go about half a centimetre below that and draw a line from where you are now to that point there 	
f	diagonally 	
f	downwards 	
g	no 	
g	you should be moving along a horizontal line sorry you should be moving along a horizontal line towards the word wh-- words white mountain but stop before the picture of the white mountain 	
f	okay 	
f	that the words white mountain on mine are beneath the white mountain 	
g	yeah that's right yeah 	
f	right 	
f	i'm about an inch and a half from the top of the page just now 	
g	right that's fine yeah that's perfect 	
f	so you want me to draw a point that's horizontal with the words white mountain is that correct 	
g	yeah uh-huh 	
f	okay 	
g	but don't go actually under the white mountain you know 	
f	no 	
g	right you 	
f	i'm just 	
g	you should be at the bottom of bottom left-hand side of the mountain now 	
f	yeah 	
