Found 2 args.
Observation: q7ec1; Result size: 191; atts: 2
who	$m	
g	have you read it then 	
g	okey-dokey 	
f	uh-huh 	
g	go south past the diamond mine then hang a left just at the bottom of it 	
f	right go south mm past the diamond hang a left right i'm going left 	
f	how far 	
g	sor-- eh left on the paper towards your and you hang left towards the graveyard 	
g	right 	
g	you're going u-- 	
f	graveyard 	
f	no graveyard over here 	
g	yeah 	
g	there should be a wee graveya-- 	
g	well as you walk towards it it should be to the right west east sorry 	
f	just tell me what you what it is to you dave and i'll do it for me 	
g	right 	
g	you come down past the diamond mine 	
f	south 	
f	aye you're south 	
g	south 	
f	and then are going 	
g	and then you go east towards the graveyard 	
f	east 	
f	mind you there's no graveyard on mine 	
f	mm 	
g	well you hang hang go east for a bit 	
f	i'll just go east 	
g	'til you're about two thirds of the way across the paper 	
f	mm 	
g	right then 	
g	head head north 	
g	and then hang a right around the carved stones 	
f	over them or above 	
g	above 	
f	mm 	
g	then you go south again 	
g	until you get to the indian country then you do a wee chicane 	
g	turn left above the indian country 	
f	so i'm 	
g	then a wee chicane round and hang a left around the gold mine 	
f	so i'm going round indian country and down to the left then down below the gold mine 	
g	n-- well you underneath the great rock rock then round then over the top of the gold mine 	
f	oh my map's totally different dave 	
g	right 	
f	i've got no great rock 	
g	have you got a gold mine 	
f	aye i've got a gold mine 	
g	right 	
g	so you go round the gold mine then you 	
f	below it or above it 	
g	but what you go round the top of it then hang a left hang south go past it then south 	
f	right i'm going past it here right and then south 	
g	then south 	
g	then you go about prf two thirds three quarters of the way down the page 	
f	three quarters of the way down the page well that's about here right 	
g	then you hang a left 	
f	left 	
g	sorry east go east 	
f	you mean right 	
g	aye 	
f	right is this below the 	
g	mmhmm 	
f	oh well 	
g	right right right so you go along there 	
f	mmhmm 	
g	then you goes northeast 	
g	have you got a trout farm on your map 	
f	aye 	
f	i'm about to if we're going northeast 	
g	you go northeast up to just below the trout farm go along the bottom of it 	
g	you got the cavalry 	
g	no 	
f	no 	
g	i wouldnae think so 	
g	that's the that's the good guys 	
g	er right so 	
g	trout farm you you go jus-- just about just about halfway past it then down south again 	
f	so just up bes-- alongside it 	
g	just past it 	
f	aye just past it right 	
g	then you go south 	
g	go south south away down to 	
f	how can i go south i've just went north past it 	
g	no you don't go north past it ah 	
f	what the hell am i meant to do then 	
g	right 	
g	you're at the trout farm right 	
f	yeah 	
f	i've gone along the bottom 	
g	you're on the bottom 	
g	then you turn a right hang south 	
f	so i reach them you want me to did you go past it just a wee bit and then go down 	
g	and then go south 	
g	yes 	
f	mm 	
g	t-- down towards a cattle stockade 	
f	yeah 	
g	eh you pass the cattle stockade on the east hand side 	
f	right 	
g	then you go west right underneath it 	
f	mmhmm 	
g	and then 	
g	have you got the bandit territory no 	
f	so we're no it's in the left corner 	
f	there's i've got parched river bed in between me and a 	
g	right 	
g	well you go past the stockade then you go you hang a left to have to take it that to avoid the parched river stockade uh parched river on yours 	
g	go underneath that then along the bottom 	
f	so 	
f	i'll m-- i'll miss the parched river bed 	
g	and along the bottom 	
f	underneath the bandit territory 	
g	underneath bandit territory 	
g	then north up to the finish 	
f	up to this 	
g	up to the wee cross 	
f	start north 	
f	mm avoiding the gallows i guess 	
g	that your finish 	
f	that's me finished 	
g	wait a minute i think you've went to the wrong bit 	
g	have you no got a wee cross a wee finishing mark beside your bandit territory 	
f	no 	
g	nope 	
g	okey-dokey right 	
g	we'll go over the map again 	
g	right you comes down 	
f	down 	
g	past the diamond mine 	
f	past the diamond mine 	
g	along 	
f	along 	
g	have you got the graveyard on yours 	
f	no 	
g	well there's a graveyard just past the diamond mine 	
g	if you want to mark that in 	
g	right 	
g	you go east after the diamond mine 	
g	right 	
g	well there's a graveyard just before you go north again 	
f	mmhmm 	
f	mmhmm so there's a wee 	
g	just draw a couple of headstones or something 	
f	there's a wee graveyard there 	
g	then you go up round the carved stones 	
g	right 	
f	up round the carved stones 	
g	and down towards indian country 	
f	down towards 	
f	past the ravine 	
g	right 	
g	there's a great rock in between the indian country and the gold mine 	
f	well there's my great rock's further away it's away somewhere else 	
g	yeah 	
g	there's another there's another great rock 	
f	oh i see 	
g	mmhmm 	
g	it's about the same bearing north as the indian country about midway between the indian country and the gold mine 	
f	right 	
f	that's another 	
g	right 	
f	another wee great rock here 	
g	right you follow it round and you get to the trout farm 	
g	right follow everything round you get to the trout farm right 	
f	right 	
f	i missed the totem pole 	
g	right 	
g	then just after you hang a right well go s-- 	
f	south 	
g	go south 	
g	there's a fort cavalry fort 	
f	just after the on which side of the line that i've just drawn down 	
g	underneath the line 	
f	underneath the trout farm 	
g	underneath the trout farm slightly slightly east and underneath it 	
f	between that and this 	
f	and this stockade below it 	
g	yeah 	
f	so that's away 	
g	stockade's directly below it 	
g	then you go round past the cattle stockade 	
g	right 	
g	then you got your parched river bed 	
f	you're in i've got my parched river which i've avoided 	
g	and the bandit territory and your finishing point is pup prrr just just west and slightly above the bandit territory 	
f	oh right so it's there 	
f	just makes a slight 	
g	so all that that you've got going up past the gallows in 	
f	it is rubbish 	
g	everything is just the tourist route 	
g	right so 	
