Found 2 args.
Observation: q7ec6; Result size: 547; atts: 2
who	$m	
g	right 	
g	do you have crest falls 	
f	crest falls 	
g	mmhmm 	
g	well on the the eastern side of the water bit you 	
g	see where the water is 	
f	yeah 	
f	the water at the bottom of crest falls 	
g	no 	
g	at the top 	
g	right 	
g	see how there's a bit of rock at the sides at the top 	
f	yeah 	
g	the rocks 	
g	well o-- on the eastern side 	
g	right 	
f	mm 	
g	r-- okay 	
g	take the middle of the falls 	
f	right 	
g	and go slightly to the east 	
f	right 	
g	and up about three quarters of an inch 	
f	mmhmm 	
f	that's the start 	
g	that's your start point 	
g	you've got that 	
g	i should have worked that out shouldn't i 	
f	aye 	
g	right 	
g	do you have mm banana something there 	
f	banana tree 	
g	right 	
g	i don't 	
g	right 	
g	come along from the start point to just come straight west to the edge of the falls above the where the edge it would start to come down 	
f	seagulls 	
f	seagulls aye 	
g	just past the seagulls 	
f	right 	
g	now 	
g	come at a an angle of about a hundred and ninety-five degrees 	
f	mmhmm 	
g	come down to 	
g	ehm 	
g	right 	
g	you see the the middle line in the waterfalls 	
f	yeah 	
g	the waterfall line 	
f	see where it finishes 	
g	at the bottom of that line 	
g	right 	
f	uh-huh 	
g	across from that i finished that line there 	
f	got it 	
g	right 	
g	and now 	
g	curve round 	
g	ehm see where a-- to the bottom of the "c" of crest right you know where the "c" is 	
f	yeah 	
g	well maybe go two inches to the west of that 	
f	mmhmm 	
g	and put a point there 	
f	got it 	
g	and draw a curve between these two points 	
f	what kind of curve 	
g	ehm 	
g	a curved mainly to the the west so very shallow curve right not straight down then curve round just any point to join them it won't really matter 	
f	is that from the point with the seagulls 	
g	no 	
g	f-- the point from 	
f	halfway down 	
f	so it's going to go up the way 	
g	uh-huh 	
f	it's an upwards curve 	
f	or a downwards curve 	
g	what do you mean 	
f	eh is it curving up towards the footbridge or is it down towards the bottom of the paper 	
g	down 	
f	the curve down 	
g	down 	
f	just a sh-- shallow curve 	
g	uh-huh 	
g	to where i told you the wh-- to mar-- two wh-- inches to the 	
f	yeah 	
g	west of "c" to that point 	
f	right 	
f	just shallow wee curve 	
g	uh-huh right 	
g	a positive gradient 	
f	right 	
g	now 	
g	go straight across from there to about two and a half inches from the edge of the paper 	
f	i'll need to go to about an inch 	
g	what's there 	
f	a banana tree 	
f	i've got a banana tree 	
g	another banana tree 	
f	i've got a banana tree in the bottom left-hand corner of the paper 	
f	so i'd need to come due west 	
g	the extreme bottom 	
f	yeah 	
g	it's right down in the corner 	
f	it's about 	
f	right in the corner yeah 	
f	it's in the bottom portion really 	
g	right 	
g	just now you you'll be about an inch above the bottom 	
f	yeah 	
g	can you go straight across to about at that level from the bottom to about two inches from the the west 	
f	no 	
f	i'd need to go to about an inch 	
f	have you got anything west 	
g	there's nothing on my map there 	
g	how far 	
g	right 	
g	to go up on the east side of the banana trees 	
f	yeah that's 	
g	how far out would you have to be 	
f	well 	
f	just about half an inch of where i am the now to the west 	
f	then i'd need to go up and i've got a footbridge directly above that 	
g	how is the banana tree area really big it's a s-- 	
f	yeah 	
f	it's a huge big banana tree it's about one and a half times the size of crest falls 	
g	and it stretches from the below the footbridge 	
f	stretches 	
f	yeah 	
f	ju-- aba-- it's about an inch below the footbridge to about an inch fae the edge of the page fae the bottom of the page then about an inch in and it's about an inch and a half across 	
g	an inch in from where 	
f	an inch in from the left-hand side of the page 	
g	and what do you mean an inch and a half across 	
f	well that's how wide it is the banana tree 	
g	that wide 	
f	aye 	
f	it's about that wide 	
g	that wide or that wide 	
f	that wide 	
f	where are we going to go anyway are we going try to get up the 	
g	thing is right you go along the bottom right and my route about just over an inch from the side of the page 	
f	mmhmm 	
g	goes up again until you're almost on a level with footbridge 	
f	well is that only an inch from the side 	
g	uh-huh 	
f	oh i can do that 	
g	that's what i told you to go over three inches 	
f	oh sorry 	
g	along the bottom 	
g	right 	
g	come along for three inches 	
f	right 	
f	then go up level with footbridge 	
g	no 	
g	now 	
g	you'll be about 	
f	an inch fae the edge and an inch fae the bottom 	
g	well should make it just more than an inch from the maybe about two inches from the edge 	
f	what 	
g	right 	
f	i can't do that it's the banana tree 	
g	right okay 	
g	you'll have to go round them then 	
g	now go up to where 	
g	go slightly curving 	
f	mmhmm 	
g	ehm until you're at the "f" not to the "f" but on a level with the "f" 	
f	how far west of it 	
g	and end up on the same sort of the same vertical 	
f	mmhmm 	
f	as the tree trunk 	
g	axis as 	
g	what tree trunk 	
f	the banana tree trunk 	
g	i don't have the banana tree 	
f	oh you've no got that 	
f	so it's a bit 	
g	right 	
g	make it that you're about three inches above the point you are just now three inches due north 	
f	right 	
g	and curve round your banana trees right if you've got to 	
f	to how far from the edge of the page a couple of inches 	
g	an inch and a half say from there 	
f	right 	
g	right 	
f	got you 	
g	now from that point you'll probably be just over two inches from the footbridge 	
f	aye 	
g	draw a line from there to the the left-hand side of the footbridge 	
g	right 	
f	east due east 	
g	well almost due east you'll be just below the 	
f	yeah 	
g	think i'd on the picture right because you're going to go over the footbridge 	
g	okay 	
f	right 	
f	so i want to go 	
g	so 	
g	just go up to the edge of the footbridge 	
f	right 	
f	so i'm below the footbridge or right at the edge 	
g	right 	
g	see the bridge bit along the top 	
f	where i can go over it 	
g	uh-huh 	
g	where you can go over it 	
f	right 	
f	got you 	
g	right 	
g	don't draw a line over the footbridge 	
g	there isn't one here 	
f	right 	
g	do you have a poisoned stream there 	
f	no 	
g	on the other side of the foot-- 	
g	right 	
g	when you come off the footbridge go for about half a centimetre at the very most 	
f	so i'm on the right-hand side of the footbridge and i'm going half a centimetre 	
g	uh-huh 	
g	half a centimetre out 	
f	east 	
g	uh-huh 	
f	right 	
g	and now 	
f	where's the poison stream come from slate mountain 	
g	there isn't a slate mountain on this one 	
f	right 	
g	but it's below slate mountain 	
g	now draw a line due south 	
f	mmhmm 	
g	for about an inch and a half so y-- 	
g	you're still above the start point 	
f	yeah 	
g	right eh 	
g	you have an old temple 	
f	yeah 	
g	now see where the "m" of 	
f	yeah 	
g	stream is 	
f	no 	
f	i've no got stream 	
g	oh sorry right 	
f	i'll need be on the mountain somewhere 	
g	okay 	
g	right 	
g	on this level 	
f	right 	
g	draw a line straight over 'til you're above the "s" of start 	
f	right due east above lef-- "s" in start 	
g	right 	
f	i'm about a half an inch above the "s" 	
g	so you'll be about 	
g	right 	
g	and from there draw in a curve to the the base 	
g	see the base bit of the old temple 	
f	yeah 	
g	looks as if it's brick or something 	
f	aye 	
g	draw a curve to there 	
f	what the left-hand side 	
g	uh-huh 	
f	just a wee curve going up towards abandoned truck 	
g	there's no aban-- 	
f	eh well slate mountain you've no got slate mountain white mountain 	
g	no no not that way 	
f	am i going down towards the bottom right-hand corner or up towards the top left-hand corner with the the curve 	
g	right 	
g	you've come across from the footbridge 	
f	right to the start yeah 	
g	okay 	
g	you're just at start now 	
f	yeah 	
g	now you know where the old temple is 	
f	yeah 	
g	well just draw a wee curve joining those two points 	
f	what kind of curve though 	
f	'cause i mean i'm walking downwards 	
g	well as if 	
f	an "n" curve or a "u" curve 	
f	know what i mean 	
g	you'll see right say t-- imagine a clock face 	
f	right 	
g	between three o'clock and six o'clock 	
f	right 	
g	that would be the cur-- that quarter of the clock the way just picture that the way that would go 	
f	between three o'clock 	
g	you're starting off flat and getting steeper 	
f	right 	
g	from six 'til three 	
f	right i've got it 	
f	right 	
f	i'm right at the very side of the old 	
f	temple and right on the side of it 	
g	uh-huh 	
g	right 	
g	now go s-- straight up straight north until about an i-- inch above the top of the temple 	
g	that'll be you near the mountain 	
f	got you 	
f	yeah 	
f	i'm a quarter of the way up the mountain halfway up the mountain nearly 	
g	right 	
g	now 	
g	don't draw a line but say 	
g	go in a s-- an inch and a half 	
g	how far are you fr-- how far are you from the "k" of abandoned truck 	
f	i'm about right i'm on a level with that 	
g	uh-huh 	
f	and i'm about three inches to the right of it 	
g	right 	
g	half take half that distance 	
f	uh-huh 	
g	and go up from there go up just over two inches 	
f	right 	
g	and that'll 	
f	remote village you got a remote village 	
g	not that high up 	
f	not that hi-- 	
f	well i'm about an inch below 	
g	well 	
f	the "v" in that 	
g	no maybe take it down another inch then 	
f	all right so about 	
f	so that'll be me about two inches below the "v" in village 	
g	uh-huh 	
f	right 	
g	and about an inch above the top of the truck at the most 	
f	yeah 	
g	uh-huh there 	
f	and i want to draw a line from 	
g	no 	
g	well where you are ju-- put a put a wee point there 	
f	right got one 	
g	now from where you are just now on the line connect those two points 	
f	where i am just now 	
g	to the 	
g	right 	
g	you're just an inch above the old temple 	
f	yeah 	
g	go to that point two inches below the "v" of village 	
f	mmhmm 	
f	straight 	
g	uh-huh 	
g	and now 	
g	say a s-- three quarters of a centimetre below the "k" of truck 	
f	yeah 	
g	now go down to there three quarters of a centimetre uh-huh 	
f	so it's me going round the old mountain 	
g	directly below the "k" 	
f	right 	
g	now go how far you'll be about three quarters of a centimetre below the word abandoned truck the words 	
f	yeah 	
g	go straight across 'til you're under the "a" by the same distance 	
f	yeah 	
g	now do you have baboons 	
f	no 	
g	right 	
g	from there go down two inches until you're about an inch from the line you drew to the footpath 	
f	right 	
g	go straight down 	
g	right 	
f	mmhmm 	
g	and now go across until you're about three quarters of an inch from the side of the page if you can do that 	
f	yeah 	
g	right 	
g	in fact to be safe make it half an inch to get round these baboons 	
g	now 	
g	have you got anything between this point and white mountain 	
f	nope 	
g	right 	
g	from here 	
g	ehm 	
g	go up to go straight up to avoid the baboons 	
f	straight up 	
f	how far 	
g	ehm 	
g	to about the where you started off to make that a "u" shape that bit of path 	
g	you know how you've come down and along 	
f	uh-huh 	
f	well i've come down i've went above slate mountain down by the abandoned truck 	
g	uh-huh 	
g	right 	
g	from the "a" of abandoned truck 	
f	aye 	
g	you've went down 	
f	uh-huh 	
g	and then along 	
f	yeah 	
g	now go back up to about that level to make it a "u" shape 	
f	right 	
f	so if there's just a wee totty bit of monkeys or baboons or whatever you call them 	
g	in that space there 	
f	so you want like nine o'clock 'til twelve o'clock 	
g	it's maybe about a couple of inches wide 	
g	make sure you're ehm 	
f	i go north and then across a bit eh 	
g	make sure you're still at least two inches from the gap that down that "u" shape will be at least two inches at all points 	
g	right 	
g	so just go up to make that a "u" 	
g	and you're about half an inch from the side of the paper 	
f	yeah 	
g	uh-huh 	
f	so i want to go where am i ending up beside the "a" again 	
g	well just go straight up until you're on the level of where you star-- at "a" below "a" three quarters of a centimetre below "a" 	
f	right 	
g	right 	
g	from there draw a line straight to the bottom left-hand starting point of white mountain maybe just to about half a centimetre to the w-- the left of it 	
f	right that's me 	
f	level with the "a" and then up to the bottom left-hand bit of white mountain 	
g	uh-huh 	
f	how am i far from it 	
g	where 	
g	where th-- about 	
f	centimetre from the bottom 	
g	at th-- not even that 	
f	right 	
g	about half that 	
f	right 	
g	right 	
g	and now 	
g	they'll if you g-- as you go up that side of white mountain there's a wee sort of ledge bit 	
g	you see that where it goes flat 	
f	mm 	
f	i'm in the 	
g	you go up quite steep 	
f	uh-huh 	
g	on the mountain and then it flattens out a wee bit 	
f	yeah 	
f	right at the top about 	
g	no 	
