Found 2 args.
Observation: q7nc6; Result size: 104; atts: 2
who	$m	
g	right oh shit right you ready ehm are you there kara 	
f	i'm here 	
g	good 	
g	right 	
g	have have you got a start point 	
f	yeah 	
g	it's it's above uh falls crest falls 	
f	yeah 	
f	mm 	
g	right 	
g	right 	
g	have you got anything to the left of the crest falls 	
f	uh along the bottom of the page there's a banana tree on the far left 	
g	yeah 	
g	right 	
g	well what we need to do is right you start above you start above the falls you drop down the side of the falls go along the bottom round the banana tree and then up 	
f	yeah 	
g	and have you you got a footbridge 	
f	yeah 	
g	and what you do is you go up and then you turn right and go along a couple of inches before you get to the footbridge 	
f	okay 	
g	okay 	
g	right so yo-- and you just like go along as if you're walking across the footbridge th-- the line goes along the footbridge 	
f	okay 	
g	and it immediately drops straight down after that 	
f	okay 	
g	okay 	
g	about an inch 	
g	and there's a p-- 	
g	have you got a poisoned stream there 	
f	no 	
g	no right 	
g	well you have to go down about an inch and then along to your right 	
g	and have you got a temple 	
f	yeah 	
g	a good couple of inches to your right 	
f	yeah 	
g	well you go along down and then you curve up just before the seo the old temple 	
f	okay 	
g	right and you go up about an inch above it 	
f	okay 	
g	eh have you got anything to the left of that 	
f	slate mountain 	
g	right 	
g	go up round the top of slate mountain and then down 	
f	okay 	
g	right and 	
g	have you got an abandoned truck 	
f	yeah 	
g	right 	
g	go down underneath the truck and stop just after the truck 	
f	okay 	
g	right after the writing 	
g	right 	
g	have you to the left of that down a bit have you got baboons 	
f	no 	
f	i don't have anything 	
g	right 	
g	well we what we have to do is like draw like a cup shape thing round if you go down about an inch and along about no down about an inch and a half along an inch and a half and then up 	
f	up and then a cup 	
g	an-- in a cul-- in a kind of you know bowl-shaped thing right 	
f	okay 	
f	yeah 	
g	and then you head up 	
g	have you got a white mountain above that 	
f	yeah 	
f	yeah 	
g	right 	
g	if you head up round that 	
f	okay 	
g	up the left-hand side of it and then head straight up about three inches 	
f	okay 	
g	have you got something above that 	
f	a lemon grove 	
g	right 	
g	go round the lemon grove t-- turn to your right 	
f	okay 	
g	okay 	
g	and you got a pyramid 	
f	yeah 	
g	right 	
g	go along up round the outside of the pyramid like up the left-hand side down the right-hand side and along the bottom about a half an inch well just straight underneath the writing where it says pyramid 	
f	okay 	
f	oh and then go left 	
g	yeah 	
f	okay 	
g	so it's you're almost drawing a triangle round it but not quite 	
f	yeah 	
g	right 	
g	underneath that have you got a cobbled street and a remote village 	
f	y-- i just a remote village 	
g	right 	
g	well so we've got something right above there 	
g	right 	
f	okay 	
g	between so what we need to do is come down to the you sort of at a very slight angle to the left 	
f	okay 	
g	you go down right down to the remote village and then curve underneath it and along 'til you get the end of the remote village 	
f	okay 	
f	okay 	
g	right 	
g	that's it 	
f	then that's it 	
g	uh-huh that's it 	
