Found 2 args.
Observation: q3ec5; Result size: 115; atts: 2
who	$m	
g	okay eh 	
g	you've got a starting point 	
f	just above a forest fire site of a forest fire 	
g	yeah right 	
g	so if you go left to the edge of the page and then 	
f	left to the edge of the page 	
g	left to left to the edge of the page 	
f	right okay 	
g	and go straight down eh almost to the bottom of the page 	
g	you got a picnic site there 	
f	no i haven't 	
g	no okay ehm 	
f	almost to the bottom 	
g	almost to the bottom of the page 	
g	eh okay 	
g	have you got an adventure playground 	
f	uh-huh i have 	
g	okay 	
g	if you go right until you're eh just at the left-hand edge of the adventure playground underneath it 	
f	right 	
g	and go straight up eh to the top of the adventure playground 	
f	in between the adventure playground and the forest fire 	
g	uh-huh 	
f	how far up 	
g	just to the very top of the adventure playground 	
f	right s-- 	
g	okay ehm now 	
g	have you got a granite quarry marked 	
f	uh-huh 	
g	in the middle almost in the middle of the page 	
f	yes 	
g	can you go straight right until you're at the le-- at the right-hand edge of the granite quarry you go straight right until you're onto that without hitting anything 	
f	is there privately owned fields on your thing 	
g	i haven't got it no 	
f	right 	
g	okay 	
g	now can you go straight up to the top of the granite quarry 	
f	in between the granite quarry and the quarry and the for-- fallen cairn 	
g	yeah 	
f	right 	
f	that's okay 	
g	now eh left and then down to the bottom of the s-- the other side of the granite quarry 	
g	can you do that without 	
f	mmhmm 	
g	left and then down 	
f	right 	
g	now eh have you got a waterfall marked 	
f	i've got waterfall 	
g	okay 	
g	if you go left from there to the the ri-- to the left-hand edge of the waterfall 	
f	right 	
g	and can you go straight up to the top of the waterfall 	
f	right 	
g	eh and then right to-- to the right-hand edge of the waterfall 	
g	okay ehm 	
g	have you got cornfields marked at the top of the page 	
f	yes i have 	
g	okay 	
g	if you go straight up eh until you're halfway between the waterfall and the cornfields 	
g	okay 	
g	now can you go s-- like eh diagonally ehm southeast from there 	
g	have you got a fallen ca-- cairn marked 	
f	uh-huh 	
g	eh at the right-hand side of the 	
f	yeah 	
f	there's have you got a public footpath that's just like to just to the the southeast between me and the fallen cairn just now 	
g	i don't have it 	
f	so i'll just go 	
g	okay 	
g	if you get to the bottom of the fallen cairn from there without 	
g	i haven't got anything else marked between there so 	
f	so it's more or less have you got more or less a straight line so 	
g	more or less a straight line down 	
f	right so if i just avoid this public footpath and then go down from there 	
g	so yeah 	
f	right 	
f	i'm at the fallen cairn 	
g	okay 	
g	now if you go round to the other side of the fallen cairn and just up to the top of it 	
f	right 	
g	under-- you know underneath it and up 	
f	underneath it 	
g	mmhmm 	
f	and up right side 	
f	to the fallen cairn right 	
f	i'm at the bottom right-hand side of the fallen cairn 	
g	top 	
g	okay ehm 	
f	you want me to go up 	
g	if you go up to the top of it 	
g	then almost come back come back to like the mi-- the middle of it almost up and then you know left along 	
f	right 	
g	just to the middle of it 	
f	i've got it 	
g	eh now can you go straight up from there 	
f	uh-huh 	
g	eh have you got a lake marked at the top yeah 	
f	i have got an east lake 	
g	okay 	
g	if you can you go straight up to the lake from there 	
f	right 	
g	and if you follow the line of the bottom of the lake until it's you know about h-- half an inch past the end of it just like go straight along the line of it 	
f	right 	
g	and that should be the finish there that's it 	
f	how far eh between the lake and the cornfields 	
g	well just at at like if you g-- 	
g	you know you've got the top corner of the lake 	
g	just underneath the top corner of it 	
f	oh the top corner on the right 	
g	on the left 	
f	on the left 	
f	so it's the top corner 	
g	just so if you just stop you know anywhere 	
g	right 	
f	right that's it 	
