Found 2 args.
Observation: q8ec1; Result size: 324; atts: 2
who	$m	
g	right neil erm 	
f	right 	
g	about one and a half centimetres above the extinct volcano is your start point 	
f	well i've got that already marked 	
f	right 	
g	right 	
g	ah 	
g	go alon-- 	
g	erm 	
g	go along to your left 	
g	about three centimetres 	
f	right 	
f	right 	
g	and curve round the extinct volcano 	
f	down the way 	
g	down the way 	
f	down the way right 	
f	towards the bottom left-hand corner 	
g	erm m-- a small slope 	
f	a small slope right 	
g	and h-- along under the tribal settlement along 'til you 	
f	i don't have a tribal settlement um 	
g	oh right 	
g	erm 	
f	you got a rope bridge 	
g	yes 	
f	am i should i be vertically under the right-hand side of the rope bridge 	
g	yes 	
f	right 	
g	erm should be above the bottom of the page by about two centimetres two and a half centimetres 	
f	okay 	
f	oh should i indeed 	
f	okay 	
g	and 	
f	right 	
g	where are you now you still under 	
f	em i'm under the rope bridge 	
g	right-hand side 	
f	about 	
f	left-hand side 	
g	left-hand side 	
g	go left-hand side of the rope bridge go along 	
f	no right-hand side of the rope bridge sorry 	
g	right-hand side 	
f	i thought you meant the page 	
g	erm go along by about nine centimetres 	
f	right 	
g	in 	
g	up seven centimetres 	
f	right so 	
f	where am i in relation to the rope bridge now 	
g	erm you should be across by about four centimetres eh and under by about four centimetres 	
f	right 	
g	and 	
g	curve round 	
f	which way 	
g	er so the slope it gets lower 	
f	oh whe-- whe-- whe-- towards the right or the left 	
g	to the right 	
f	have you got a saxon barn 	
g	hu-- you're not up there are you 	
f	no i no i'm not 	
f	should am i going toward the rope bridge 	
g	yeah towards the rope bridge 	
f	am i going across the rope bridge 	
g	across the rope bridge 	
f	am i going across the r-- right it's across the rope bridge 	
g	yeah 	
f	right 	
g	stop after you you reach the end of the rope bridge 	
f	right i'm at the other end of the rope bridge right 	
g	and down by three centimetres 	
f	have you got machete 	
g	no 	
f	right 	
g	where whereabouts is the machete 	
f	it's along by about three centimetres and couple down from the rope bridge 	
g	a couple dow-- oh right 	
f	right okay right 	
g	are you close to it 	
f	not yet 	
f	right 	
g	not yet 	
f	so three centimetres down from the rope bridge 	
g	yeah 	
f	right 	
g	how close are you to it now 	
f	about 	
g	are you er directly across from it 	
f	no 	
g	no 	
g	er under it 	
f	yeah 	
f	not directly under it but under it 	
g	under it by enough to miss it 	
f	yeah 	
f	yeah am i going right now 	
g	yeah 	
g	yeah 	
g	er you go right by eight centimetres 	
f	above the start point 	
g	yes above the start point 	
f	well 	
f	right 	
f	so i should be above the start point now 	
g	yeah 	
g	you should be above the start point 	
f	right 	
g	and do you see a collapsed shelter 	
f	yeah 	
g	above you to the right 	
f	mmhmm 	
g	well 	
g	you go to the left of this 	
f	mmhmm 	
g	and by about twelve centimetres 	
g	up is is there an an obstacle erm 	
f	have you got a crevasse 	
f	no 	
g	acro-- along from the saxon barn at all 	
f	i've got a crevasse 	
g	yeah 	
g	well 	
g	is that directly along from the saxon barn 	
f	yeah 	
g	well go above that 	
f	above the c-- 	
g	up and you go directly beside the collapsed shelter by about er say fifteen centimetres above the creva-- crevice 	
f	right 	
f	so have you got 	
f	right so 	
f	go about five centimetres above the crevasse 	
g	yeah 	
f	directly above the start point 	
g	five centimetres above the crevi-- crevasse 	
f	uh-huh 	
f	which is fifteen centimetres from where i am now 	
g	eh well 	
g	not as much as that 	
f	well 	
f	okay right 	
g	ehm 	
f	that's where i want to be 	
g	by about a centimetre above the crevasse then 	
g	yeah 	
g	and go along the top of the crevasse 	
f	right 	
f	to cross to the left-hand side of it 	
g	er 	
g	by 	
g	you've got the saxon barn haven't you 	
g	well 	
f	yeah 	
g	you go along and you go from above the crevasse well from the side down to under just under the saxon barn in a slope 	
f	so i'm curving ab-- i'm sloping then 	
g	yeah 	
f	so i'm now under the saxon barn 	
g	er at the right-hand side 	
f	right 	
g	yes well 	
f	okay 	
g	and go along 'til you get to the end of the saxon barn 	
f	right 	
g	to your left 	
f	okay 	
g	and is there a an do you see another obstacle 	
f	no 	
g	below no 	
g	go 	
f	i've got a white mountain 	
g	a white mountain whereabouts oh 	
f	directly above the saxon barn 	
g	no no no no 	
f	right okay 	
g	no it's below 	
g	erm go down by about four centimetres 	
f	right 	
g	erm 	
g	go along four 	
g	well go along five 	
f	which way 	
f	which way 	
g	left 	
f	right 	
f	how much of the path have i done by the way am i over halfway there 	
g	erm 	
g	just under halfway yeah 	
f	just tons to go 	
g	and you've got the white mountain above you yeah 	
f	yeah right 	
f	yeah 	
g	so 	
g	you go up say six centimetres u-- dilec rectly across from the saxon barn to your left 	
f	so i'm now opposite the saxon barn 	
g	yes 	
f	right 	
g	and you slope towards the white mountain and past the white mountain 	
f	on the right-hand side 	
g	the slope 	
g	on the left-hand side 	
f	the left 	
g	by one centimetre 	
f	but that's not sloping it should be 	
g	well gentle sl-- very gentle slope 	
f	so i'm now at the left-hand side of the bottom of the white mountain 	
g	er go along the side er away from the m-- white mountain by a-- from the s-- left side of a white mountain by about one centimetre 	
f	am i to go up to the top of the mountain 	
g	yeah 	
g	'til you reach the peak 	
f	so am i actually going to the peak of the wh-- white mountain 	
g	stop 	
g	no you don't 	
g	you go one centimetre to the left of the peak same level as the peak and 	
f	to 	
f	wait a minute one centimetre to the left of the peak 	
g	yeah 	
f	right 	
f	need my tippex now 	
g	so it's like 	
f	right i've got it i've got it right 	
g	and er 	
g	do you see any other obstacles 	
f	i've got some submerged rocks to the r-- to the right 	
g	ssss 	
g	to the right 	
g	how close to the right 	
f	ah about ten to fifteen centimetres away ten quite a way away anyway 	
g	okay 	
f	not near enough just now 	
g	right 	
g	well 	
g	go up six centimetres directly up 	
f	okay 	
g	and is there a mountain slate mountain 	
f	i've got a slate mountain to the right 	
g	yes 	
g	well 	
g	are you dir-- directly opposite that 	
f	just about 	
f	the bottom of it yeah 	
g	yeah 	
f	yeah 	
g	well 	
g	go along and go along to your right one until you get about one centimetre from the slate mountain again and 	
f	right 	
g	along the slope one centimetre away from it 	
f	do i climb it just like the white mountain 	
g	yeah similar to it 	
g	yeah you go right over the peak and 	
f	right 	
f	so i'm at the top 	
f	right and down the other side 	
g	down again yeah 	
f	okay 	
g	and er is the obstacle you mentioned anywhere near 	
f	no 	
f	i've got a golden beach underneath me 	
g	no 	
g	yeah 	
g	i've got a golden beach as well 	
g	that's quite a bit away 	
f	yeah 	
g	yeah 	
g	well 	
g	go two centimetres down from the bottom of the sli-- slate mountain on your right just two centimetres down 	
f	okay 	
g	and go along left 'til you're about one centimetre away from the bottom of the slate mountain directly beneath the slate mountain that is 	
f	oh on the left-hand side 	
g	yeah on the left-hand side of 	
g	one centimetre away 	
f	so i'm getting near to where i jumped over the mountain 	
g	yeah 	
f	only underneath it right 	
f	now i've got some submerged rocks underneath me here 	
g	how close 	
f	directly underneath 	
g	directly underneath 	
f	well just um 	
f	if i go another couple of centimetres i'll be miss them 	
g	you'll miss them 	
g	if you go along a couple 	
f	mmhmm 	
f	to the left 	
g	er well 	
g	go along another couple of centimetres then 	
f	so i'm under the point where i jumped over the mountain now 	
g	you're under just well under to you should be under to the left 	
f	under the point where i jumped over the mountain 	
f	off the point where i jumped over the mountain 	
g	yeah 	
g	one centimetre to the left 	
f	of the point 	
g	yeah 	
f	okay 	
f	right 	
f	i've missed the rocks now if i go if i go straight down i'll miss the rocks 	
g	erm you okay 	
g	right 	
g	erm eh go along another one centimetre 	
f	right 	
g	okay 	
g	erm 	
g	down directly down until you are opposite to the right of the white mountain the bottom of the white mountain 	
f	have you got a secret valley 	
g	yes 	
f	so 	
g	are you going to go right through this 	
f	hit it no 	
f	no 	
g	no 	
f	so 	
f	i'm now at the bottom left of the secret valley 	
g	yes 	
f	right 	
g	ah 	
g	just go about one centimetre down from the where the white mountain is er you should be opposite from the white mountain so one centimetre down again 	
f	right 	
g	and along you sh-- 'til you're just under the secret right-hand side of the secret valley now 	
g	and along by one centimetre 	
f	right 	
f	okay 	
g	that's you 	
f	that's me 	
g	yeah well it should be anyway 	
