Found 2 args.
Observation: q3nc4; Result size: 165; atts: 2
who	$m	
g	okay 	
g	the start's above the crest falls 	
f	right 	
g	you start there and go to the left 	
f	mmhmm 	
g	a bit and then down by the side of the crest falls 	
g	and then along roughly horizontally to about an inch from the left-hand side of the page then go up 	
f	an inch from the left-hand side of the page 	
g	yeah 	
f	past the banana tree 	
g	well i've not got a banana tree on mine 	
f	okay 	
f	and then to where 	
g	and then go up the way by about four inches three inches 	
f	three inches okay 	
g	have you got baboons marked on yours 	
f	no 	
g	no right 	
g	have you got a footbridge marked 	
f	i have 	
g	okay 	
g	well turn right so that you go across the footbridge 	
f	turn right so i go across the footbridge right 	
g	and watch out beyond it 	
g	have you got a poisoned stream marked 	
f	no 	
g	no right 	
g	well just beyond the footbridge is a poisoned stream 	
f	right 	
g	so and are you on the footbridge footbridge 	
f	mmhmm 	
g	okay 	
g	well go to the end of the footbridge 	
f	right 	
g	and then down 	
f	straight down 	
g	straight down by about an inch 	
f	okay 	
g	bit more than an inch 	
f	right 	
g	eh now go horizontally along towards your right 	
f	for how long 	
g	about three inches 	
g	have you got an old temple marked 	
f	i do 	
g	right okay 	
g	well you go up the left-hand side of the old temple as you see it 	
f	straight up or 	
g	straight up yeah 	
f	curve round 	
f	okay 	
g	okay eh 	
g	now have you got something marked eh just above the old temple or to the left of the old temple 	
f	i've got slate mountain 	
g	slate mountain okay 	
g	well go above that and round 	
f	straight up 	
g	still going to your left 	
f	still going to my left 	
g	y-- well y-- you're straight up just beyond the old temple 	
f	uh-huh 	
g	okay 	
g	now g-- you're wanting to go left 	
g	have you got an abandoned truck marked 	
f	uh-huh 	
g	right 	
g	well you're wanting to go just below that but missing out any obstacles 	
f	right so i'm going underneath this mountain and along to the abandoned truck not underneath the mountain above the mountain 	
g	that there are 	
g	above the mountain yeah 	
f	so it's to the right of the mountain that i'm going 	
g	no it's to the 	
g	the abandoned truck's to the left of the old temple 	
f	yes 	
f	but the m-- the mountain's a-- between the abandoned truck and the old temple 	
g	right okay 	
g	so is the the mountain roughly level with the abandoned truck 	
f	more or less yes 	
g	more or less okay 	
g	go above the the mountain 	
f	right 	
g	and then dip down under the abandoned truck 	
f	okay 	
g	so you're under the abandoned truck 	
f	i'm under the abandoned truck 	
g	go along to the left-hand edge of the abandoned truck 	
f	right 	
g	and then down by 	
g	have you got baboons marked 	
f	no 	
g	no okay 	
g	go eh about an inch down after the abandoned truck 	
f	right 	
g	inch and a half say 	
f	okay 	
g	eh and then horizontally along 'til about half an inch from the left-hand side of the page 	
f	okey-doke 	
g	okay 	
g	now go vertically up 	
g	have you got white mountain marked 	
f	i do 	
g	you do okay 	
g	go up to the left-hand side of white mountain 	
f	do you want me to come in the page at all 	
g	yes 	
g	just a wee bit so that you are not far from white mountain when you go past it 	
g	then go up beyond white mountain 	
f	on its left-hand side 	
g	eh yeah it's on its left-hand side 	
g	'til you're about eh two and a half inches from the top of the page and just about above white mountain 	
f	right 	
f	ehm have you got a lemon grove marked 	
g	no 	
f	right 	
f	two and a half inches from the top of the page 	
g	yeah roughly 	
f	and above white mountain 	
f	ehm 	
g	have you got a pyramid marked 	
f	uh-huh 	
g	right okay 	
g	well go horizontally along and over the top of the pyramid and down the s-- other side of the pyramid 	
g	have you got cobbled street marked 	
f	no 	
g	no okay 	
g	well go underneath the pyramid 	
f	horizontally 	
g	yes 	
g	that's so so that'll be you moving to your left 	
f	right 	
g	and then to the edge of the pyramid 	
f	okay 	
g	the left-hand edge 	
g	and then go down at a bit of an angle 	
f	which way 	
g	eh 	
g	slightly acute angle 	
f	sorry 	
f	southwest 	
g	yes that way yeah 	
f	okay 	
f	for how long 	
g	for just a wee bit just maybe a couple of inches 	
f	right 	
g	and then go down 	
g	have you got remote village marked 	
f	uh-huh 	
g	right okay 	
g	well you're wanting to go down just to the left of remote village 	
f	okay 	
g	and then underneath remote village 	
f	right that doesn't have to be in a straight line or anything 	
g	eh aye 	
g	fairly horizontal 	
g	and the finish is just southeast of remote village 	
f	oh i do have a poisoned stream marked 	
f	sorry 	
g	well there's two poisoned streams marked 	
f	uh-huh 	
g	yeah 	
f	so the finish is where 	
g	it's just southeast of the remo-- remote village 	
f	southeast of the remote village so it's there 	
f	okay 	
g	okay that's you finished 	
