Found 2 args.
Observation: q8nc5; Result size: 316; atts: 2
who	$m	
g	right okay 	
g	have you got the start up at the top left-hand corner 	
f	uh-huh 	
g	to the left of the burnt forest 	
f	yeah 	
g	right okay ehm right 	
g	you're going to start coming down but a-- but as you come down you're c-- you curve to the right 	
f	to the right 	
g	uh-huh 	
g	bel-- just just below the burnt forest without touching the burnt forest 	
f	besi-- 	
f	right 	
f	how far 	
g	right 	
g	you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below s-- directly below start 	
f	uh-huh 	
g	understand what i mean 	
g	so it's not going to it's n-- it's not going to be a straight line it's going to be a curve 	
f	have you not got 	
f	have you not got the carpenter's cottage 	
g	no 	
f	how f-- how far below the burnt forest do i go 	
f	do i go right along the beneath it before i curve 	
g	no you just see how 	
f	i just go past it 	
g	uh-huh you just 	
f	so it's only a slight curve 	
g	uh-huh it's just a slight curve 	
f	to the right and then back to the left 	
g	uh-huh and then back to the left 	
f	right uh-huh 	
g	okay so you're about eh three to four inches below start then 	
g	directly underneath 	
f	mm 	
f	mmhmm 	
g	right okay 	
g	so you're going to in a straight line go go to the right 	
g	have you got the ravine 	
f	uh-huh 	
g	right 	
g	going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine 	
f	below it 	
g	uh-huh 	
g	then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine 	
f	right so 	
f	i go along to the right 	
g	mmhmm 	
f	until i'm about an inch below the ravine but to the left of it 	
g	uh-huh 	
g	uh-huh 	
f	and then i go up past the left-hand side of it 	
g	uh-huh 	
g	right 	
g	do you have the remote village 	
f	no 	
g	right 	
g	well it doesn't doesn't matter 	
f	i'm now at the top left-hand side of the ravine 	
g	uh-huh 	
g	you can go about a centimetre above the rav-- the ravine 	
g	okay 	
g	and then 	
f	still to the left of it 	
g	uh-huh uh-huh 	
f	uh-huh 	
g	and then you're going to go straight along to the right in a straight line 	
f	have you got the pine grove 	
g	uh-huh 	
g	okay 	
g	bef-- so don't go as far as the pine grove 	
f	mmhmm 	
g	right 	
g	so you should be about ehm level with the top of the pine grove that that far up 	
f	right 	
g	but you're about you know you're not in near the you're not at the pine grove yet 	
f	okay 	
g	so you're about an inch and a half from the pine grove 	
g	you're going to your line is going to slope down to the right but you're going to keep to the left-hand side of the pine grove 	
g	i'm not making this very easy am i right 	
f	okay 	
f	mmhmm 	
g	see what i mean 	
f	uh-huh 	
g	so you go down until you're a-- ehm 'til you're at the bottom left-hand corner of the pine grove 	
f	bottom left-hand corner 	
g	mmhmm 	
f	but not ehm touching it or 	
g	no not touching 	
f	right 	
g	okay 	
f	uh-huh 	
g	right right 	
g	have you got the concealed hideout 	
f	uh-huh 	
f	i've got an avalanche above it though 	
g	oh right 	
g	okay ehm 	
g	directly above the concealed hideout 	
f	uh-huh 	
g	okay well 	
g	i haven't got that 	
g	but what you what you're going to do is you're going to right you've got we've got another curve on the line so this is probably why you're curving to avoid that avalanche so you curve first of all to the right 	
f	mmhmm 	
g	okay 	
g	moving down all the time 	
f	along wha-- what along the bottom of the pine grove or going past it 	
g	you're just you're just you're going down but also to the right you're g-- you're n-- 	
f	towards the concealed hideout 	
g	uh-huh 	
f	where do i end up in relation to the concealed hideout 	
g	right 	
g	what happens is you go you curve to the right and then back into the left and then you curve r-- to the right again acro-- along the top of this concealed hideout 	
f	but i d-- i don't go along the bottom of the pine grove 	
g	no 	
f	so it's not much of a curve 	
g	no 	
f	right eh 	
f	and i end up to the left of the concealed hideout 	
g	no 	
g	you're going you're going to go to the right of the concealed hideout you're going to go along the top to the right 	
f	along the top of it 	
f	right 	
g	mmhmm 	
f	okay 	
g	'til you've sort of curved to the right then to the left and then back out to the right again 	
f	mmhmm 	
g	uh-huh 	
f	no 	
f	but i haven't hit anything so 	
g	right okay 	
g	ehm right 	
g	so you're u-- a-- where are you now then 	
f	i'm to the right of the concealed hideout 	
g	okay 	
g	right ehm you-- 	
g	have you got the boat house 	
f	uh-huh 	
g	right 	
g	what you're going to do is you're going to curve round the concealed hideout going round the right of it and then straight along until you get to the boat house the bottom left-hand corner of the boat house 	
f	left 	
g	no 	
g	bottom right-hand corner of the boat house 	
f	okay 	
g	right 	
g	okay right 	
g	have you got the crane bay 	
f	uh-huh 	
g	right y-- 	
g	you're going to go straight down perpen-- eh straight down to the crane bay 	
f	and to the right of the boat house 	
g	uh-huh 	
f	right well 	
f	the boat house is sort of on crane bay beside it 	
g	oh is it 	
f	uh-huh 	
g	oh you've got a different boat house i've got two boat houses 	
f	you've got two 	
g	uh-huh 	
g	so we've made a mistake you shou-- 	
f	well 	
f	which w-- which 	
g	right okay you 	
g	see my boat house is to the left of the concealed hideout 	
f	well 	
f	mine's to the right and below it 	
g	right okay sorry 	
g	that's the wrong one 	
g	you don't wanna go anywhere near that one 	
g	right 	
f	right 	
f	so will i do a "u"-turn 	
g	uh-huh 	
g	just just scrub that bit out then and go back up to the concealed hideout 	
f	okay 	
g	right so 	
g	le-- so v-- we'll say we're at the bottom right-hand corner of the concealed hideout 	
f	bottom right 	
g	mmhmm 	
f	uh-huh 	
g	right okay 	
f	mmhmm 	
g	right 	
g	you're going to go in a straight line along the left of the page 	
g	okay 	
f	the left 	
g	to to the left of the page 	
g	not not right along i mean it in a l-- i mean in a left direction 	
f	towards the 	
f	you mean 	
f	under the concealed hideout 	
g	mmhmm 	
g	u-- under that a-- uh-huh al-- 	
f	right 	
f	i'm going along under the i'm now at the bottom left-hand corner of the the concealed hideout right 	
g	right 	
g	don't go right do-- 	
g	right 	
g	you can go a bit further about another inch 	
f	right 	
g	okay 	
g	now right 	
g	look down to the crane bay right 	
f	uh-huh 	
g	ehm s-- straight down from that have you got an actual wee bay there like curves 	
g	hmm 	
f	straight down from where 	
g	from where you are at the moment 	
f	uh-huh uh-huh 	
g	right 	
g	so we'll go straight down then straight down and don't hit the bay but f-- but follow that curve in the bay so you're going to go straight down south 	
f	mmhmm 	
g	okay 	
f	mmhmm 	
g	have you done that then 	
f	eh uh-huh 	
g	right 	
f	well 	
f	i mean i will have in a minute once i see where you're going 	
g	right 	
g	have you got the coconut palm 	
f	no 	
g	hmm 	
g	have you got the pebbled shore 	
f	uh-huh 	
g	which is where is it on your map 	
f	it's good bit further down opposite the other boat house but further down 	
g	oh you've got another boat house 	
f	ah you still i still don't know where your boat house is 	
g	uh-huh but y-- right have 	
g	oh god right 	
g	where are you now again 	
f	i'm right crane bay there's two sort of little inlets in it at the top of it 	
g	mmhmm 	
f	above bay and above the "c" of crane right 	
g	mmhmm 	
f	see where i mean 	
g	right 	
f	and eh i'm just above that bit of land in between there the curved bit of land 	
g	right that's perfect 	
g	right 	
g	so you're going to come down and follow that wee curve 	
f	mmhmm 	
g	right 	
f	which direction 	
g	to the left 	
f	right 	
g	straight down and then left 	
f	mmhmm 	
f	mmhmm 	
g	okay so 	
g	you're you're sort of on on the corner on the bit that juts out now above the "c" of crane 	
f	right 	
g	is that right 	
f	uh-huh 	
g	right now 	
g	right 	
g	what you're going to do now is moving down all the time but you're you're not going to follow the coastline as much you're going to m-- slightly move away from it 	
f	mmhmm 	
g	okay f-- 	
g	eh but going down at the same time so down about an inch and a half 	
f	towards the pebbled shore 	
g	uh-huh 	
f	directl-- straight towards it 	
g	ehm uh-huh yes more 	
g	or less but don't go as far as that 	
f	mmhmm 	
g	okay 	
g	'cause you're going to go you're about an a centimetre above the pebbled shore and you're going to go along the top of the pebbled shore 	
f	mmhmm 	
g	moving eh left 	
f	mmhmm 	
g	okay 	
g	then so 	
g	you're about so once right where are you now 	
f	i'm above the pebbled shore to the left of it 	
g	right okay 	
g	move you're going to move to the left but moving down at the same time 	
f	mmhmm 	
g	okay 	
g	until you unti-- for about two or three inches until you're about a centimetre from the left-hand side of the page 	
f	right 	
f	have you got washed stones at all 	
g	no 	
f	okay 	
f	am i below the pebbled shore 	
g	where are your s-- 	
g	uh-huh 	
g	you should be about a couple of inches below it but not directly under it 	
f	to the left of it 	
g	uh-huh 	
f	and eh 	
g	a good bit to the left of it 	
f	beside the left-hand side of the page 	
g	uh-huh 	
f	right 	
g	okay 	
g	where's your stones 	
f	mmhmm 	
f	just to just beside me just to the right of me now 	
g	right 	
g	okay 	
g	well you're going to curve round them 	
g	right 	
g	have you got the flagship 	
f	uh-huh 	
g	and the bit and the bit of land that juts out well and the bit that's 	
f	the eh the bay bit that the flagship's in 	
g	uh-huh 	
g	uh-huh 	
f	mmhmm 	
g	right 	
g	so what you're going to is curve round your stones there and your the finish is just ehm about a centimetre from that black line that's marking the crane bay ac-- just acro-- directly across from the ship 	
f	okay 	
f	okay there you go 	
g	right 	
f	aye 	
