Found 2 args.
Observation: q6ec6; Result size: 130; atts: 2
who	$m	
g	ehm 	
g	have you got a start at the top of the page 	
f	i have yeah 	
f	it's near a diamond mine 	
g	right 	
g	go down so you're left of the diamond mine 	
f	down 	
g	so you're beneath it 	
f	so that i'm underneath it so i move right so that i'm underneath it 	
g	so that you're underneath it yes 	
f	right ehm 	
f	directly underneath the diamond mine 	
g	mmhmm 	
g	then go right 'til you're three quarters along the page 	
f	right until i'm three quarters along the page 	
f	i've come to a cactus 	
g	oh avoid the cactus go above it 	
f	above it 	
f	right 	
f	i've gone above the cactus 	
g	um go right up to the top of the page 	
f	um i've come to a rift valley 	
g	oh you don't want to be that far along you want to go up so you're to the left of the rift valley 	
f	okay that's fine 	
g	then go right 'til you're halfway along the rift valley 	
f	then go ri-- 	
f	right 	
g	then go down 'til you're above 	
g	have you got any rocks 	
f	yeah 	
g	alright 	
f	so down through the m-- centre of the rift valley 	
g	yeah 	
g	and you end up just above the rocks 	
f	along the rift 	
f	midway along the rocks basically there's an obstacle 	
g	uh-huh then go to the left of the rocks 	
f	left of the rocks okay 	
g	so you're beneath them 	
f	eyo no i'm above 	
g	well 	
g	go to the left of them so that you're beneath them 	
f	how can i go to the left and be beneath 	
g	you go to the left and then you go down 	
f	okay 	
f	so i'm now 	
f	and then go underneath them 	
g	no no n-- 	
g	just so you're beneath them 	
g	in parallel terms 	
f	okay fine 	
f	fine fine fine 	
g	okay 	
g	um have you got some white water or 	
f	yeah 	
g	right 	
g	um 	
g	um 	
g	um um um 	
g	go left 	
f	uh-huh 	
g	so that you're below the rocks but above the white water 	
f	okay 	
g	right 	
g	'til you're on the left-hand side of the white water 	
f	fine 	
g	okay 	
f	fine fine 	
g	um and then go down 	
g	and have you got anything underneath white water 	
f	a manned fort 	
g	right 	
g	go underneath that so go down and then underneath it 	
f	to the left or to the right 	
g	to start off on the left and then go to the right 	
f	okay 	
f	so i'm now right directly underneath the manned fort 	
g	good right 	
g	have you got an outlaws' hideout 	
f	mm no 	
f	yes i do 	
f	it's to the right of the manned fort and slightly up 	
g	right and up 	
g	right 	
g	i want you to move in a diagonal line up to that 	
f	diagonal line 	
g	from the manned fort to the outlaws' hideout 	
f	underneath or the left or the right above 	
g	to underneath the outlaws' hideout 	
f	fine 	
g	right 	
g	then i want you to go right along to the edge of the page 	
f	fine 	
g	and right the way down the side of the page 'til you come to the noose 	
g	got a noose 	
f	got the noose 	
g	got noose got noose right 	
g	then go bit further down 	
g	no no no no no that's right 	
g	then 	
g	um 	
g	from the noose i want you to go left all the way along 	
f	underneath the noose or above it 	
g	underneath the noose 	
f	underneath 	
g	all the way along 'til you reach the saloon bar 	
f	good 	
f	above the saloon below it 	
g	above to start with 	
f	above 	
f	can we go into the saloon bar 	
g	no 	
f	no 	
g	it's bad for you 	
f	okay 	
g	then go down 	
f	down 	
f	left or right 	
g	on the right-hand side of the saloon bar 	
g	go down 'til you reach the bottom of it 	
f	okay 	
g	okay 	
g	and then go um left along the bottom of it 	
f	yeah okay 	
g	go about another inch further inch and a half further than the edge of the saloon bar 	
f	okay 	
g	and then go up 'til you're parallel with the top of the saloon bar 	
f	fine 	
g	tu es fini 	
f	oh i'm finished 	
