Found 2 args.
Observation: q6ec3; Result size: 208; atts: 2
who	$m	
g	okay ehm 	
g	have you got a starting point above the missionary camp 	
f	uh-huh i have yeah 	
g	and have you got gorillas 	
f	no 	
g	well 	
g	they're in the bottom left-hand corner 	
f	bottom 	
g	roughly up a bit huh 	
f	o-- of the camp or of the map 	
g	of the map 	
f	of the map 	
f	now 	
f	i have a banana tree instead 	
g	right okay 	
g	so 	
g	if you just go left from the missionary camp a bit and then down 	
f	left and down 	
g	yeah 	
g	to about a couple of centimetres above the top of the bottom of the page 	
f	yeah 	
g	and then continue straight left along until about four centimetres from the end and then go straight up again 	
f	so that i'm on the left of what i have as a banana tree 	
g	sorry 	
f	so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours 	
g	yeah probably yeah 	
f	okay 	
g	uh do you have a rope bridge 	
f	i do 	
f	ehm do i avoid the missionary camp where i'm moving 	
g	yeah 	
f	so i move along so that i'm to the left of the missionary camp when i go down 	
g	uh-huh yeah 	
f	okay 	
f	now 	
f	i'm at the left-hand side of the banana tree about 	
g	right 	
f	almost the extreme left of the page and about four centimetres up 	
g	mmhmm 	
f	about quarter of the way up 	
g	okay that's fine 	
g	now 	
g	you've got the rope bridge 	
f	uh-huh 	
g	so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it 	
f	okay 	
f	so i'm going straight up and actually cross over the rope bridge 	
g	yeah 	
f	so i move up and cross over the rope bridge 	
f	right so 	
f	i'm now standing at the other side of the rope bridge 	
g	okay 	
g	if you now come down a couple of centimetres 	
f	uh-huh yeah 	
g	and do you have a waterfall 	
f	yeah 	
f	it's right of where i am at the moment 	
g	yeah 	
g	if you just 	
g	mm do you have a sort of the water coming down 	
f	uh-huh 	
g	if you sort of head along 	
f	mmhmm 	
g	so that you're about in line with the bottom of the water 	
f	uh-huh 	
g	if you know what i mean 	
f	yeah 	
g	and then 	
g	have you got lost steps 	
f	no no steps 	
g	okay 	
g	if you just get to the waterfall first 	
g	and then you want to go straight up to where these lost steps are 	
f	oh yeah which are where 	
g	well 	
g	have you got fallen pillars 	
f	mm yeah i do yeah 	
g	it's sor-- it's 	
g	in the finishing point 	
f	no 	
g	no 	
g	ehm it's about in line with the fallen pillars 	
f	uh-huh 	
g	to the right of them 	
f	yeah 	
g	in between the rope bridge and the waterfall 	
f	all right so you've the rope bridge and the waterfall and the fallen pillars 	
f	hmm 	
f	so at the moment i'm at the waterfall 	
g	uh-huh 	
g	well you want to go straight up 	
f	do-- 	
f	straight up 	
g	and you've got the lost steps 	
f	yeah 	
f	so i'm straight up i'm now at the top of the waterfall ehm not quite halfway up the page 	
g	so-- 	
g	uh 	
g	if you go straight up from the waterfall you keep going up until you're in line with the fallen pillars 	
f	okay 	
g	but don't actually go near them 	
f	yeah okay that's fine 	
g	and that's you if you sort of curve off to the left 	
f	uh-huh 	
g	you'll miss the lost steps 	
f	okay 	
f	and how far along do i move 	
g	um to about just before the middle of the page 	
f	fine 	
g	and then you want to come down in a diagonal 	
g	so that you've missed the fallen pillars and go underneath them 	
f	uh-huh 	
f	okay that's fine 	
f	i'm now halfway along underneath the fallen pillars 	
g	right just keep going 'til the end 	
f	okay 	
g	of the fallen pillars 	
g	yeah 	
g	um now go down two or three centimetres 	
f	yeah 	
g	do you have an obstacle there 	
f	i do 	
f	flamingoes 	
g	well uh 	
g	i think you're probably trying to avoid that so if you go down um and then left in a sort of curve 	
f	uh-huh 	
f	yeah 	
g	and up again and you're pretty near the edge of the page 	
f	yeah 	
g	then 	
g	do you have ancient ruins 	
f	um ruined city is about three quarters up on the page and just slightly to the right of where i am at the moment 	
g	yeah 	
g	okay 	
g	just like a bit up from the fallen pillars and to the left 	
f	yeah yeah uh-huh 	
g	well 	
g	you want to sort of come towards the ancient ruins a bit 	
f	yeah 	
g	without actually coming into contact with them 	
f	yeah okay 	
f	so i'm i'm moving right basically 	
g	a straight line 	
f	right 	
f	now do i move up so that i'm level with the ruined city 	
g	yeah 	
f	uh um okay 	
f	right now i'm i'm on the left-hand side of the ruined city and about three quarters of the way up the page 	
g	yeah 	
g	now 	
g	do you have stones in the top left 	
f	eh no 	
f	i have a rock fall which is about halfway along the page and about three quarters of the way up 	
g	no no it's okay 	
