Found 2 args.
Observation: q5ec2; Result size: 194; atts: 2
who	$m	
g	right right at the start have you got the start bit 	
f	uh-huh 	
g	right 	
g	go along to your left in a straight line about an inch on the map 	
f	what am i trying to avoid first of all 	
g	stony desert 	
f	that's below the start 	
g	uh-huh 	
f	so i just go s-- left 	
g	go along left 	
f	how far 	
g	about centimetre and a half 	
f	aye 	
g	you past it 	
f	oh right okay right okay 	
g	you past stony desert 	
f	yeah 	
g	right now go down to bottom left t-- 	
f	diagonally 	
g	yes 	
g	to miss the to get below the plane crash 	
f	the plane crash at the top right 	
g	right 	
f	where does your route end 	
g	sort of middle above middle right 	
f	what's down there 	
g	oh there's another plane crash down here though 	
f	no there's only one 	
g	right we'll just do that anyway right go down diagonally to the bottom left of the page 	
f	right 	
g	not right to the bottom 	
f	right okay 	
g	and then up in a straight line about 	
f	right 	
g	er about two and a half centimetres 	
f	is there a collaps-- 	
f	is there a collapsed shelter 	
g	collapsed shelter 	
g	go up round above that 	
f	uh-huh 	
f	right 	
f	so i start swinging to the right again 	
g	well once you've gone up 'til you're past that on a straight line then go straight line along it and back up above it 	
g	do you know what i mean 	
f	yeah 	
f	okay right 	
g	right 	
g	then down so that you've sort of gone back down the s-- the lef-- right-hand side of it 'til you get to the word collapsed shelter 	
f	right 	
g	so are you past collapsed shelter now 	
f	so 	
f	right yeah 	
f	so right now now there's a waterhole to the right of me 	
g	a savannah 	
f	that's that's to the right of the waterhole 	
g	right well avoid right just move to your right now 	
f	uh-huh 	
g	and so you're directly above the place you started 	
f	right okay that's fine 	
g	about an about a centimetre about two centimetres 	
f	right 	
g	and then straight up about 	
g	about five six centimetres until you get to the 	
f	uh-huh 	
f	above the savannah 	
g	uh-huh 	
g	but not directly above it to the left of it 	
f	right okay 	
g	and then up until you get to the above the peak of the slate mountain which is just on your left 	
f	slate mountain 	
g	uh-huh 	
f	i don't have one 	
g	it's a big slate mountain 	
f	it's called the white mountain 	
g	right well do that anyway until you're about 	
f	so right 	
f	at this point that and the savannah's to the right and then beyond that is p-- the edge of the page 	
g	uh-huh 	
f	right 	
f	so is the big mountain above the savannah for you 	
f	i've got a 	
g	slate mountain right is that part that i said was about 	
f	uh-huh 	
g	that m-- a centimetre and or two above the start 	
f	uh-huh 	
g	go up about five or six centimetres 	
f	straight up 	
g	uh-huh 	
f	right 	
g	and then move to your left 	
f	uh-huh 	
g	about two and a half centimetres 	
f	uh-huh 	
g	and then down diagonally from that about you know s-- 	
f	down to the left 	
g	uh-huh 	
g	to miss hot wells 	
f	uh-huh yeah 	
g	you got hot wells 	
g	right so you go round down down below the hot wells and skirt round it at the bottom 	
f	just the hot wells 	
f	so are we 	
g	uh-huh 	
g	'cause you've not got a slate mountain 	
g	just do what i tell you 	
f	okay 	
f	but there's elephants to the left of the hot springs 	
f	shall i go round them as well 	
g	uh-huh 	
f	right 	
g	right now down 	
f	oh no i can't go down 	
g	right 	
f	this is a disaster 	
g	well don't go down then go just go straight up the page past 	
f	okay 	
g	down the to the right-hand side of the ri-- white of the left-hand side of the white mountain 	
f	right that's fine 	
f	quite far up 	
g	uh-huh 	
f	right 	
g	but leave a big bulbous gap after you've got past the hot wells for the elephants is that right 	
f	yeah 	
g	right 	
g	then go straight up and cut in down along quite near the side of the white mountain when you've gone up it 	
f	so do you go atop the will i go round the top of the white mountain 	
g	no 	
g	go right up about three centimetres above it 	
f	uh-huh 	
g	directly above the peak just a wee touch to your left of the peak straight line goes directly above the peak 	
f	oh right 	
g	and then go right 	
f	right 	
g	about that much 	
f	uh-huh 	
g	not diagonally 	
f	right 	
g	and then go round in a sort of round the lake 	
g	have you got a lake up there 	
f	uh-huh 	
g	right well go right up above it and round it and then back round and past 	
g	have you got roman baths 	
f	no 	
g	right well there's roman baths and another plane crash 	
f	ah i see the plane crash 	
g	right 	
g	well the roman baths are above and to the left of that 	
f	uh-huh 	
g	so you've got to miss that as well 	
f	so where do i go what c-- side of the plane crash do i go to 	
g	well see the sort of partial semicircle over the top of the lake 	
f	uh-huh 	
g	just mirror that on the bottom until you're s-- you start m-- until you finish that where you started to do a curve at the top 	
g	see where you started to curve up above the lake 	
f	uh-huh 	
g	right well 	
f	there's round rocks to the left of that 	
f	do you have that 	
g	mm 	
f	do you have round rocks to the la-- left of the lake 	
g	no 	
f	mm 	
g	anyway right once you've got right to the bottom of the lake okay 	
f	uh-huh 	
g	just move along to the left of that 	
f	uh-huh 	
f	so it's sort of bottom left of the lake 	
g	uh-huh 	
f	uh-huh 	
g	until you're at bottom left of the lake 	
f	right okay 	
g	do that 	
f	right 	
f	so is it almost a full circle it's like a peninsula 	
g	right 	
g	uh-huh 	
g	that's what i was trying to say 	
f	right 	
g	and then go down in a straight line virtually 	
f	yes 	
g	just come out a wee bit further go along left a wee bit further 	
f	uh-huh 	
g	right and then go straight down 	
f	uh-huh 	
g	to avoid antelopes 	
g	have you got antelopes 	
f	oh yeah 	
g	right 	
g	and then straight along right 	
f	right okay 	
g	until you're directly above the start 	
f	okay right 	
g	and that's your finish 	
f	oh good 	
