Found 2 args.
Observation: q8ec4; Result size: 289; atts: 2
who	$m	
g	erm 	
g	are you at the cross at the start 	
f	okay yeah 	
g	right so 	
g	go er about two inches to your ehm to your left at a sort of a-- angle 	
f	two inches to the my 	
g	about 	
g	your left a sort of angle about forty-five degrees 	
g	to er 	
f	erm 	
f	what's two inches sort about 	
g	well it's two inches 	
g	i don't know actually er 	
g	er well ten centimetres then maybe say 	
f	ten er to forty-five degrees slope 	
g	to the horizontal 	
f	have you got allotments to my right is it 	
g	no 	
g	it's different it's a different map ehm 	
f	yeah 	
f	erm t-- it can't be to my left anyway 'cause that's off the page from the start 	
g	well 	
g	it's to my right so it must be to your left 	
f	no 	
f	it's the map's turned round so it must be to my right as well if it's to your right it's to my right 	
g	oh right sorry 	
g	right 	
g	go to your right then ten centimetres to your right 	
f	erm right along or to an angle did you say 	
g	well i 	
g	imagine there's like a ehm a line like horizontal 	
g	right 	
f	yeah 	
g	and then let's say f-- ph thirty degrees up the way 	
g	so it's at an angle 	
f	up the way 	
f	up the way 	
g	so it's like an angle like that 	
f	up the way 	
g	oh dear 	
f	angled up 	
f	t-- do you have a lake 	
g	uh-huh 	
f	just above the start point right 	
g	right 	
f	how does it go from there 	
g	down below that 	
g	down below that 	
g	to about halfway down the middle of the lake 	
f	halfway 	
f	what's that halfway what 	
g	the b-- see where the bottom of the the bottom line of the lake 	
f	yeah er 	
g	right 	
f	to the right-hand side underneath it 	
g	uh-huh about a 	
f	yeah 	
g	right 	
f	yeah 	
g	about halfway under that 	
f	halfway well never mind 	
g	right 	
g	see the bottom line of the lake right 	
f	oh you mean halfway from just where i would be if i went across oh no 	
g	right 	
g	see the bottom line of the lake right 	
f	right 	
g	halfway along that 	
f	halfway along okay 	
g	right 	
f	right 	
g	and then 	
g	then 	
g	straight down 	
f	straight down 	
g	about 	
g	er maybe five centimetres 	
f	right i've got some allotments here 	
f	so does it go to your right again does it go right 	
g	it sort of curves round 	
f	curves round okay right 	
g	and then then 	
f	along to your right 	
g	it's like an "s" shape right but n-- not like a steep "s" shape like a sort of er sort of stretched out "s" shape 	
f	right 	
g	a wee bit ehm 'til you're about er halfway down the page when you get to the bottom curve that comes back out the way 	
