Found 2 args.
Observation: q1ec1; Result size: 77; atts: 2
who	$m	
g	okay 	
g	starting off we are above a caravan park 	
f	mmhmm 	
g	we are going to go due south straight south and then we're going to g-- turn straight back round and head north past an old mill on the right hand side 	
f	due south and then back up again 	
g	yeah 	
g	south and then straight back up again with an old mill on the right and you're going to pass on the left-hand side of the mill 	
f	right okay 	
g	okay 	
g	and then we're going to turn east 	
f	mmhmm 	
g	not straight east slightly sort of northeast 	
f	s-- slightly northeast 	
g	slightly slightly yeah 	
g	very slightly 	
g	and we're going to continue straight along erm quite a wee dis-- a wee distance erm quite a wee distance right we're going to continue along on that course 	
g	and then we're going to turn north again 	
f	mmhmm 	
g	and immediat-- well a distance below that turning point there's a fenced meadow 	
g	but you should be avoiding that by quite a distance 	
f	okay 	
g	okay so we've turned and we're going up north again 	
f	mmhmm 	
g	continue straight up north 	
f	mmhmm 	
g	and then we're going to turn to the west on a curvature right sort of 	
f	okay 	
g	"s" bend and immediately below that bend there is an abandoned cottage 	
f	mmhmm 	
f	okay 	
g	and we're passing above the top of that 	
g	we're going to continue in that sort of "s" shape a big wide "s" 	
f	mmhmm 	
g	and on the sort of mmhmm top erm left of that again below it there's a fenced meadow 	
g	but you're passing on the top of that 	
g	okay 	
g	right okay 	
f	okay 	
g	we've gone from the abandoned cottage right and we're on the sort of "s" shape yeah 	
f	right 	
g	right 	
g	and then at the top of the "s" we're turning north 	
f	mmhmm 	
g	okay 	
g	we're going straight due north 	
g	at the top there there's a west lake 	
f	okay 	
g	which we're going to pass on the south erm southeast side 	
f	mmhmm 	
g	and we're going to do that in a curve almost a half "u" shape 	
f	half "u" shape to the southeast 	
g	yeah 	
g	yeah the southeast 	
f	right okay 	
g	and continue up north slightly 	
f	mmhmm 	
g	but not quite to the tip of that lake 	
f	mmhmm 	
g	and then we're going to turn down ove-- above a trig point and we're going to turn immediately to your right and straight down at an angle of forty-five 	
f	right 	
g	okay 	
g	and we're going to continue that wee distance down and that the point at the end of that it should be near to the abandoned cottage where we went past miles away but if not just carry on and then continue down in that forty-five degree 	
f	mmhmm 	
g	and turn round by a monument on the outside of the monument 	
f	outside of the monument 	
g	yeah 	
g	and then a very slight turning up again north sort of northwest 	
f	mmhmm 	
g	very slight curve sort of very slight "s"-shaped just a slight curve and then going to proceed up north again 	
g	on the right-hand side there's a nuclear test site before right before reaching the top of that northbound 	
g	and then you're going to turn back west 	
g	and above that there's an east lake 	
f	oh right okay 	
g	yeah 	
g	and that's the finish 	
f	mmhmm 	
f	slightly different 	
