Found 2 args.
Observation: q2nc4; Result size: 174; atts: 2
who	$m	
g	okay do you have a diamond mine 	
f	yeah 	
g	if you go from the start 	
f	mmhmm 	
g	and go down and to the left of the diamond mine 	
f	okay 	
g	and 	
f	straight down 	
g	just as you get to the bottom of the diamond mine stop 	
f	straight down chris 	
g	yeah 	
f	okay 	
f	okay here i am 	
g	move right across the page 	
f	underneath the words diamond mine 	
g	yeah 	
g	do you have a wagon wheel 	
f	no 	
g	okay 	
g	about halfway between the diamond mine and the edge of the page imagine a an obstacle 	
g	draw a line 	
f	halfway between 	
g	the diamond mine and the edge of the page on the right 	
f	mmhmm 	
g	imagine an obstacle 	
f	mmhmm 	
g	draw the line across an-- 	
f	i've a cactus 	
f	do you have a cactus 	
g	no 	
f	do you have a r-- 	
g	draw 	
f	sorry okay 	
g	draw across to the right and up round the imaginary obstacle which is halfway between the diamond mine and the end of the page 	
f	okay 	
f	go up over it 	
g	yeah 	
g	do you have a rift valley 	
f	mmhmm 	
g	at the top corner 	
f	yeah 	
g	okay 	
g	go right over the top edge of the rift valley and come down in the middle of it between the two sort of groups of cactuses or whatever they are 	
f	okay 	
g	okay 	
f	yeah 	
g	now go down about three inches 	
g	do you have a stone creek 	
f	about three inches one two three 	
f	i've got rocks 	
g	do you have rocks 	
g	and stone creek to the left of the rocks 	
f	yeah 	
f	no 	
g	okay 	
g	imagine that about four inches to the left of the rocks there's a creek 	
f	two 	
g	draw a line between the rocks and this creek 	
f	i've got rapids 	
g	okay 	
g	well that'll do 	
f	okay 	
f	so come down over the top top edge of the rocks yeah 	
g	yeah 	
f	and then down the middle in between my rapids and my rocks 	
g	yeah 	
g	yeah 	
g	and then stop 	
f	okay 	
f	right 	
g	now do you have white water 	
f	that'll be the rapids i would imagine 	
f	no i don't have white water 	
g	okay 	
g	where i've said the creek is 	
f	mmhmm 	
g	below that and slightly to the left there's an obstacle 	
g	draw the line between where i said the creek is and the other obstacle to the left 	
f	right 	
f	i'm in between the rocks and on my right and the rapids in the middle 	
g	okay 	
f	and you want me to move which from which direction le-- 	
g	left 	
f	left 	
f	underneath underneath the rapids yeah 	
g	yeah 	
g	i think so 	
f	okay 	
f	yeah 	
g	right now 	
g	come down the page 'til you're about th-- two thirds of the way down the page 	
f	i've got a manned fort in the way 	
g	ehm where is it in relation to the side of the page 	
f	right it's about two inches in from the left-hand side 	
g	okay well 	
f	oh wait a minute stone creek 	
g	doesn't matter alright er 	
f	see the stone creek you were talking about 	
g	yeah 	
f	is that right down at the bottom of the page 	
g	no no 	
f	no 	
g	there's another one there 	
f	okay 	
g	right 	
g	where's your manned fort 	
f	directly beneath me at the moment it's about two inches in it's about two thirds of the way down the page 	
g	two inches in 	
f	and it's about 	
g	okay well keep 	
f	t-- two inches down from where i am now 	
g	keep to the right of it 	
f	keep to the right of it okay 	
f	and move down 	
g	yeah 	
g	'til you're about two thirds of the way down 	
g	the page 	
f	okay 	
g	now 	
g	you've got to make your way all the way over to the other side of the page now 	
f	to the right-hand side 	
g	yeah 	
g	do you have an outlaws' hideout 	
f	yeah 	
f	it's above me 	
g	okay well you go up towards it but draw just beneath the words outlaws' hideout 	
f	okay 	
g	is that right over in the right-hand side 	
f	yeah 	
g	okay 	
f	and there's a gold mine directly beneath it 	
g	no i don't have that 	
f	okay 	
f	i'm below the word i'm below the letter "w" 	
g	okay 	
g	move slightly more to the right 'til you're about an inch away from the edge of the page 	
f	okay 	
g	do you have a noose at the bottom of the page 	
f	yeah 	
g	draw a straight line down keeping a-- an inch away from the edge of the page round under the noose 	
f	okay 	
g	now do you have a swan pond 	
f	no 	
g	okay 	
g	oh where you are at the moment 	
f	mmhmm 	
g	underneath the noose 	
f	mmhmm 	
g	how far are you underneath it 	
f	about half an inch 	
g	okay 	
g	well a bit further below that actually you need to go 	
f	okay 	
g	sloping slightly down 	
f	mmhmm 	
g	for another thr-- three inches i would say to the left 	
g	okay 	
g	stop there 	
f	mmhmm 	
g	now imagine a circle you have to go up and carrying on to the left as if there's a bump in the route 	
g	okay 	
f	okay 	
f	how far should i be from the bottom of the page 	
g	about two three inches 	
g	going up 'til about four and coming back to about three again 	
f	well i'm only about an inch from the bottom of the page just now 	
g	no you have to be higher up than that 	
f	right 	
f	okay 	
g	do you have the saloon bar 	
f	yeah 	
g	go underneath the words saloon bar 	
f	sounds odd but okay 	
g	and then go up and stop when you're i-- in a direct line with the roof of the saloon bar and about an inch away from the left-hand side of the page 	
