Found 2 args.
Observation: q8ec6; Result size: 367; atts: 2
who	$m	
f	on you go 	
g	right 	
g	the start bit's on the left-hand side about a quarter of the way up 	
f	i've got the s-- start mark on 	
g	have you 	
f	yes 	
g	right so 	
f	it's just above a camera shop 	
g	mmhmm 	
f	right 	
g	so down the side of the camera shop 	
f	down 	
g	down 	
f	have you got a west lake 	
g	i've got an east lake away up the top right-hand side 	
f	ssh ssh but see i've got the things you havenae got 	
g	oh right 	
f	that was th-- i didnae understand the first time right 	
f	you've got i've got like huge lake up there 	
f	right 	
f	have you got the allotments allotments 	
g	uh-huh 	
f	right 	
f	so where do you want me to go 	
g	right 	
f	is it in between the camera shop and allotments 	
g	no no 	
g	straight down the side of the camera shop 	
g	right 	
f	right 	
f	right 	
f	i'm starting 	
g	to about fi-- 	
f	right 	
f	i'm level with shop right on the writing just now 	
g	down the left-hand side of the shop 	
f	no 	
f	i've gone down the wrong side forget that 	
f	right 	
g	down the left-hand side of the shop right 	
f	yeah 	
f	i've got it this time sorry 	
g	to about five centimetres from the bottom of the page 	
f	mm right 	
g	and then go go to your right 	
f	where 	
g	about 	
f	have you got anything there or anything no 	
g	mmhmm 	
g	go to 	
f	directly under allotments 	
g	no no 	
g	go to your right about erm say five centimetres again 	
f	right 	
g	and then go straight up the s-- 'til you're 	
f	between the allotments and the camera shop 	
g	see the where the allotments are just to the side of the allotments you should be go straight up to just at the side the allotments 	
f	straight up to there 	
g	uh-huh 	
g	the left-hand side of the allotments 	
f	aye aye 	
g	right 	
f	i'm there 	
g	and then 	
g	like imagine the allotments are like horizontal 	
g	right 	
g	are the horizontal 	
g	right 	
f	right 	
g	and then go a-- an angle at say fffsss twenty-five thirty degrees above the horizontal right that are at the allotments to your right 	
f	right 	
g	see what i mean 	
f	to where 	
g	to about 	
f	have you got the flight museum on there 	
g	er 	
g	no 	
f	have you got disused monastery 	
g	uh-huh 	
g	but you're going like up th-- like twenty-five thirty degrees 	
f	so where am i where am i heading 	
f	i know i know i understand that 	
g	right 	
g	about to about two thirds of the way across the page 	
g	right 	
f	two thirds of the way across the page you mean it's a big huge line i'm drawing here 	
g	mmhmm 	
f	right 	
f	i've got a flight museum so i'll need to miss that 	
f	have you got telephone box 	
g	uh-huh 	
f	so am i where f-- where am i going to end up 	
g	you should be nowhere near the telephone box you should only be like about a third of the way up the page and a third of the way across the page 	
g	two thirds of the way across the page and a third of the way up the p-- up the page 	
f	two th-- 	
f	am i going to be in line with the telephone box vertically 	
g	no 	
f	no 	
g	should just be a wee bit over from them 	
f	have you got the level crossing 	
g	no 	
f	have you got the east lake 	
g	what the east lake uh-huh 	
f	uh-huh 	
f	see the far left of the east lake 	
g	uh-huh 	
f	see if you go directly down 	
g	aye 	
f	is that how far across i should be 	
g	aye except a wee bit further over than that about a centimetre maybe 	
f	right 	
f	and what how h-- how high am i going to be 	
g	about a third of the way up the page 	
f	right well i've got i've s-- i understand that a bit 	
g	that was meant to be like thirty degrees from the horizontal 	
f	right there you go 	
f	i've got a flight museum there i'll need to go round that 	
g	right 	
f	so where do you want me to go now 	
g	right 	
g	straight up to the disused monastery 	
f	straight up to it 	
g	mmhmm 	
f	ah that's no problem i think right 	
g	right and then 	
