Found 2 args.
Observation: q5nc1; Result size: 233; atts: 2
who	$m	
g	ehm can you see a caravan park 	
g	your route is to your left of that 	
f	left 	
g	left i think 	
f	i'm going to end up off the paper if i go left 	
g	no 	
g	you have to go round that side though 	
f	oh right right 	
f	going left 	
g	and 	
g	then you go ahead mm you should see an old mill on your left again 	
g	if you're going down if you're going down 	
f	eh no 	
f	aye you forgot to tell me to go down 	
g	no but you go down 	
f	right 	
g	ehm turn to your left 	
f	i can't go left i havenae got to the old mill yet 	
g	no 	
g	you don't go to the old mill 	
f	i can't go any further left i'm right beside the paper 	
g	okay 	
g	from the beginning you go down 	
g	right 	
f	yeah right i've done that 	
g	right 	
g	then you turn left at the bottom of the paper or turn 	
f	so you want me to go right down to the bottom of the paper and then turn left 	
g	mmhmm 	
g	but turn left as if you're walking down 	
f	what 	
g	turn into the paper 	
g	okay 	
g	don't turn off the paper 	
f	right 	
g	okay 	
g	then head along slightly and then turn left again 	
f	have i got left and right mixed up here 	
f	no i haven't 	
f	i can't go any further left i'm right at the left-hand side of the paper right i'm about a centimetre away from it 	
g	oh 	
g	well 	
g	if you can't can't turn left turn right 	
f	right that's a good idea 	
g	yeah 	
f	right 	
g	and then 	
g	when you see the old mill above you 	
f	mmhmm 	
g	turn up the way and you're going past the old mill 	
f	right 	
g	with it on your 	
f	left 	
g	right 	
f	right 	
g	right yes oh yeah 	
g	you've got to go round with it on your right-hand side 	
f	with it on your right-hand side 	
g	yeah 	
f	oh hell back i go right 	
g	right okay 	
f	mmhmm 	
g	now 	
g	you go round the top of the mill 	
f	mmhmm 	
g	and ehm 	
g	he-- continue heading towards your right past the mill 	
f	right 	
g	you should see um a fenced meadow down at the bottom 	
f	aye 	
g	okay 	
g	ehm 	
g	now 	
g	if you're heading along that way turn up left 	
g	you should see an abandoned cottage up the way 	
f	no wait a minute 	
f	do you want me to go past the fenced meadow 	
g	eh 	
f	or just look at it 	
g	don't go near no 	
g	don't go near e-- either of the fenced meadows 	
f	can only see one fenced meadow 	
g	there are two 	
g	there's one above the caravan park and one over from the old mill 	
f	nah 	
f	no it's no on my map 	
g	oh well okay 	
f	there's only the one at there's only the one at the bottom 	
g	oh well right 	
f	right do you want me go along pa-- along like beside the fenced meadow and then go up or do you want me to go up before i get to the fenced meadow 	
g	ehm don't know 	
g	i want you to go up just as you get to the fenced meadow but don't go near it 	
g	okay 	
f	right 	
g	right 	
f	here i am at the abandoned cottage 	
g	you're at the abandoned cottage 	
g	the abandoned cottage is on your left 	
g	is that correct 	
f	yeah 	
g	right okay 	
g	go round the top of the abandoned cottage 	
f	right 	
g	and you come 	
g	oh i'll have to take this off 	
g	right 	
g	you come down slightly to your left if you're heading that way 	
g	but you don't have another fenced meadow 	
f	nope 	
g	nope 	
f	just an empty space 	
g	mm 	
g	okay anyway now 	
g	you should see west lake 	
f	aye 	
g	head up towards west lake 	
f	aye 	
g	now 	
g	when you get there you're going to have to go very close to it but round the side of it 	
f	right 	
f	which which way round the side clockwise or anticlockwise 	
g	erm towards towards the trig point 	
g	do you see that 	
f	the what 	
g	the trig point 	
f	what's a trig point 	
g	can you see a trig point 	
f	i don't know what a trig point is 	
g	there should should be marked on your map 	
g	is it not 	
f	what something with trig point written beside it 	
g	yeah 	
g	yeah 	
f	nope 	
g	it's near the lake 	
g	it's not 	
f	nope 	
g	okay 	
g	you have to go round 	
f	clock well just say clockwise or anticlockwise 	
g	anticlockwise 	
g	anticlockwise 	
f	anticlockwise 	
g	on the the right-hand side of the lake 	
f	right 	
g	okay 	
f	and i have to go right round 	
g	no no 	
f	right 	
g	right 	
f	where do i stop then 	
g	see when it starts turning up to the left 	
g	you turn to the right 	
g	you know what i mean 	
f	eh like 	
g	you go round the side of the lake 	
f	like there's t-- like there's two rabbit ears 	
f	and when you get to the one on the 	
g	yeah 	
f	right you have to start going right 	
g	yes 	
g	yeah 	
f	right i think so aye right 	
g	you go right 	
f	right 	
g	okay 	
g	now 	
g	you have to go back down the way near the abandoned cottage again don't cross the pass path that you've been on already 	
f	right 	
f	do i just follow that path though 	
g	ehm well you shouldn't be near the path really 	
g	you have to go down to that level again you know back to the the stage of the abandoned cottage 	
f	right 	
g	can you see a monument 	
f	aye 	
g	right 	
g	you have to go round the monument with it on your ehm left-hand side 	
f	right 	
g	okay 	
g	so you've got the monument enclosed in your path 	
f	well sort of aye 	
g	yeah 	
g	okay now 	
g	you see a nuclear test site 	
f	nope 	
g	you don't oh dear 	
g	ehm okay 	
g	continue go round the monument 	
f	mmhmm 	
g	until almost the top of his head 	
f	until 	
f	oh sh-- i've gone past that right 	
g	have you gone past it 	
g	so you should have like a semicircle round the monument 	
f	aye 	
g	right now 	
g	you have to veer slightly to your left 	
f	left 	
f	right 	
g	just slightly 	
f	right 	
g	and then 	
g	go up straight up towards east lake 	
f	right 	
g	uh-huh 	
g	now 	
g	sticking quite close to east lake 	
f	right 	
g	can you see the finish 	
g	yeah 	
f	no 	
f	i i don't think i've got a finish on mine 	
g	you don't have a finish 	
g	can you see farmed land 	
f	aye 	
g	well 	
g	stick closely to east lake it's on your right-hand side and just go past the bit that's jutting out 	
f	hang on 	
f	you want me to go round the right-hand side of east lake 	
g	no i want you to go left but the east lake should be on your right-hand side 	
f	oh right aye 	
g	okay 	
f	aye 	
g	now 	
g	just where it turns up just carry on the path you are for a few more steps and you should be finished 	
f	uh-huh 	
f	right 	
g	should have come to the finish 	
f	i think so 	
g	yeah 	
f	looks like your route home from the "q" "m" on a thursday night 	
f	that's that i think then 	
g	yeah 	
