Found 2 args.
Observation: q4ec3; Result size: 229; atts: 2
who	$m	
g	right ehm 	
g	you've got to take your line down from the start to just vertically to just to the left of burnt forest 	
f	to the left of burnt forest 	
g	mmhmm 	
f	so it's not far down 	
g	no 	
g	it's a tiny bit 	
g	okay and while you're doing that go in to your right a bit but it doesn't really matter 	
g	okay ehm 	
g	have you got a ravine 	
f	yeah 	
g	right 	
g	take that same line still down vertically to the left of the ravine 	
f	there's a cottage on my map 	
g	well just draw round it 	
f	the left of the ravine 	
g	uh-huh 	
g	is the cottage in the way there no 	
f	it's next to the ravine 	
g	well that's okay 	
g	right now take that take the line 	
g	is the cottage directly beside the ravine 	
f	mmhmm 	
f	right next to it 	
g	is there a space between them yeah 	
f	mmhmm 	
g	right take the line and go to your right underneath the cottage 	
g	can you do that 	
f	no 	
f	'cause the ravine's on the right of the cottage 	
g	yeah 	
g	but i want you to draw up through between the cottage and the ravine 	
f	and down through 	
g	no 	
g	up through go g-- 	
g	go down vertically until you're and draw underneath the cottage and then come up 	
f	mmhmm 	
g	between the cottage and the ravine 	
f	i've just come down there 	
g	you weren't meant to 	
f	right 	
g	okay right 	
g	you went down past burnt forest 	
f	i went underneath burnt forest 	
g	well 	
g	you weren't meant to 	
f	well you said draw round the cottage 	
g	okay right 	
g	you're meant to come down from the start 	
f	mmhmm 	
g	vertically right past burnt forest 	
f	mmhmm 	
g	keep drawing vertically 	
f	oh right down past the carpenter's cottage 	
g	past the cottage 	
f	and then go right 	
g	then go right underneath the cottage 	
f	uh-huh 	
g	go up through between the cottage and the ravine 'til you get t-- to stop just above the ravine 	
f	uh-huh 	
g	and do you have a remote village 	
f	no 	
g	well on my map to the right of burnt cottage there's a remote village 	
g	okay 	
f	right of the burnt forest 	
g	uh-huh 	
g	and that's just situated above the ravine 	
f	uh-huh 	
g	okay 	
g	so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle 	
f	right 	
g	so draw your line to the right horizontally above the ravine okay 	
g	then do you have a pine forest 	
f	a pine grove 	
g	a pine grove uh-huh 	
f	uh-huh 	
g	i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove 	
f	a diagonal 	
g	from from the top of the ravine to underneath the pine grove 	
f	so it's like diagonally down 	
g	uh-huh 	
g	okay and then 	
g	do you have anything underneath pine grove 	
f	avalanche 	
g	mm is that just right beneath it 	
f	it's un-- underneath it to the right 	
g	do you have concealed hideout 	
f	yeah 	
f	it's that's underneath the avalanche 	
g	okay right i wa-- 	
g	that's fine 	
g	right 	
g	i want you to go draw to your to your right under the pine grove avoiding the avalanche 	
f	underneath the pine grove 	
g	uh-huh 	
f	down or 	
g	can you go between the pine grove and the avalanche 	
f	uh-huh 	
g	to get past it yeah 	
g	well draw that way 	
f	down to the concealed hideout 	
g	not co-- not completely down 	
g	just get past the avalanche right 	
f	past the avalanche 	
g	and then ehm eventually i want you to go round concealed hideout 	
f	right 	
g	okay 	
f	wh-- what do you mean round 	
g	to 	
g	to the right of concealed hideout 	
f	so right over to the end of the page 	
g	uh-huh 	
g	and i want you to draw underneath concealed hideout stop just underneath concealed bit there 	
g	okay are you there 	
f	mmhmm 	
g	right 	
g	do you have a boat house to your left 	
f	right at the bottom 	
g	oh do you not have another one to your right of the concealed hideout 	
f	yeah right of the concealed hideout uh-huh 	
g	draw to just before the boat house writing starts there right okay that's where i want you to be 	
f	what from the concealed hideout to the boat house 	
g	uh-huh 	
f	so would it bypass the river 	
g	yeah 	
g	i don't want you to go near the river at all 	
f	but i have to go near it to go to the boat house 	
g	no i want you to go to the boat house on your right on your on your left 	
f	i don't have one on my left 	
g	thought you did 	
f	got one underneath the concealed hideout 	
g	well i've got one i've got one to the left of the concealed hideout 	
f	what the other side of the page 	
g	uh-huh 	
f	oh no mine's is underneath the concealed hideout 	
g	have you drawn down to there 	
f	no 	
g	good 	
g	right imagine you've got a boat house to the left of the concealed hideout 	
g	right 	
g	do you see where in can you see crane bay 	
f	mmhmm 	
g	do you see where there's where the coastline comes round it's um there's a sort of like jutting out bit there's like a point 	
f	yeah 	
g	just underneath concealed hideout 	
f	mmhmm 	
g	or just to the right of it 	
g	okay 	
g	i want you to 	
g	you see where it comes down like that 	
f	mmhmm 	
g	well i want you to follow follow the line of the coa-- the coast there 	
g	so draw from concealed hideout vertically downwards 'til you come to that jutting out bit of the coastline then until until on that incline draw you know follow the line of the coast but don't don't go on to crane bay until you come to the the next bit that comes up okay stop there 	
f	mmhmm 	
f	mmhmm 	
g	right do you have ehm coconut palm to your left 	
f	no 	
g	no 	
g	do you have pebbled shore 	
f	mmhmm 	
g	well i want you to draw 	
g	uh i've got pebbled shore and above that i've got coconut palm 	
f	mmhmm 	
g	right 	
g	so imagine you've got a tree there and i want you to draw between where that tree would be where the pebbled shore is so just keep drawing go make your line go down a bit right and just to come to above pebbled shore and just stop the end there 	
g	and then ehm i don't suppose you've got finished marked on your map no 	
g	right 	
g	have you got anything below pebbled shore 	
f	washed stones 	
g	well 	
f	and flagship and bay 	
g	right see wh-- see where the flagship is 	
f	mmhmm 	
g	right 	
g	and see where the pebbled shore is 	
f	mmhmm 	
g	imagine a a triangle with ehm an equilateral triangle with the pebbled shore flagship and finish 	
g	right can you s-- 	
f	mmhmm 	
f	yeah 	
g	sort of see where that is 	
g	right 	
g	imagine the finish is there 	
g	draw roughly down to there 	
f	ehm bypassing pebbled shore 	
g	it would be just just 	
g	near mmhmm 	
g	but you just right near the end of the page 	
f	so i just go down to the right of pebbled shore 	
g	yeah uh-huh 	
f	uh-huh 	
f	and down like 	
g	no no not to the right 	
f	the right as you face the map 	
g	no 	
f	well what side then 	
g	the left 	
g	you've dr-- you've drawn above t-- pebbled shore 	
f	uh-huh 	
g	well just draw in a diagonal to your left 	
f	to the end of the page 	
g	mmhmm 	
g	right quite far down 	
f	and then down 	
g	and then 	
f	but then i've got washed stones there 	
g	well i want you to avoid that 	
f	uh-huh 	
f	so i go underneath the beach the pebbled shore again 	
g	and go 	
g	uh-huh 	
g	no well i don't know 	
g	where's your where's your washed stones 	
f	it's below pebbled shore to the left 	
g	well that's okay 	
g	just draw round it and past it 	
f	to the left yeah 	
g	yeah 	
f	and then that's the finish 	
g	and then the finish is just ehm on a horizontal with the flagship near to the coast about a centimetre away from the coast 	
f	near the coast 	
g	mmhmm 	
f	right there 	
g	okay 	
f	okay 	
g	is that just beside the flagship yeah 	
f	mmhmm 	
g	okay 	
f	i bet they're totally different 	
