Found 2 args.
Observation: q2ec4; Result size: 254; atts: 2
who	$m	
g	right 	
g	at the very top of the page there's a cross 	
f	yep 	
g	do you have a diamond mine just below it 	
f	mmhmm 	
g	about an inch to your right draw a line straight down 	
f	right 	
f	c-- start from the cross yeah 	
g	'til it's abo-- 'til it's an inch below the diamond mine 	
g	right 	
g	do you have a wagon-- 	
f	it's directly down yeah 	
g	yeah 	
g	do you have a a wagon wheel just to the right of the the diamond mine 	
f	mm no i haven't got any wagon wheel 	
g	what's the f-- next thing to its right 	
f	to the right i've got eventually a cactus 	
g	you don't have a rift valley 	
f	oh i've got a rift valley above that 	
g	yeah okay 	
f	y-- you've got the rift valley right up at the top right-hand side 	
g	you're drawing your line down 	
f	mmhmm 	
g	underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page 	
f	towards the right-hand corner 	
g	yeah 	
f	ehm that's going to take me f-- pretty near to the cactus thing so i'm trying to avoid that 	
g	right 	
f	hang on hang on right 	
f	an inch to the right of the diamond mine 	
g	yeah 	
f	yeah and then straight down to an inch below it 	
g	should be now yeah if your line's below the diamond mine you should be okay 	
f	yeah 	
g	and then go st-- straight along to my right which is your right as well go straight along to the right 	
f	okay 	
f	to right to the edge of the page 	
g	no 	
g	to about halfway to page about four inches off before the page 	
f	er right okay 	
f	that takes me to 	
g	then go s-- up to almost the very top of the page 	
f	okay 	
g	right 	
g	and then to your right again 	
f	okay hang on 	
g	well but 	
f	have you got the rift valley there 	
f	'cause i've got the rift valley right up in that r-- top right-hand corner 	
g	yeah 	
g	you're going to actually go through the rift valley 	
g	like the rift valley's like a half moon 	
f	yeah 	
g	you're going to go and you're going to come right through you're going to like intersect right almost at the midpoint of the rift valley 	
f	right 	
f	go through the centre 	
f	i'll just take it up and go through the centre yeah 	
g	yeah 	
g	like right through the sort of midpoint like through the it's like a "u" and you're going right through the midpoint you want to be down into the "u" as though you were going if you know what i mean 	
f	right okay 	
f	erm i'm not that so i should be below there when i'm taking the line up 	
g	yeah below 	
g	and then like into the rift valley 	
f	okay right 	
g	and right through 	
f	i'll have to t-- i'll i'll have to kind of change it slightly 'cause i've taken it on the wrong side of this cactus thing i think i'll just do a slight detour 	
f	right 	
f	and just take it straight through towards the top of the page 	
g	straight through yeah 	
