Found 2 args.
Observation: q4nc5; Result size: 427; atts: 2
who	$m	
g	right 	
g	ah this is the same one i got with lynn we spent ages on it 	
f	oh good stuff 	
g	right 	
g	you haven't had this one have you 	
g	the burnt forest the remote village 	
f	no 	
f	no 	
g	all right okay 	
g	okay then right 	
g	you're at start 	
g	okay 	
g	at the top right-hand 	
f	right okay fine yeah 	
g	okay 	
f	top top left 	
g	uh-huh 	
g	oh i'm sure 	
f	yeah 	
g	oh no i just couldn't do this last time 	
f	top left right where 	
g	right 	
f	ah-- a-- 	
f	i'm sort of up to the to the left of the burnt forest 	
g	uh-huh 	
g	uh-huh that's right 	
f	okay 	
g	right well 	
g	what it is is it's a it's a kind of curved line right but don't draw this i'm just telling you what it is but we just drew a straight line last time it's a curved line from start in this this 	
g	right 	
g	it starts at start 	
g	right 	
g	and it stops just horizontally from ravine but it stops down from start 	
f	mmhmm 	
g	do you know what i mean 	
f	stops horizontally from ravine 	
g	uh-huh 	
g	it's just on line with ravine but it's like just a curvy line and you stop just where you started 	
g	do you know what i mean it doesn't make sense does it 	
f	no 	
g	in fact you just wa-- 	
f	so we're stopping d-- below start 	
g	uh-huh 	
f	and to the to the left of ravine 	
g	uh-huh 	
g	just tell you what draw a straight line 	
g	okay 	
f	to where 	
g	right 	
g	from start down to right vertical 	
f	just straight down 	
g	straight down 	
f	to a-- th-- there's i've got a carpenter's cottage 	
g	you haven't g-- you aren't going through anything are you 	
g	where 	
f	to the left of the ravine 	
f	so i obviously need to miss that on the left-hand side 	
g	uh-huh miss that 	
f	and just come down to level with the ravine 	
g	uh-huh 	
g	okay 	
f	okay right 	
g	and it's a vertical line yeah 	
f	yeah 	
f	mmhmm okay 	
g	yeah right that's good 	
g	and then you you draw horizontally just and stop where the "t" is of forest 	
g	okay 	
f	forest 	
f	oh right okay 	
g	burnt forest 	
f	so okay fine 	
g	okay 	
g	and then 	
f	so i'm level with ravine and coming across to to the "t" of forest 	
g	uh-huh that's right and then 	
f	okay 	
g	you go up 	
f	so i'm going round the top of the ravine 	
g	uh-huh that's right that's good 	
f	okay 	
f	right 	
g	and then horizontal 	
g	have you got a remote village 	
f	no i don't 	
g	oh right 	
f	no 	
g	right that's right i forgot 	
g	right you know where the seagulls are 	
f	yeah 	
g	well just go up and round the ravine in a 	
g	do you know what i mean 	
f	so i'm go-- going a-- across the top of the ravine 	
g	uh-huh 	
f	and down again 	
g	no 	
