Found 2 args.
Observation: q6nc2; Result size: 415; atts: 2
who	$m	
g	right 	
g	start just above a telephone kiosk 	
f	yeah 	
f	the thing the cross that says start yeah 	
g	does it 	
f	uh-huh 	
g	right 	
g	now you go down on the the left-hand side the telephone 	
f	the left-hand side right 	
g	down past the stone circle 	
f	the what 	
g	the stone circle 	
f	i've not got a stone circle 	
f	you got a have you got a broken gate to the right and at the bottom of the telephone kiosk 	
g	yeah 	
g	and underneath right underneath the s-- telephone kiosk at the bottom there's a stone circle 	
f	oh right 	
f	i don't have that 	
f	now 	
f	how f-- roughly how far down is that 	
g	eh say about five centimetres on the map 	
f	right 	
f	so it's about in a l-- in a straight down from telephone kiosk 	
g	yeah 	
f	and about in a line with the the writing of broken gate roughly 	
g	yeah 	
g	the broken gate ends the left-hand side of broken gate is the right-hand side the stone circle 	
f	right 	
g	whe-- whe-- 	
f	and where's the st-- the other side the stone circle eh 	
g	eh the left-hand side of the telephone kiosk 	
f	right 	
f	and the bottom it's just at the writing of broken gate or 	
g	no 	
g	it's it's eh it's about three centimetres down from the broken gate 	
f	right 	
g	which is called farmer's gate 	
f	right 	
f	so i want to go from start to underneath 	
g	underneath the stone circle 	
f	sort of it's directly down from telephone kiosk 	
g	yeah 	
f	right 	
f	right i'm there 	
g	right 	
g	you're underneath it 	
f	uh-huh 	
g	right 	
g	you go up past the end of the stone circle 	
f	eh underneath the broken gate 	
g	no 	
g	you go up past the stone circle 	
g	and around the top of the the farmer's gate the gate 	
f	so i go between the the circle the stone circle and the gate then 	
g	yeah 	
f	so that's quite a small space is it i i presume 	
g	yeah 	
f	right 	
f	and where where should i end up 	
g	just stop above the farmer's gate 	
f	right 	
f	directly above it 	
g	yeah 	
f	right 	
g	you there 	
f	uh-huh straight above it 	
g	right now 	
g	do you have the meadow 	
f	yeah i do 	
f	on the bottom r-- bottom right 	
g	right 	
g	well 	
f	uh-huh 	
g	you just ignore that completely 	
g	right 	
f	uh-huh 	
g	what do well basically you go up sort of a very slight diagonal line until you're above the meadow 	
f	right 	
f	so it's just a sort of very small gradient above the meadow 	
g	yeah 	
f	right 	
g	right 	
g	have you got what have you got the lake 	
f	no 	
g	no 	
f	i'm i'm und-- at the moment i'm underneath overnight accommodation and just almost in the i'm just in the beginning of the meadow 	
g	i don't have that 	
g	i don't have overnight accommodation 	
f	right well 	
f	that's just eh if you take the the left of the meadow and go straight up to eh then the overnight accommodation is straight up from the left of the meadow and it's just slightly above the well it's actually in a line with the start writing 	
f	if you put a wee "x" there for overnight accommodation 	
g	yeah well 	
g	that's that'll be that's probably where you should go then 	
g	if that's overnight accommodation probably want go there 	
f	oh 	
f	wh-- where's your map say to go 	
g	it doesn't say go anywhere it just it turns turns northwards 	
f	oh right i see 	
g	a-- at that point 	
f	so i so it's going to overnight accommodation then 	
g	yeah 	
f	where's it head after that 	
g	right 	
g	well it goes 	
f	i'll just just tell briefly and then i'll go to overnight accommodation we'll start again just sort of point of interest 	
g	it goes up for it goes up for about ten ten or twelve centimetres it skirt-- it goes round the north of the the ruined monastery 	
f	right right well 	
f	i'll i'll move into overnight accommodation 	
