Found 2 args.
Observation: q4ec2; Result size: 213; atts: 2
who	$m	
g	right 	
g	go vertically down until you're underneath eh diamond mine 	
g	then eh go right until you're between springbok --boks and highest viewpoint 	
f	where 	
g	right 	
g	right go right 	
f	don't think i've got that on mine 	
g	ah right 	
f	right directly to your right 	
g	right to your right where what is the next obstacle 	
f	ehm quite far over is overgrown gully 	
g	overgrown what 	
f	right so where you've got highest viewpoint is there anything below that 	
g	ehm no 	
f	well i've got overgrown gully 	
g	ah right overgrown gully 	
g	there's no such thing eh on my map 	
g	ehm the next one you've got to go to can you see springboks on yours 	
f	no 	
f	where's that in relation to highest viewpoint 	
g	it's right next to it virtually 	
f	to its right or left 	
g	to its left 	
f	on the same level as highest viewpoint yeah 	
g	just slightly below it 	
f	okay right 	
g	right n-- 	
g	go along to your right eh from where you last drew eh in a straight line horizontally 	
f	uh-huh 	
g	and then go up between the the two words springboks and highest viewpoint 	
f	uh-huh 	
g	and then ehm once you then go round the top eh go to your right eh horizontally go 	
g	wh-- wh-- where are you at the moment are you just at s-- springboks here 	
f	well where i think that is 	
f	and the highest viewpoint's above where i am just now 	
g	right okay 	
g	right go vertically up then between the the springboks and highest viewpoint 	
f	okay am i meant to be trying to go under highest viewpoint like under 	
g	no no 	
g	you're meant to be going between eh springboks and highest po-- viewpoint 	
f	okay 	
g	and once you get to above highest viewpoint eh you go horizontally 	
f	above highest viewpoint 	
g	yes 	
g	above highest 	
f	uh-huh 	
g	right then go eh uh to your right horizontally 	
g	then eh come once you're once you've eh passed highest viewpoint eh and there's nothing below you a-- eh apart from safari truck 	
g	if you can see that there 	
f	uh-huh 	
g	right go vertically down to just above s-- eh safari truck 	
f	uh-huh 	
g	right now what you want to do is diagonally eh from eh right to left go eh in front of safari truck 	
f	like coming underneath it 	
g	ehm you go up safari no no i don't mean go underneath it 	
g	go like over it as it were 	
f	uh-huh 	
g	eh right so you're actually going from going diagonally eh from right to left above safari tr-- truck 	
f	oh okay 	
