Found 2 args.
Observation: q4nc6; Result size: 377; atts: 2
who	$m	
g	er you've got the start right 	
f	above a camera shop 	
g	you've you've got a camera shop 	
f	right 	
g	you've not got there's a park van parked van just below that 	
g	right 	
g	it's about three or four centimetres down from that 	
f	right okay 	
g	eh what you're going to do is go in between the camera shop and the left-hand side of the page 	
g	right 	
f	uh-huh 	
g	see how there's about a centimetre 	
f	yeah 	
g	you go from the start sort of do a curve to get back onto the line and go down due south for bddllpp eh 	
f	right 	
f	just missing the camera shop 	
g	just missing the camera shop yeah 	
f	right 	
f	is there allotments 	
g	down to where's the allotments 	
g	yes there is 	
g	oh you go down about double the length of that 	
g	see between the start and the allotments 	
f	uh-huh 	
g	do the same distance again between that in fact a wee bit more i'd say about twelve thirteen centimetres down to the bottom 	
f	down 	
g	right 	
f	right okay 	
g	so you should be about a centimetre away from the left-hand side of the page and about two s-- two or three centimetres above the bottom 	
f	the bottom of the page 	
g	right 	
f	oh wait a minute wh-- fr-- how many centimetres from the w-- 	
g	about one centimetre from the left-hand side of the page 	
f	oh right 	
f	well so going back a bit 	
g	yeah 	
f	right okay then i know right i know what i'm doing now 	
g	uh-huh uh-huh right 	
g	okay 	
f	right okay 	
g	you've just g-- really got a straight line down from the start missing the camera shop 	
f	right aye right i've got it 	
g	okay eh now i've got a parked van here so i'm just trying to go round it you're sort of doing a "u" shape back round past where my parked van is so just go east for about four five centimetres 	
f	right okay 	
g	right 	
g	so you're going aiming towards the yacht club but you're going nowhere near as far as that 	
g	right 	
f	right 	
f	so i'm just like below the allotments just now 	
g	below it not as far along as that 	
g	are you at whereabouts what letter are you under in the allotments 	
f	oh right 	
f	no i'm no i'm just actually 	
g	all right 	
f	just before it i'm not actually touched the allotments yet 	
g	all right that's good that's good 	
g	because what you're doing is you're going up the side of the allotments 	
f	right okay i'm just 	
g	so you're doing you're continuing that "u" shape from where you were at the start you're sort of going back up heading north towards the side of the allotments 	
g	right 	
f	right 	
g	see the wee black house at the left-hand side of the allotments 	
f	am i just going straight up 	
g	yes straight up f-- from there right 	
f	right 	
f	is that all right 	
f	right okay right 	
g	right so you're at the s-- you're at the 	
f	i'm at the wee black house now at the left of the allotments 	
g	at the wee black house that's brilliant that's brilliant 	
f	right 	
g	so have you got a sort of "u"-shaped a sort of half "u" shape 	
f	yeah 	
g	right that's okay that's fine 	
f	okay 	
g	right this is where it gets difficult 	
g	eh 	
f	right 	
g	'cause you're aiming into the middle of nowhere there's about 	
g	i've got a yacht club right 	
g	at the bottom right-hand side 	
f	ehm 	
f	uh-huh right 	
g	right 	
g	see if you forget about the line for a minute if you pick a point about sssh 	
g	see the edge of the left-hand yacht right 	
f	uh-huh 	
g	the bottom edge of it the corner 	
f	right 	
g	if you aim above that for about six centimetres right 	
f	right 	
g	a point up there 	
f	uh-huh 	
g	if you can draw a diagonal line from the wee black house in the allotments up to the top up to the where that point is about six centimetres 	
f	a-- have you got a flight museum 	
g	i've not no 	
g	have you got a flight museum in the middle somewhere 	
f	right 	
f	ehm 	
g	see what you're 	
f	right 	
f	i've got a flight 	
f	right 	
f	if i go up from the bottom left-hand corner of this yacht if i go up about six centimetres 	
g	right 	
f	i'm just like about one centimetre from this to the left of this eh to the right of this flight museum 	
g	one centimetre to the right o-- 	
f	but i suppose ehm i suppose if i draw a line from that wee house it might just miss the flight museum 	
g	i think that's o-- pff 	
g	right well what you're doing is you're drawing a line it's not exactly eh east right it's sort of between two and three o'clock it's very very gradual incline up for about fourteen centimetres twelve 	
f	right i n-- i know what i know what what you're doing 	
g	see what i'm 	
g	doing i'm going up on a 	
f	yeah 	
f	right okay 	
f	i-- uh it's just at the bottom of my flight museum 	
g	c-- aye 	
g	it's sort of between two and three o'clock 	
f	aye that's 	
g	right 	
f	alright i know where you are 	
g	its at the bottom of your flight museum 	
f	uh-huh it's the bottom of my flight museum 	
g	so you should be eh you sh-- 	
f	and have you got a telephone box further up 	
g	i've got it aye that's a way up at the uh-huh 	
f	ah i'm just like underneath the telephone box about like about fif-- fourteen centimetres away from the telephone box 	
g	are you directly underneath that are you as far 	
f	it's 	
f	no no i'm underneath ah well i'm about nearly underneath the "t" 	
g	a wee bit aye 	
g	right that's fine that's fine 	
f	right is that where i should be 	
g	that's great actually that's exactly it 	
f	right okay 	
g	right 	
g	you've got a disused monastery 	
f	uh-huh 	
g	haven't you 	
g	see from where you are just now under the "t" away down a wee bit fifteen centimetres down 	
f	uh-huh 	
g	you're going up and you're just doing a wee hill over the monastery from the right of the monastery t-- over to the left 	
g	right 	
g	you're just doing a big bump right over it 	
g	do you see what i mean 	
f	right so i i i go up do i go up straight first 	
g	go up just well y-- any way you want really 	
g	this d-- this sort of does a curve just over the top of the monastery going from right to left 	
f	right okay 	
f	right over the top of it 	
g	okay 	
g	and you're going down to just to the bottom left-hand side to the mona-- the disused monastery 	
f	there's there's this wee black box just there 	
g	right uh-huh 	
g	you're just going just a wee bit below that 	
f	okay 	
g	right 	
f	right 	
g	eh now you've got a have you got an alpine garden 	
f	uh-huh 	
g	you have right 	
g	all you're doing is you're sort of doing see that wee f-- f-- bump you've got over the monastery at the moment 	
f	yeah 	
g	you're sort of doing that in reverse and going up towards the alpine garden so you do the bump in reverse and end up just going straight north up the left-hand side of the alpine garden 	
g	do you see what i mean 	
g	so that if you turned the sheet on its side it'd be a big "s" 	
f	right 	
f	right okay 	
g	right 	
f	but i've g-- have you got a west lake 	
g	eh i've not no 	
g	have you got a west lake in the middle somewhere 	
f	yeah 	
f	but i've missed the west lake 	
g	oh you aye 	
g	draw round it 	
f	don't suppose i'll go through it 	
g	oh score it out somewhere 	
f	right okay right right i know what i know what i'm doing 	
g	eh so you're 	
g	right 	
g	so you're going up so you go up to the alpine garden you're just going sort of straight north to the 	
f	and now a bit of i've a a couple of centimetres from the left-hand side of the page 	
g	yes that's right 	
f	right okay 	
g	that's exactly y-- have you got a picket fence at the top 	
f	uh-huh 	
g	you're sort of under the "n" or "c" or something of the picket fence but you're about f-- about ten centimetres down well 	
f	yeah now that's 	
g	you're just at the top left of the alpine garden 	
f	that's right 	
g	right 	
f	right i'm at the top left of the alpine garden 	
g	have you got a youth hostel which is 	
f	no 	
g	no you've not 	
f	i've got a parked van away up the top 	
f	i've just noticed that there 	
g	aye the parked the parked van's got nothing 	
f	oh god it's moved 	
g	aye 	
g	he doesn't he doesn't go anywhere 	
f	right 	
g	your yacht club should be nothing as well at the moment 	
g	that should be in the middle of nowhere 	
f	right okay 	
g	eh you've got the alpine garden at the top le-- eh you're at the top left of the alpine garden right 	
f	right that's me 	
g	you're under "n" or "c" or something like that of picket fence 	
f	uh-huh 	
f	right 	
g	eh what you're doing now is you're going along to the right just above the top of the alpine garden whatever those if that's weeds or something eh you're going along for two to three centimetres 	
g	okay 	
f	right so i'm going to the right of the alpine garden a-- the top of it 	
g	uh-huh to the right uh-huh 	
g	the top just straight across right 	
f	right okay 	
g	and you should be above the "d" end above the "d" of garden but you're un-- on top of the you know 	
f	right that's me 	
g	right 	
g	and then you're j-- going just due north for three c-- another three or four centimetres 	
g	right 	
f	right 	
f	eh have you got a level crossing to the right 	
g	okay 	
g	have i got ah no i haven't no 	
f	i just wondered if i was 	
g	have you have you got a thatched 	
g	no you've not i'd had this out with neil a thatched mud hut 	
g	you've not got that no 	
f	no 	
g	eh you've got the park-- 	
f	right i've gone up about three centimetres 	
g	right 	
g	so you should be sort of halfway between your alpine garden and your parked van really if you know what i mean 	
f	ah right okay i'll go up a wee bit 	
g	right is that right round about there 	
f	i'll go up a wee bit further 	
f	right okay that's about it 	
g	eh 	
f	right 	
g	then you're going now where are you you've just gone north haven't you 	
f	i've just gone north up towards the parked van 	
g	right okay 	
g	eh now go right for about two centimetres 	
g	okay 	
f	right okay 	
g	just a straight line right for two centimetres 	
f	so have you got this parked van 	
g	yeah 	
g	you should be under the let-- under the letter "v" i think round about "v" 	
f	what wh-- what l-- letter 	
f	right okay that's me 	
g	right okay so you're about two to three centimetres below the parked van at the moment 	
f	uh-huh that's me 	
g	just right right 	
g	you've got that point there now you've got your telephone box right 	
f	aye 	
g	see the letter "t" 	
f	uh-huh 	
g	draw a line from where you are at the moment diagonally right down it's a southeast 	
f	uh-huh 	
g	it's a big massive diagonal line it's about fifteen centimetres long or something like that 	
f	right down to the b-- 	
g	right down to the letter "t" right down to the bottom 	
f	t-- to the top of it 	
f	or the bottom of it right okay 	
g	to the bottom of it sorry 	
g	just underneath the letter "t" 	
g	okay 	
f	right that's me 	
g	right 	
g	and then all you 	
f	this looks quite nice 	
g	fra-- frame it and 	
f	sorry 	
f	i'm quite pleased 	
g	oh you should have seen neil's we had to start all over again you know 	
f	had to do that with dawn anyway 	
f	right 	
g	eh 	
f	we're at the bottom of the "t" 	
g	we're underneath the letter "t" at the moment 	
g	go along just sort of underline telephone box just a t-- a fraction underneath telephone underline it right to the letter "x" 	
f	right 	
g	right 	
f	right okay 	
g	and you just go to the edge of the letter "x" 	
g	right 	
f	right 	
g	you're on the right-hand side of it 	
f	uh-huh 	
g	then all you're doing is going up for about another three centimetres to just just above the top of the telephone box 	
f	right 	
g	about half a centimetre above the top of the telephone box 	
g	okay 	
f	right 	
g	now this is where you've not got a thatched mud hut 	
f	oh 	
g	eh you've got an east lake haven't you 	
f	aye 	
g	right uh-huh 	
f	away at the top 	
f	of the page yeah 	
g	eh well what you're wanting to do is you see the bottom of the east lake the the line that's going down sort of diagonally sort of 	
f	uh-huh 	
f	the bottom right-hand corner 	
g	uh-huh 	
g	well you're wanting see the "k" of lake 	
f	uh-huh 	
g	you're wanting to end up just about half a centimetre away from the bottom of the lake itself but underneath the letter "k" 	
g	right 	
f	right okay 	
g	but don't draw a straight diagonal line 	
g	okay 	
g	because you want to from where you are just now you're above the telephone box that right 	
f	right 	
f	uh-huh i'm above the telephone box 	
g	you're wanting to sort of go it's a sort of curve aiming to the left and then going straight north 	
g	do you know what i mean it's like th-- the left-hand side of a "u" or something like that right 	
f	right 	
g	you're at the bottom of 	
f	have y-- have you got this le-- 	
f	oh you've not got this level crossing on have you 	
g	i've not got a level crossing no 	
f	right okay 	
f	so whe-- whereabouts is this mud m-- m-- m-- this thatched mud hut 	
g	eh so you're 	
g	mu-- thatched mud hut it's directly above the telephone box at the moment 	
g	so that's what you're trying to avoid if you can imagine a thatched mud hut sort of halfway between the telephone box and the bottom right-hand corner of the east lake 	
g	right you're sort of going left 	
f	right 	
f	so i'm wanting to go left 	
g	and then north up to just below the "k" but on the don't go into the lake just stay outside it 	
f	right okay 	
f	i kind of right i see that's that there right 	
g	right 	
g	do you sort of see where i'm going 	
f	i know you're going 	
g	so you should have a sort of a "u" shape there 	
f	but i've got this stupid level crossing 	
g	oh forget it oh you can go-- you can walk across that 	
f	right i'll just go up this side of it right 	
f	i think i've missed it 	
g	right 	
g	right okay 	
f	right 	
g	and then you're so you're just underneath the bottom 	
f	i'm about ha-- i'm about ya-- under the "k" 	
g	right that's right 	
f	i'm not in the lake though 	
g	that's right 	
g	just you know the bottom of the lake it's sort of going diagonally 	
f	uh-huh 	
g	follow that the bottom of the lake right up keep about half a centimetre away from it and follow it up to the left 	
g	right 	
