Found 2 args.
Observation: q8nc7; Result size: 189; atts: 2
who	$m	
g	the start 	
g	have you got an extinct volcano 	
f	yeah 	
f	it's just at the top of it 	
g	right okay 	
f	okay 	
g	you go ehm down the left-hand side of the extinct volcano 'til you're about a centimetre below it and then you go along the bottom of the page 	
g	have you got a tribal settlement 	
f	right 	
f	go down down the left-hand side of the extinct v-- volcano 	
g	uh-huh 	
f	right 	
f	along and down 'til i'm about a centimetre below it 	
g	uh-huh 	
f	that's about just down from the "e" down and along from the "e" 	
g	just 	
g	uh-huh that's right 	
f	okay 	
g	and then 	
g	do you have a tribal settlement 	
f	no 	
g	well go along the bottom of the page and 	
f	to the left 	
g	uh-huh sorry to the left 	
g	until you're a couple of centimetres in from the left-hand side of the page 	
f	okay 	
g	and a couple in from the bottom of the page 	
g	right 	
f	okay right right 	
g	and then 	
g	have you got a rope bridge 	
f	yeah 	
g	well go straight up until you're to just to the le-- left of the rope bridge and then go across it from left to right 	
f	okay 	
g	okay 	
g	when you get to the other side of the rope bridge go down about a centimetre immediately 	
f	okay 	
g	okay 	
g	or a couple of centimetres 	
f	is that the machete there 	
g	aye well yeah that's right 	
f	have you got a machete 	
g	i haven't got that 	
g	so avoid the machete i suppose you must go under it 	
f	right okay 	
g	okay so you go you go down probably a couple of centimetres after you get to the other side of the rope bridge 	
f	uh-huh 	
g	and then you go along to the right 	
f	right 	
g	until you're just above the start again 	
f	okay right got you 	
g	okay 	
g	have you got a collapsed shelter 	
f	yes 	
g	oh go up past that to the left of it 	
f	uh-huh 	
g	just go straight past it 	
g	do you have a saxon barn 	
f	yes to the 	
g	well go s-- eh sort of up past the collapsed shelter and straight up until you're a-- about a centimetre above the level of the top of the saxon barn but above the collapsed shelter if you see what i mean 	
f	about 	
f	okay 	
f	directly up 	
g	uh-huh straight up 	
f	right okay 	
g	without going left or right 	
f	have you not got a crevasse there no 	
g	eh no 	
f	no so it's a centimetre above the saxon barn 	
g	uh-huh 	
g	but you're not anywhere near it you're above the collapsed shelter 	
f	yeah 	
f	i'm right to the right of it yeah 	
g	okay 	
g	right 	
g	so you must have the crevasse beside the saxon barn 	
g	go over the top of the crevasse then 	
f	okay 	
f	left 	
g	uh-huh 	
g	go left and then down the left-hand the right-hand side of the saxon barn 	
f	oh 	
g	and under the saxon barn 	
f	okay 	
g	until you're to the bottom left-hand side of it 	
f	okay got you 	
g	okay 	
f	uh-huh 	
g	then when you get there go down ehm a couple of centi-- go down about an inch a couple of centime-- centimetres 	
f	mmhmm 	
g	and i've got pelicans at this point 	
g	right 	
f	mmhmm 	
g	so go down a couple of centimetres when you're at the bottom left-hand side of the saxon barn 	
f	saxon barn 	
f	right 	
g	and then go along a couple of centimetres 	
f	to the left yeah 	
g	to the left 	
g	until you're a coup-- mm about a centimetre and a half in from the side of the page 	
g	and then go up again straight up until you're about level with saxon barn 	
f	okay 	
g	oh oh 	
f	which is it the top bottom of it which part 	
g	the top 	
f	okay 	
g	okay 	
f	right 	
g	right 	
g	have you got a white mountain 	
f	yes 	
g	go up towards that and along the side of it to the l-- along the left-hand side of it 'til you get to the top 	
f	okay 	
g	just to the left of the top 	
f	right 	
g	okay 	
g	have you got a golden beach 	
f	yes uh-huh 	
g	well go straight up from the top of the white mountain 'til you're just beside the golden beach to the right of it 	
f	right 	
f	you want me to go dilect-- directly right 	
g	no 	
g	directly up 	
f	but golden beach is away in the far right 	
g	ah right 	
f	have you got your 	
g	i've got two golden beaches 	
f	ah 	
g	sorry so there's the one above the white mountain as well to the left of it for me 	
f	is there 	
f	yeah there's nothing nothing there 	
g	right okay 	
g	well 	
g	are you at the top of the white mountain 	
f	yeah 	
f	i'm just top and to the left of it 	
g	that's fine 	
g	go s-- go straight up about three or four centimetres 	
f	okay 	
g	right 	
g	and then do a sharp turn to the right towards the slate mountain 	
f	uh-huh 	
g	have you got that 	
f	yeah 	
f	do you want me to just put below the slate mountain 	
g	ah 	
g	just to the left of it 	
f	right just below and to the left okay 	
g	okay 	
f	right i'm there 	
g	and then do a circle right round the slate mountain 'til you come back to the ehm bottom left-hand side of it again 	
f	so you want to go d-- i'm going round anticlockwise yeah 	
g	all the way round it 	
g	uh-huh 	
g	um no 	
g	clockwise sorry 	
f	so i just go up and round 	
g	right you start off sort of 	
f	going up and round 	
g	just to the left of it 	
g	right 	
g	and then you go up the side of it 	
f	uh-huh 	
g	over the summit down the right-hand side of it and underneath it 	
f	right 	
f	uh-huh 	
f	okay 	
g	okay 	
f	back just about back to where i started near enough 	
g	that's right 	
g	just back to the b-- bottom left-hand side of the slate mountain 	
f	okay 	
f	okay 	
g	okay 	
g	have you got a secret valley 	
f	yeah 	
f	yes 	
g	right well 	
g	you're at the bottom left-hand side of the slate mountain right 	
f	uh-huh 	
g	go straight down past the left-hand side of the secret valley until you're at the bottom left-hand side of that 	
f	okay 	
g	okay 	
f	got you 	
g	and then go underneath it 'til you're at the bottom right-hand side of it 	
f	okay 	
g	and that's the finish 	
f	okay 	
g	okay 	
