Found 2 args.
Observation: q3ec2; Result size: 89; atts: 2
who	$m	
f	yeah 	
g	right have you got a starting point at 	
g	this ke-- this is kenneth 	
g	have you got a starting point at the top left of your map corner 	
g	right 	
g	eh could you move about due south from that starting point about eh four inches 	
f	right 	
g	could could you move to the right of the point you're at now by three inches 	
f	right 	
g	could you move up three inches 	
f	three inches 	
g	mmhmm 	
f	okay 	
g	could you move to your right again approximately five inches 	
f	right 	
g	could you 	
f	okay 	
g	right right right 	
g	i d-- think i know where you are 	
g	right 	
g	could you move down from the point you're at by about eh three inches 	
f	okay 	
g	could you go to your right another three inches 	
f	eh well no a bit off the edge of the page 	
g	right 	
g	well whatever you can manage 	
f	okay 	
g	ehm could you move down from that point about three inches 	
f	right 	
g	could you move back from that point eh another three inches 	
f	that's left 	
g	that's left 	
g	it's away from the edge of the paper 	
f	mm okay 	
g	right eh 	
g	could you move 	
g	oh 	
g	could you move down from that point one inch 	
f	right 	
g	could you move back across to the edge of the paper again 	
f	right the way across 	
g	another three inches right again 	
g	yeah 	
f	okay 	
g	can you move down eh three inches 	
g	could you move to your left ah approximately six inches 	
f	am i allowed to say if i'm going to go into one of these obstacles 	
f	it's got right in the middle of the water 	
f	six inches 	
g	mmhmm 	
f	right 	
f	okay 	
g	could you move 	
g	you're going to be in the middle of the water 	
f	but i'm not any more i've fixed it 	
g	right eh 	
g	could you move down approximately three inches 	
f	okay 	
g	could you move to your left approximately three inches 	
f	right 	
g	could you move diagonally down and to your left 	
f	mmhmm 	
g	approximately four inches 	
f	okay 	
g	could you move down from that point two inches 	
f	right 	
g	could you move left from that point approximately three inches 	
f	no i'll be off the edge of the page again 	
g	well to the edge of 	
f	i'll go as far as i can 	
g	the paper go as far as you can 	
f	right okay 	
g	could you move down from that point another three inches 	
f	okay 	
g	and could you finally move to your right two inches 	
g	and that should be the finish point 	
g	that should be the finish point 	
f	well what's the finish point 	
g	i don't know but that's where it i've got a i've got a cro-- 	
f	is it just got 	
g	i've got a cross on my map here down near the it's down near the 	
f	bottom left of the page 	
g	bottom left of the page 	
f	yeah 	
g	have you got a tree there 	
f	i'm at a chestnut tree 	
g	you're at a chestnut tree 	
g	right is that it 	
f	is that all we have to do 	
