Found 2 args.
Observation: q1nc3; Result size: 404; atts: 2
who	$m	
f	right 	
g	right 	
g	well the start is 	
f	i know the start it's marked down here 	
g	ah is it the same 	
f	mmhmm right 	
f	the diamond mine 	
g	mmhmm 	
f	right 	
g	so you're going vertically downwards about 	
f	well 	
f	where are we going to first 	
g	eh 	
f	where are we going 	
g	where are we finishing 	
f	no 	
f	where where have we to go by 	
f	i mean is have you got have you got a walled city 	
g	uh-huh 	
g	a walk city 	
f	a walled city 	
g	yes 	
g	but it's further down the page 	
f	ehm have you got a desert have you got a desert on the right-hand side 	
g	uh-huh 	
g	there's a desert 	
f	the left-hand side i mean 	
g	on the left-hand side uh-huh 	
f	uh-huh 	
f	underneath the diamond mine 	
g	underneath 	
g	to the left 	
f	uh-huh 	
f	so do you go by a desert 	
g	no 	
f	like 	
f	which side do you go round 	
g	you're going vertically downwards past the diamond mine 	
f	straight down 	
g	you know just c-- you're curving just curving round the diamond 	
f	uh-huh 	
g	mine uh-huh 	
f	uh-huh 	
f	curve round 	
f	to your right 	
g	uh-huh 	
f	right right underneath the diamond mine 	
f	where do i stop 	
g	well do 	
g	have you got a graveyard sort of in the middle of the page on a level to the c-- er diamond mine 	
f	no 	
f	i've got a fast running creek 	
g	a fast flowing river eh 	
f	no 	
f	where's that 	
f	mmhmm eh 	
f	canoes 	
g	where is that 	
f	eh the fast running creek is at the top right-hand side of the page beside diamond mine 	
f	no 	
g	the diamond mine is that on the right-hand side of your page 	
f	it's the left-hand side 	
g	ah 	
g	the fast flowing river is at the top 	
f	right 	
g	right that's i've got that 	
f	underneath that's canoes 	
f	no 	
f	have you got an apache camp 	
g	ehm i've got uh-huh 	
g	carved wooden pole 	
f	yeah 	
f	no i don't have that 	
g	er that's the s-- that's the apache camp 	
g	ss 	
f	right so w-- anyway so at the diamond mine right 	
g	mmhmm 	
f	and i have to curve underneath 	
f	start go down come underneath the diamond mine 	
g	curve underneath 	
g	have you got s-- see between the fast flowing river and the diamond mine have you got anything 	
f	nope 	
g	right so 	
f	got canoes 	
g	i've got a graveyard there 	
f	right i see 	
f	whereabouts is that 	
g	eh really just right in the middle of the two the fast flowing mine fast flowing river and the diamond mine 	
f	s-- right 	
f	so where've i to go have i to go round that graveyard or something 	
g	uh-huh 	
g	you've to miss the graveyard so if you 	
g	right you've curved round right 	
f	i've g-- right i mean that i i'm still at diamond mine so i'm not sure where to go 	
g	mmhmm 	
g	so 	
g	if you go o-- 	
g	well just start slightly going up the way 	
f	mmhmm 	
