Found 2 args.
Observation: q2ec2; Result size: 134; atts: 2
who	$m	
g	erm we're start oop-- starting down 	
g	that's the end of that 	
g	erm starting above the telephone kiosk 	
f	uh-huh 	
g	and we're going on the let's see left-hand side of that as i'm looking at it and come directly down 	
f	uh-huh 	
g	below the stone circle and we come up 	
f	i don't have a stone circle 	
g	you don't have a stone circle 	
f	no 	
g	ah 	
g	right okay 	
g	if you come down almost to the bottom of the map that i've got 	
f	uh-huh 	
f	to to the left of the telephone kiosk 	
g	yes 	
g	to my what was my left as i'm looking at it here 	
f	right 	
f	okay 	
g	erm and come directly down 	
f	yeah 	
g	and almost to the bottom 	
f	uh-huh 	
g	and then come across 	
g	hmm 	
g	do you have a farmer's gate 	
f	no 	
f	i have a broken gate 	
g	ah right okay 	
g	erm come across as far as that but still at the bottom 	
f	yeah i've got it 	
g	and then head up towards the left-hand side of the gate 	
f	right 	
f	i've gone a bit too far then 	
f	okay 	
g	right 	
g	come across a-- th-- come round and across the top of the gate 	
f	yeah 	
g	erm and walk above steadily or gradually heading upwards but only slightly up to above the meadow if you've got that 	
f	yeah 	
f	but the meadow's below my broken gate 	
g	right yes 	
g	but come over the broken gate and then head over towards that 	
f	that's it 	
f	yeah 	
g	erm once you're above that head upwards to the right-hand side of the ruined monastery if you've got that 	
f	that's m-- away up 	
g	mmhmm 	
g	head up to the right-hand side of that but avoiding the the dead tree 	
f	yeah w-- 	
f	have you got a 	
g	if you'll erm come above that over towards the left-hand side 	
f	right 	
f	yeah 	
g	round down towards the top of the west lake 	
f	i don't have a west lake 	
g	you don't have a west lake at all 	
f	no 	
f	i've got i've got an east lake but i haven't got a west lake 	
g	oh 	
f	have you got a stile 	
g	i've got a stile yes 	
f	is it anywhere near that 	
g	it's j-- it's directly below that 	
f	uh-huh 	
g	erm if you come d-- just loop down below the stile and round to the left-hand side 	
f	right 	
g	then come up across it to the far side of the the drawing of the stile or the stile erm head upwards erm on the map it's maybe about an inch 	
f	yeah 	
g	if i'm allowed to use that 	
g	erm and then head diagonally down towards the bottom of the dead tree 	
f	i have don't have a dead tree i have a dutch elm 	
g	erm it whereabouts is that is that on 	
f	it's r-- far eh way over on the right-hand side about just up from the middle of the map 	
g	right okay well that i well i assume that's the same thing 	
f	is it about right 	
f	have you got a popular tourist spot 	
g	erm no i haven't 	
f	'cause at the moment if i head diagonally i i bump into the popular tourist spot 	
g	i've got 	
g	oh 	
g	i've got a great viewpoint eh above the tree eh just below the east lake 	
f	oh no 	
f	i've got a rocket launch just b-- just below the east lake 	
g	erm well 	
f	are we heading towards the dutch elm then 	
g	i would say so yes 	
f	yeah okay right i suppose that 	
g	and head down below that 	
f	right okay right 	
g	now loop round that on the right-hand side 	
f	yeah got it 	
g	and come over gradually to the far to the left-hand side of the tree 	
f	yeah 	
g	sloping slightly upwards 	
f	yeah got it 	
g	and then come round 	
g	well i've got a great viewpoint here just below the east lake 	
f	oh i've got a great viewpoint right in the top left-hand corner 	
g	i've got that as well 	
f	ah okay 	
g	so like 	
g	erm what have you got underneath the east lake 	
f	rocket launch 	
g	well i think we'll need to ass-- assume that's 	
f	yeah 	
g	to be avoided anyway 	
g	so if you come round to the right-hand side of that and head upwards towards the east lake 	
f	yeah 	
f	so i just come round on top of the dutch elm 	
g	right 	
g	you're above the e-- the elm 	
f	on the left-hand side 	
g	on the left-hand side if you head directly upwards towards the east lake on the right-hand side 	
f	okay 	
g	oh oh it's on the right-hand side of my great viewpoint 	
f	okay yeah 	
g	right eh 	
g	go almost to the edge of the lake 	
f	yeah 	
g	and then head eh left 	
f	right 	
f	so i'm i'm i'm g-- like on the bank on the bank of the east lake 	
g	uh 	
g	yeah 	
g	maybe slight-- just slightly back from it but above what i've got as a great viewpoint 	
f	okay 	
f	yeah 	
g	and that's my the finish 	
f	that's it 	
g	yep yep 	
f	right 	
f	so what-- what would we end just underneath the east lake do we 	
f	right 	
