Found 2 args.
Observation: q1ec8; Result size: 155; atts: 2
who	$m	
g	right starts above the stony desert 	
f	alright okay 	
g	right 	
g	now 	
g	turn to the west 	
f	mmhmm 	
g	er go forward and then kind of down south 	
f	west and then down south 	
g	mmhmm 	
g	until you're like at the bottom of the kind of level with the bottom of the desert 	
f	the map 	
f	all right 	
g	right 	
g	then travel west again 	
f	mmhmm 	
g	right to the very end of paper 	
f	the very end of the map 	
g	map right 	
f	mmhmm 	
g	and then up north 	
f	mmhmm 	
g	now 	
g	have you got anything down that side 	
f	not in that corner 	
g	no well 	
g	have you got a collapsed shelter 	
f	fssss over a bit 	
g	right 	
g	go straight up north 	
f	mmhmm 	
g	until you get to a kind of level above the shelter 	
f	alright 	
g	and turn east to r-- and travel right along 	
f	alright 	
g	past the shel-- the shelter that's over the top 	
f	uh-huh 	
g	right 	
g	then south 	
f	then south 	
g	just to below the shelter below the level of the shelter 	
f	right 	
g	in a kind of east 	
g	and have you got a savannah 	
f	mmhmm 	
g	there's a savannah 	
g	right 	
g	you want to travel east until you get to before the savannah 	
f	mmhmm 	
g	then tau-- turn north up 	
f	mmhmm 	
g	don't go round about it just go up before it 	
f	mmhmm 	
g	right 	
g	on my map there's a slate mountain 	
g	you're traveling north 	
f	i'm going north 	
g	right now 	
g	have you got the hot wells 	
f	they're over a bit 	
g	or hot springs 	
f	they're over to the west a bit 	
g	right 	
g	travel straight up north 'til you get just above the hot wells make sure you've cleared the the height of it 	
f	right 	
g	and turn to your the west 	
f	right 	
f	so i'm going above them 	
g	until you get to the hot wells 	
f	right 	
g	no don't go over the top of them 	
f	right i'll go up to them 	
g	alright now 	
g	and come down below them 	
f	underneath them 	
g	mmhmm 	
g	until you just get past them 	
g	then come down to them south 	
f	south 	
g	just a a couple of inches 	
g	and then west 	
f	mmhmm 	
f	underneath the elephants 	
g	mmhmm 	
g	and then north 	
g	now 	
g	have you got big white mountain 	
f	mmhmm 	
f	it's up a bit 	
g	right 	
g	you want to go right up north 	
f	mmhmm 	
g	past it 	
f	past the top of it 	
g	right up above it 	
f	right 	
g	right 	
g	have you got the lake 	
f	no 	
g	mm-mm 	
f	to the f-- no 	
g	the roman baths 	
f	no 	
g	hmm antelopes 	
f	mm they're over to the east of the mountain 	
g	right 	
g	you want to go 	
g	sure you don't have a lake 	
f	no beside this no 	
g	no but right the way over 	
f	right over to the east again 	
g	aye right 	
g	go up to about the l-- the level with the bottom of the lake 	
f	level with the bottom of the lake 	
g	straight north to up to the l-- level with the bottom of the lake 	
f	alright 	
g	and then east 'til you get to the front of the lake 	
f	i'm go-- i'm going to hit the round rocks 	
f	no 	
g	no 	
f	right 	
g	and you want to go right round about the lake 	
f	up above it 	
g	mmhmm 	
g	and come back round on yourself 'til you get to 	
f	something like circle right round it 	
g	mmhmm right 	
g	got your antelopes 	
f	uh-huh 	
g	right 	
g	just go round enough so you're like in a above them 	
f	right 	
f	up so i'm sitting just above the antelopes 	
g	no 	
g	the height above them but just below the lake but above the antelope 	
f	right 	
g	right 	
g	should be a roman baths below the lake 	
f	well i havenae 	
g	well 	
g	on mines there is 	
g	and you come between the lake and the roman baths so you'll have to avoid them 	
f	right okay 	
g	and you want to come south and round the antelopes 	
f	to the east or the west 	
g	to the west of the antelopes 	
f	right 	
g	ehm and go right underneath them 	
f	mmhmm 	
g	then travel to the east just past the antelopes 	
f	mmhmm 	
g	that's it finished 	
f	just past the antelopes it's finished 	
g	mmhmm 	
f	okay 	
g	that's it 	
