Found 2 args.
Observation: q2nc3; Result size: 319; atts: 2
who	$m	
g	right neil erm at the bottom 	
g	right-hand corner of your map do you have a missionary camp 	
f	yeah 	
g	about half an inch above it we've got an "x" marking start 	
g	have you got that 	
f	yes 	
f	yes 	
g	right 	
g	erm now i want you to take a route about one inch directly west 	
g	if the top of the page is north and the left-hand side of the page is west 	
g	i want you to go about one inch west 	
f	okay 	
g	now eh 	
g	we're heading about two inches southwest 	
g	eh which should leave you t-- at the bottom left-hand corner of the missionary camp about an inch diagonally away from it 	
f	right 	
f	got you 	
g	and then ab-- about an inch from the bottom of the page as well 	
f	sure okay 	
g	now on your map on the left-hand bottom corner do you have a bunch of rather nasty looking gorillas 	
f	no i don't 	
g	well i do and i think it's something we might want to avoid 	
f	right 	
g	right so erm 	
g	my route tells me to go on a slightly dipping downwards line west but don't draw it yet 'til i give you the exact instructions 	
f	okay 	
g	this line is dipping slightly down and to the left keeping about well you'd be better to go to within about half an inch of the bottom of the page so at the bottom left-hand corner you should be about an inch from both the left-hand side and the bottom of the page a-- a half an inch from the a-- 	
g	sorry i'll start that again 	
g	should be an inch from the left-hand side of the page and half an inch from the bottom side of the page at the bottom left-hand corner 	
g	okay 	
f	is this avoiding the banana tree 	
g	avoiding no 	
g	avoiding gorillas 	
g	have you got banana tree 	
f	i've got a banana tree 	
f	but it's probably in much the same place 	
g	yeah 	
f	right 	
f	i'll just go to where you say it avoids the banana tree anyway 	
g	right okay 	
g	so you're heading s-- s-- west but slightly southerly 	
f	yeah 	
g	right 	
g	stop about an inch from the left-hand side of the page 	
f	yeah 	
g	should be at a point about half an inch off the bottom of the page now 	
f	yeah 	
g	right 	
g	now i think we should eh read the banana tree as where the gorillas live so 	
f	right 	
g	erm avoiding the banana tree i suppose 	
g	erm go about 	
f	yeah 	
g	well hang on 	
g	have you got a rope bridge on your map 	
f	yeah i do 	
g	right okay 	
g	draw a line straight up horizontally level with the rope bridge 	
f	okay 	
g	eh go across the rope bridge and just stop at the end of it 	
f	right 	
g	go directly down half an inch 	
f	right 	
g	go to 	
g	have you got a waterfall on your map at the right-hand side 	
f	i do yeah 	
f	yeah 	
g	right 	
g	go to the right and slightly upwards about half a centimetre upwards and about five centimetres to the right just beside the waterfall 	
f	okay 	
g	so have you got a cloud at your waterfall 	
f	eh s-- 	
g	like a sort of steam you know vapour 	
f	yeah uh-huh 	
g	right well you should be at a point horizontally level and to the left of that cloud 	
f	yeah 	
g	right head s-- s-- have you got anything between the waterfall and the lost steps 	
f	no sod all 	
g	right 	
g	go up about four inches directly up so you're at the top right-hand side of the lost steps 	
f	four inches directly up the side top right-hand side 	
g	yeah 	
f	that's not directly up on mine 	
g	alright 	
g	where are the lost steps in relation to the waterfall 	
f	they are about about seven inches away 	
g	seven inches 	
f	yeah 	
g	well mine aren't slightly nearer mine are only about three inches away 	
f	ah 	
g	so if you go up four inches 	
g	right 	
f	right 	
g	from where you were directly 	
f	right straight up 	
g	uh-huh 	
f	right 	
g	now draw an arc s-- a slight arc as if it was a lar-- a v-- very small part of a large circle from where you are to going slightly up and left and curving down to 	
g	have you got the fallen pillars 	
f	yeah 	
g	right 	
g	to the 	
g	where are they in relation to the lost steps 	
g	i mean where are they in relation to where you are now 	
f	they they are exactly er a horizontal line away from me 	
g	horizontally level 	
f	uh-huh 	
f	four inches away 	
g	right okay 	
g	draw an arc between where you are now to the bottom right-hand side of the fallen pillars 	
f	an arc as in up arc or down arc 	
g	yeah up up to the left round the lost steps and curving down between the fallen pillars and where you are just now 	
f	right 	
g	eh at the bottom right-hand side of the fallen pillars 	
f	ah 	
f	i can't go round the lost steps from where i am 	
g	sorry 	
g	no forget your lost steps 	
g	i'm talking about my lost steps 	
f	right okay 	
g	sorry 	
g	erm 	
f	right 	
g	if y-- have you got that arc yet erm are you at the bottom right-hand side of the fallen pillars 	
f	yeah i've right 	
f	yes i am now 	
g	right 	
g	erm right go about one and a half inches directly west 	
f	right 	
f	that's just past the fallen pillars 	
g	yeah 	
g	'til you're at th-- just beyond the f-- the far the bottom left-hand side of the fallen pillars 	
f	okay 	
g	right we'll just take a quick check here are you about two inches from the far left-hand side of the page 	
f	well two inches 	
g	well about two and a half 	
f	but 	
f	yeah well roughly 	
g	all right okay 	
g	and about nearly halfway up page 	
f	yeah 	
g	right 	
g	eh right go about s-- eh see from where you are just now 	
f	mmhmm 	
g	if that was eh mm how can i put this if that was the bottom of a circle right no sorry the right-hand side of a circle right 	
f	mmhmm 	
g	at the middle point at the mid point of the right-hand side of the circle 	
f	mmhmm 	
g	i want you to draw a circle erm 	
g	hang on don't draw it yet 	
f	no i'm not drawing yet 	
g	i i'm still i'm still thinking what i'm going to say here 	
g	right so you're at the right-hand side of the circle 	
f	yeah 	
g	i want you to draw the circle it's about one and a half inches wide 	
f	mmhmm 	
g	eh 'til draw it downwards and to the left 	
g	okay 	
f	yeah 	
g	so you're really drawing a semicircle really eh 	
f	yeah 	
g	and that should leave you in a within about a centimetre of the far left-hand side of the page 	
f	yeah is that round have you got flamingoes 	
g	no 	
f	right 	
f	i'll just draw around the flamingoes 'cause they look pretty vicious 	
g	right 	
f	right 	
g	right now have you got ancient ruins 	
f	that's it 	
f	yeah i've well i've got i've got a ruined city 	
g	on yours 	
g	ruined city 	
g	do you have sort of eh bricks and stuff and three three seagulls above it 	
f	yeah 	
f	and wee seagulls 	
f	aye 	
g	yeah 	
f	yeah 	
g	right well draw a line from where you are just now a straight one up to the right beside the ancient ruins left-hand side of the ancient ruins 	
f	okay that's it 	
g	eh and now draw a small line about half an inch long to until you're directly to the left-hand side of the seagulls within about half a centimetre of them 	
f	so a diagonal line 	
g	yeah 	
f	right 	
g	just aba-- just a wee short diagonal one just a slight deviation 	
f	okay 	
g	now have you got stones at the top left-hand point of your page 	
f	rock fall 	
g	rock fall 	
f	yeah 	
