Found 2 args.
Observation: q5nc8; Result size: 123; atts: 2
who	$m	
g	right 	
g	do you see the start point above the stony desert 	
f	aye 	
f	aye 	
g	ehm heading towards the left for about two centimetres 'til you reach s-- above a-- equal to the end of the stony desert 	
f	aye right 	
g	ehm then start sloping downwards to the left 	
f	right 	
g	towards the bottom so you should be about an inch from the top from the bottom of the page 	
f	right 	
g	ehm 	
g	do you see the site of the plane crash 	
f	no 	
g	no 	
f	oh yeah i do 	
f	right up at the top 	
g	oh 	
g	no no 	
f	no you must have another one 	
g	right okay ehm 	
g	he-- keep heading towards the le-- in a straight line towards the l-- the left of the page 'til you're about ehm an inch and a half away from the the left the far left-hand side of the page 	
f	right 	
g	and then start sloping up 	
g	do you see the collapsed shelter 	
f	mmhmm 	
g	right ehm 	
g	if you start sloping upwards slightly towards the right 'til you're about parallel with the top of the collapsed shelter but still oh about an inch and a half from the left-hand side of the page 	
f	right 	
g	so that should be about three and a half inches 	
f	mmhmm 	
g	right 	
g	so then start heading towards the right of the page ehm over the top of the collapsed shelter about three inches 	
f	right 	
g	ehm so you should be just at about the end of the collapsed shelter 	
f	aye 	
g	right so go down to just down the side of the the down the right-hand side of the collapsed shelter 'til you're equal with about the bottom of it 	
f	right 	
g	now 	
g	do you see the savannah 	
f	aye 	
g	right ehm 	
g	it should be about if you s-- a slight slope upwards to the bottom of the savannah it should be about three inches 	
f	aye 	
g	right 	
g	so if you just head up towards the bottom of the savannah 	
f	right 	
g	not underneath it though 	
g	ehm 	
f	right 	
g	right mm 	
g	do you see the slate mountain 	
f	no 	
g	no ehm never mind 	
g	ehm once you get to the side of the s-- head up the left-hand side of the savannah about four inches 	
f	right 	
g	ehm now about an inch and a half back to the left 	
f	right 	
g	ehm do you see the hot wells 	
f	hot springs 	
g	hot springs yeah 	
f	aye 	
g	ehm from from where you are at the moment to about the bottom of the hot springs in a sort of d-- if you slope towards the bottom in a d-- uh the middle halfway you know underneath the middle of them about like a forty-five degree line 	
f	aye right 	
f	right 	
g	right 	
g	and now go to the left about an inch just un-- so that you're going under the hot wells 	
f	right 	
g	then 	
g	another sort of diagonal slope downwards but ehm slightly steeper than forty-five degree line 	
g	forty-five degrees for about an inch 	
f	aye 	
f	right 	
g	ehm 	
g	right 	
g	then ehm 	
g	do you see the white mountain 	
f	mmhmm 	
g	right 	
g	well you want to curve up towards it but making where from where you are now so that it looks like the bottom of a basin curving up to the side of the white mountains it's about six or seven inches maybe not as much as that 	
f	right i think so 	
f	where is it i need to end up the left or the right side of the white mountain 	
g	ehm the left 	
f	right 	
g	mm 	
g	so go up the left-hand side of the mountain as if you were climbing it 	
f	right 	
g	and then ehm 	
g	head upwards straight in a straight line to about two and a half inches 	
f	past the round rocks 	
g	ehm well yeah i don't have that so 	
f	right 	
g	just keep going straight up 	
g	ehm uh do you see the lake 	
f	uh-huh 	
g	right 	
g	if you start heading towards the lake in a straight line about three in-- just about three inches 'til you get to the the edge of the lake 	
f	right 	
g	then you're going round the lake in a clockwise direction 	
f	right 	
g	but not right round it 	
f	uh-huh 	
g	do you see the roman baths 	
f	nope 	
g	no eh never mind 	
g	ehm just come round the lake and then as if you were heading back to the left-hand side of the page but but just if you just stop where you're parallel to where you started going round the lake about an inch down from there 	
f	ah right aye right got you 	
g	right 	
g	and then do you see the where the antelopes are 	
f	uh-huh 	
g	if you just head down about three or four inches straight down and go down the left-hand side of them 	
f	the left-hand side 	
g	yeah 	
f	right 	
g	uh-huh 	
g	just keep going straight down 	
g	and then 	
g	so you should be just underneath the antelope 	
f	mmhmm 	
g	then just 	
g	go in a straight line towards the right about two inches and that's your finishing point 	
f	right 	
f	that's it 	
g	yeah 	
