Found 2 args.
Observation: q1nc7; Result size: 477; atts: 2
who	$m	
g	have we just started 	
f	yeah 	
g	right 	
g	ehm right 	
g	you've got the start haven't you 	
f	mmhmm 	
g	above the caravan park 	
f	above the caravan park yeah 	
g	right 	
g	eh have you got something between the caravan park and the old mill have you got something in the bottom left-hand corner 	
f	the bottom left-hand corner i've got i've got a picket fence 	
g	right 	
g	see when you get start can you go round the picket fence 	
g	right 	
g	right round it and up over the old mill 	
f	wait minute the car-- the picket fence is at the bottom left-hand corner 	
g	mmhmm 	
g	but can you go 	
f	and the start is above the caravan park right 	
g	uh-huh 	
g	i just can you go down from the caravan park go down draw a line underneath the picket fence 	
f	so i'm going round the left of the caravan park 	
g	uh-huh sorry uh-huh 	
f	an-- to the very bottom of the page and round the p-- 	
g	to the botto-- un-- uh-huh 	
f	and round the picket fence 	
g	to the very bottom 	
g	round 	
g	then when you get get to the end of the picket fence go up straight up round pa-- 	
f	right 	
g	see the old mill 	
f	mmhmm 	
g	go right up there 	
g	see the top par-- er left-hand corner the old mill 	
g	go ri-- you go you're going round the old mill on the left-hand side 	
f	li-- going round the left-hand side of the old mill 	
g	uh-huh of the mill 	
g	right 	
f	so 	
f	i'm going between the picket fence and the mill 	
g	right 	
g	if the you start right you go down straight down under the picket fence 	
f	under the picket fence right 	
g	go right round the picket fence 	
g	right 	
f	right 	
g	got to do a curve come straight up 	
f	right 	
f	i'll have you know like i'll have to so i'm going between the picket fence and the mill right 	
g	no 	
g	are you not going right under the picket fence 	
f	yes 	
f	but you see the mill kind of overlaps my picket fence 	
g	well 	
g	you'll have to go right round it on the left-hand side 	
f	uh-huh 	
g	right 	
f	so i'm going rou-- round the left-hand side of the mill 	
g	of the old mill uh-huh 	
g	and get to the top of the roof 	
g	right 	
g	you're you're at the roof right so go up and there's about mm 	
f	right 	
g	see the fenced meadow 	
g	on the on the right-hand side at the bottom 	
f	uh-huh 	
f	mmhmm 	
g	right 	
g	see above that bi-- an inch and a half right about two inches right 	
g	mark that mark a spot right above th-- about two inches above the fenced meadow on the very left of that picture go up about two inches right and mark a spot 	
f	on the left of the fenced meadow 	
