Found 2 args.
Observation: q5nc5; Result size: 142; atts: 2
who	$m	
g	right 	
g	see the start 	
f	you got to say sarah and danielle 	
g	oh aye sarah and danielle 	
f	right 	
g	right 	
g	see the start 	
f	it's above the diamond mine 	
g	right 	
f	right 	
g	okay 	
g	i want you go down about three inches 	
f	where down past the diamond mine 	
g	yeah 	
f	right 	
g	just down at the side just straight down 	
f	okay 	
g	and then go round in a curve underneath the diamond mine 	
f	right mm 	
g	then you want to start like carry on that curve for about f-- four or five inches just gradually heading up the way 	
g	right 	
f	so i'm making a curve round the diamond mine yeah 	
g	no no no no 	
f	no no no no 	
g	f-- past the diamond mine 	
g	not that not that steep a curve like just 	
f	pass it 	
f	yeah just slightly 	
g	just like just more a wee bit more than a straight line along past the diamond mine 	
f	yeah right okay right 	
g	i sp-- i don't suppose you've got a graveyard have you 	
f	ehm no 	
g	no right 	
f	got a fast running creek and canoes and things 	
g	yeah okay 	
g	what you want to do is is you want to be sort of like going up and then curving right round the fast flowing creek 	
f	what round up the top of it 	
g	yeah over the top 	
f	right 	
g	and down the right-hand side 	
f	the right-hand side 	
g	right 	
f	yeah 	
g	see your apache camp 	
f	yeah 	
g	right 	
g	head down towards that and then just curve down the left-hand side that 	
f	so 	
f	i'm bypassing canoes 	
f	yeah 	
g	canoes 	
f	oh well 	
f	maybe you don't have canoe 	
g	no 	
g	i've no got any canoes 	
f	right okay 	
f	left-hand side of the apache 	
g	do you see the carved wooden pole 	
f	ehm no 	
f	don't have one 	
g	no 	
g	you see the walled city 	
f	yeah 	
g	right well 	
g	when you when you're coming down the left-hand of the apache camp just keep heading along and go over the top of the walled city 	
f	over the top 	
f	okay 	
g	okay 	
g	and then just like a nice big curve heading down about six inches 	
f	mmhmm 	
f	now where which way am i heading down 	
g	you see the carved wooden pole at the bottom 	
f	aye 	
g	well 	
g	you you need to be about two inch you you need to end up about two inches from the top there 	
f	from the top 	
g	two inches above it 	
f	and it's on the left well i'm coming from the left to go to above it 	
g	yeah 	
f	right 	
g	sort of curving round 	
g	now see stone creek 	
f	yeah 	
g	right 	
g	you're just heading along past that 	
g	you see the flat rocks 	
f	no 	
g	no 	
f	no 	
g	great ehm 	
g	okay 	
g	head up ehm past stone creek you need to be going at about up curving up to the right at about a forty-five degree angle 	
f	so i'm going over stone creek 	
g	aye 	
f	well 	
f	above it anyway 	
f	on no wait a minute i have got flat rocks 	
g	right you well da-- 	
g	right 	
g	you're going past you're going up over stone creek 	
g	and your line's just about touching where flat rocks is written 	
f	yeah 	
f	okay 	
g	so that's where you want to end up 	
f	right 	
f	right 	
g	now keep heading to the right a bit 	
f	mmhmm 	
g	further until you're about an inch away from the edge of the paper 	
f	right 	
f	right 	
g	right 	
g	see the buffalo 	
f	mmhmm 	
g	ah 	
g	right right 	
g	head down the right sand hand side of the paper 	
g	and curve underneath the buffalo 	
f	yeah 	
f	right 	
g	do you see a cattle ranch no 	
f	nope 	
g	right ehm 	
g	you see that fort 	
f	mmhmm 	
g	away at the other side 	
g	right 	
g	you're heading to go under that but like on your way about halfway between the buffalo and the fort there's a wee blip in your line 	
f	mmhmm 	
g	like you're going over the top something and then coming back down and going under the fort 	
f	yeah 	
g	so just do that 	
f	right 	
f	and then go under the fort 	
g	right 	
g	where are you now then 	
f	i'm under the fort 	
g	right 	
g	you just want to curve up the left-hand side of the fort just curve a nice big curve round it 	
f	mmhmm 	
g	and that's it you're finished 	
f	good 	
