Found 2 args.
Observation: q1ec7; Result size: 270; atts: 2
who	$m	
g	okay right 	
g	i'm starting off from a-- above the caravan park 	
f	mmhmm 	
g	okay 	
f	mmhmm 	
g	right 	
g	and we're going to go and straight down south with the caravan park on your right-hand side 	
f	okay 	
g	okay 	
g	and you're going to go down and then you're going to do a "u" shape 	
f	uh-huh 	
g	and we're going to come up and we're going to have the old 	
f	eh-- ehm are we just going are we going to go below the picket fence 	
g	below what 	
f	the picket picket fence 	
g	picket fence 	
g	i don't have one so i would say 	
g	whereabouts is the picket fence 	
f	picket fence is below the mill wheel which is below the caravan park 	
g	right okay well 	
g	you want to have the old mill on your right-hand side so if that fence is below the old mill you want to keep that on your right-hand side 	
f	okay 	
g	okay 	
g	so you're going to come up and then you're going to come above the old mill and turn r-- 	
f	old mill 	
g	old mill 	
f	oh right 	
f	i've just got the mill wheel 	
g	mill you've only got a mill wheel 	
g	right okay 	
f	uh-huh 	
g	but continue past that 	
f	so i'm going down below the picket fence 	
g	right 	
g	we've come down from a caravan park 	
f	mmhmm 	
g	and we're doing a "u" shape 	
f	mmhmm 	
g	okay on the and then you're going to proceed north right 	
f	hang on where's the "u" shape just underneath the mill 	
f	just underneath the caravan park 	
g	no no 	
g	yeah 	
f	right 	
g	the caravan park is directly a-- above the the base of the "u" 	
f	above right 	
f	you're a-- okay right 	
g	right okay 	
f	right right 	
g	and you're going to come up and the old mill well my old mill is going to be on the right so your mill wheel and the picket fence is going to be on the right-hand side 	
f	right 	
g	okay 	
f	uh-huh 	
g	so you come up to above the old mill 	
f	uh-huh 	
g	just above the old mill 	
g	and then turn right slightly sort of ten degrees or something and turn east 	
f	right okay 	
g	okay 	
g	so just eh 	
f	s-- below do i go below the forest then 	
g	hombre 	
g	i don't have a forest 	
g	where's abouts the forest 	
f	ehm it's below the abandoned cottage and above the fenced meadow 	
g	below the abandoned cottage 	
f	cottage 	
g	okay 	
g	well you want to go round the outside of that you want to proceed to that east 	
g	right 	
f	uh-huh 	
g	from where you've got that forest 	
f	uh-huh 	
g	turn up north 	
f	right 	
g	with the forest on your left-hand side 	
f	oh so i go b-- so i go below the forest then 	
g	yeah go below the forest yeah 	
f	right 	
f	right 	
g	and then turn and keep it on your left-hand side and the abandoned cottage 	
f	right 	
g	okay 	
f	uh-huh 	
g	and then when you get to the abandoned cottage do a slight sort of "c" shape 	
g	round the top of the abandoned cottage 	
f	uh-huh 	
f	uh-huh 	
g	okay 	
f	uh-huh 	
g	and then 	
f	past the m-- in between the monument and the cottage 	
g	yeah 	
f	right 	
g	uh-huh 	
f	mmhmm 	
g	right 	
g	and then 	
g	turn that "c" shape 	
g	right 	
g	so you're coming down come slightly down sort of south 	
f	mmhmm 	
g	southwest or just slightly 	
g	and then you're going to pass above a fenced meadow 	
g	do you have a fenced meadow 	
f	and my fenced meadow is away down the right-hand corner below the forest 	
g	so you only have one fenced meadow 	
f	uh-huh 	
g	right okay 	
g	well just continue on that 	
g	right you've done that "c" shape right 	
g	and as if you're going to do a very wide "u" now 	
g	okay 	
f	right okay 	
g	and just ignore if you've not got a fenced meadow there then that's okay i do 	
f	right 	
f	there's nothing on my left i've there's nothing to my left of the abandoned cottage 	
g	right okay 	
g	right 	
g	but just do that "c" that "c" 	
f	the "c" over the cottage 	
g	yeah 	
f	right 	
g	and then 	
g	turn round and almost in a sort of big wide "u" and go back up again 	
f	right 	
f	uh-huh right 	
g	and you're going to come up 	
g	and you're going to have a west lake 	
f	uh-huh 	
g	right 	
g	so you're going to almost follow the course of that right that west lake to the east the east side of it you're going to follow the c-- the course of it 	
f	just just coming in at the base of it then 	
g	yeah just at the base 	
f	mm 	
g	and then follow the course of it round sort of a "u" an "s" shape 	
f	as if it's a very very big wide "u" so i'm going to avoid som-- 	
g	yeah 	
f	so that i so i'm avoiding something at the p-- 	
g	well 	
g	you've got a trig point do you have a trig point 	
f	no 	
g	no 	
f	no 	
g	right 	
g	so in between your west lake and the tri-- ah there's a trig point 	
g	right 	
f	right 	
g	so 	
g	you're going to do a sort of and just follow the contour of that lake round 	
g	okay 	
f	mmhmm 	
g	until you're almost at the top of the east hand coast 	
g	right 	
f	mmhmm 	
g	and then turn back round again in another sort of "c" or top of the "u" 	
f	mmhmm 	
g	right 	
g	and then you're going to come straight down at forty-five degrees 	
f	mmhmm 	
g	sort of southeast 	
f	see see sorry where i where i leave the top the east of the west lake 	
g	right 	
f	i'm doing a "c" shape and i'm 	
f	am i going over the top of the farmed land 	
g	you're going over the 	
g	no no no 	
g	you're staying well below that 	
f	oh right 	
g	so in between it would be in between farmed land and i have a trig point 	
f	okay right 	
g	right okay so it's just above the just at the just before the tip of that west lake but just at the east co-- just at that east coast 	
f	s-- 	
g	right 	
f	okay fine right 	
g	yeah 	
f	uh-huh 	
g	and come round so you're between you're well a good wee distance below that farmed land 	
g	okay 	
f	alright 	
g	and then 	
g	you're going to come straight down at that forty-five degrees right 	
g	okay 	
g	and you're going to come to a monument 	
f	right yeah uh-huh 	
g	if you proceed straight down at like forty-five sort of an inverse 	
f	uh-huh 	
f	uh-huh uh-huh 	
g	relationship line 	
g	okay 	
f	right 	
g	and then you come to that monument 	
f	right 	
g	and turn round that monument in a "u" shape 	
f	eh er just underneath it then 	
g	am-- 	
g	yeah just 	
f	right 	
g	yeah 	
g	keeping the monument on your inside 	
f	right okay 	
g	okay 	
g	and then above the monument you have well i have a nuclear test site 	
f	no 	
f	i don't 	
g	no you don't 	
g	right okay 	
g	er what you want to do is a a very slight "s"-shaped curve just above the monument 	
g	right 	
f	okay 	
g	well 	
g	just curve round 	
g	you have the monument don't you 	
f	yeah 	
g	right 	
g	well just come round that monument 	
f	okay 	
g	slightly then 	
g	and then go up straight up north 	
f	okay 	
f	i've got a golf course 	
g	whereabouts 	
f	ehm above and to the left of the monument 	
g	above and to the left 	
f	there's a s-- there's a space between the golf course and the monument but it's sort of above and to the left just below east lake 	
g	okay 	
g	you want to keep the golf course on your left-hand side 	
f	okay 	
g	well 	
g	that's on my left-hand side 	
f	uh-huh same here 	
g	yeah 	
g	duhhh 	
g	right 	
g	so you want to keep that on your left-hand side 	
g	right 	
g	and you come up to just below the 	
f	see see this nuclear station 	
g	yeah 	
f	ehm 	
f	could you 	
g	that'll be you're c-- going to come up north between the golf course and the nuclear test site 	
f	between those two right 	
g	yes so you're going to come between it 	
f	so is the nuclear thing slightly to the right of the monument and above it 	
g	yeah slightly to the right of the monument 	
f	right okay i'm with you right 	
g	and above 	
g	right 	
f	right 	
g	and you're come up and then you've got the bottom of the east lake 	
f	mmhmm 	
g	and then follow that to the left 	
f	mmhmm 	
g	just until you're past the tip of the base 	
f	mmhmm 	
g	and that's you finished 	
f	right 	
g	and it doesn't look as though it looks anything 	
f	what 	
g	no no 	
g	so where are you in china now 	
f	ehm 	
f	mm 	
f	er 	
f	is it i know it's at the bottom of the east lake i don't know whether it's 	
g	it's actually kathmandu 	
g	finished 	
f	he only wants to 	
g	finito 	
