Found 2 args.
Observation: q3nc3; Result size: 155; atts: 2
who	$m	
g	right 	
g	so you're at the start 	
f	uh-huh 	
f	is that above the site of forest fire 	
g	forest fire yeah 	
f	right okay 	
g	and you head down towards the bottom of the map past the side of 	
f	through the forest fire 	
g	no 	
g	past the side of it heading 	
f	which side 	
g	the nearest the edge of the paper 	
f	right 	
g	head downwards 	
f	mmhmm 	
g	go right down underneath the picnic site 	
f	don't have haven't got a picnic site 	
g	curve round it 	
g	draw one in 	
f	where is it 	
g	it's at the bottom of the map the bottom left-hand corner 	
g	and if you go underneath that 	
f	okay 	
g	underneath it and come back up to the other side of it in a "u" shape 	
f	i-- 	
f	right 	
g	then go up past the the left of the adventure playground 	
f	right 	
g	and then turn right above the adventure playground 	
g	okay 	
f	ehm 	
f	which side of the adventure playground 	
g	right you've gone up the s-- the l-- past the left of it 	
f	oh no 	
f	i went up past it 	
f	okay 	
f	i'm away up past the left of it now 	
g	and across the top of it 	
f	right uh-huh 	
g	and go along to about just past the middle of the page 	
f	have you got privately owned fields 	
g	nope 	
f	okay 	
f	i have 	
f	right 	
g	and then 	
g	where are you 	
f	i'm in the middle of the page 	
g	right 	
g	go along another wee bit 	
f	right 	
g	right and stop 	
g	and then go up northwards 	
f	right 	
g	straight up for a wee bit 'til you get to the granite quarry okay 	
f	right 	
g	granite 	
g	is it names and everything again 	
g	okay 	
g	oops 	
g	right this is melanie and valerie and the number is "n" "a" "q" three "c" three minus plus one "a" "f" 	
g	right so we're at the start 	
f	mmhmm 	
g	and head down towards the bottom of the page going past the left of the site of forest fire 	
f	right 	
g	go down and go underneath the picnic site 	
f	uh-huh 	
g	and come back up the other side making a "u" round it 	
f	mmhmm 	
g	and then keep going up past the left-hand side of the adventure playground 	
f	mmhmm 	
g	ehm turn to the right just past the adventure playground 	
f	mmhmm 	
g	and go across towards just past centre of the page 	
f	right 	
g	okay 	
f	mmhmm 	
g	and then turn up and go northwards for a bit 'til you reach the granite quarry 	
f	mmhmm 	
g	ehm go round the top of the granite quarry curve round it 	
f	above it or below it 	
g	above it 	
g	curve round it 	
f	right 	
g	and then ehm come down like after you've curved round it on the downwards bit 	
f	mmhmm 	
g	go along the top of the train crossing 	
f	mm 	
f	my train crossing's at the very top of the page 	
g	ah 	
g	well mine's 	
f	where is it how far away from the granite quarry is it 	
g	eh no very it's right next to it 	
f	ah above it or below it or right beside it 	
g	just slightly below it 	
f	on the left-hand side 	
g	mmhmm 	
f	okay 	
f	so i'm going underneath it 	
g	above it 	
f	right 	
g	and then you'll be underneath the waterfall 	
f	that's right 	
g	and go up the left-hand side of the waterfall in a straight line 	
f	mmhmm 	
g	and then turn to your right 	
f	mmhmm 	
g	and go for about an inch 	
g	and then turn upwards again 	
f	have you got public footpath 	
g	no 	
f	oh right okay 	
g	go up for a wee bit 	
f	right 	
g	and then turn to your right 	
f	uh-huh 	
g	and then come down in a slight slope well a fairly slopey slope 	
f	okay 	
g	down to the fallen cairn 	
f	that's miles away isn't it 	
g	on the right 	
f	eh i've got lion county directly on the right 	
g	well come down in a slope to about half-- halfway down the page in a diagonal line 	
f	mmhmm 	
g	to your right 	
f	uh-huh 	
g	and then go underneath 	
f	fallen 	
g	well i've got the fallen cairn 	
f	right okay 	
g	and go back up the side of it 	
f	mmhmm 	
g	and head up towards the limestone cliffs 	
f	ehm where are the limestone cliffs 	
g	just above the fallen cairn 	
f	right 	
f	have you got lion county 	
g	no 	
f	right 	
f	well that'll be them then right okay 	
g	and go up the left-hand side of those 	
f	of where 	
g	limestone cliffs 	
f	right 	
g	until you reach east lake 	
f	right 	
g	ehm go left when you reach east lake 	
f	right 	
g	and the finish is just to the left of it 	
f	have you got cornfields 	
g	yeah 	
g	but you don't go that far 	
f	right okay 	
g	right 	
f	okay think so 	
