Found 2 args.
Observation: q3nc7; Result size: 99; atts: 2
who	$m	
g	right 	
g	do you have the start marked just above the diamond mine yeah 	
f	mmhmm 	
f	mmhmm 	
g	okay 	
g	eh s-- straight down 'til you're just underneath the diamond mine and horizontally along under the diamond mine along 	
g	you don't have the graveyard 	
f	the what 	
g	graveyard 	
f	no 	
g	no 	
g	if you go ehm i'd say about you have carved stones 	
f	mmhmm 	
g	right 	
g	ehm carry on horizontally underneath the diamond mine for about ehm 'til you get from about an inch away from the carved stones and then up above the carved stones 	
f	right 	
g	okay 	
g	straight down the right-hand side of the carved stones 	
g	ehm do you have indian country 	
f	mmhmm 	
g	no yeah 	
g	if you go down 	
g	do you have a great rock 	
f	nope 	
g	along from 	
g	right okay 	
g	go down to the top of indian country 	
f	mmhmm 	
g	eh diagonally t-- down eh southwest 'til you're ehm underneath indian country about two inches away from it on your left 	
f	say that again 	
g	right go to indian country go horizontally along from it two inches and join a line from above it to 	
g	right 	
g	are you at the top of indian country 	
f	yeah 	
g	right slope down ehm towards the left 	
g	okay 	
f	mmhmm 	
g	and then horizontally along above the gold mine 	
f	mmhmm 	
g	ehm round the left-hand side of the gold mine direct-- down for about five inches 	
f	past the totem pole 	
g	i haven't got a totem pole 	
g	eh 'til you're i would imagine 'til you're underneath the totem pole then 	
f	right 	
g	ehm you have a trout farm 	
f	nope 	
g	cavalry 	
f	right now 	
g	no ca-- 	
f	oh wait a minute wait a minute i've got a trout farm 	
g	okay 	
g	ehm if you go 	
f	but where is it your trout farm 	
g	ehm the right-hand side of the page 	
f	mmhmm 	
g	right okay 	
g	if you kind of go curve down and then 	
g	oh so you're five inches below the gold mine 	
f	sort of 	
g	r-- 	
f	i'm no sure how much an inch is to be honest but there we go 	
g	right okay eh 	
g	have you if you're underneath the totem pole then 	
f	right 	
g	is totem pole below the trout farm 	
f	no i-- 	
f	well it's kind of opposite it 	
g	opposite it right 	
g	go below the the totem pole then then and then acro-- horizontally across the page underneath the trout farm 	
f	b-- below it 	
f	mmhmm 	
g	then round 'til you're about an inch from the side two centimetres from the side of the page the trout farm 	
f	oops 	
f	right 	
g	and straight down 	
f	towards the cattle stockade 	
g	uh-huh 	
g	straight down and underneath the cattle stockade 	
f	mmhmm 	
g	round underneath the cattle stockade curve up on a wee kind of hill 	
f	right 	
g	and then underneath the bandit territory 	
f	underneath it 	
g	uh-huh 	
g	and then are you under the bandit territory 	
f	mmhmm 	
g	right 	
g	just go s-- ehm to the left the bandit territory go north until you get to eh just about level to where the top of his the tree is 	
g	and that's the finish 	
f	what tree 	
g	the tree in the bandit territory 	
f	the cactus 	
g	uh-huh 	
f	to about the top of it 	
g	uh-huh 	
f	is that the finish 	
g	yeah 	
g	phew 	
f	okay 	
