Found 2 args.
Observation: q8ec2; Result size: 142; atts: 2
who	$m	
g	right 	
g	right 	
g	see the diamond mine up there 	
f	mmhmm 	
g	right well 	
g	see we just go to the top left of it just sort of near the sort of square on its end right 	
g	right 	
g	at the diamond mine right 	
f	right 	
g	right 	
g	just sort of up to the top left of that you start up there 	
f	right 	
g	right 	
g	just right next to the diamond mi-- mine 	
f	right 	
f	there's a big cross right 	
g	is there a cross there 	
f	aye 	
g	oh right 	
g	so you just go down the diamond mine 	
g	right 	
f	down 	
g	just down ss-- 	
g	and follow it round it's sort of a square round the diamond mine 	
f	what draw a l-- a line round the diamond 	
g	just sort of head it down 	
g	right 	
g	from the the the cross right 	
f	right 	
g	you go straight down 	
f	right 	
g	to level with the sort of diamond mine writing 	
f	right 	
g	right in there when you're just below it just go right over to your right 	
g	right 	
g	and then stop under springboks 	
g	right 	
f	springboks 	
g	springboks 	
f	there's no that's not on the map 	
g	well what's on your map 	
f	yeah well if i go right over to the right i'm on the 	
f	over aye 	
g	is there anything on your map 	
g	what does it say 	
f	overgrown gully 	
g	oh right i understand this now 	
g	well go over about sort of eh oh just over half the pa-- un-- just under half the width of the paper from the diamond mine 	
g	right 	
f	right 	
g	then stop 	
g	and then sort of go up 	
f	how far 	
g	eh sort of near the top of the page 	
g	then stop 	
g	and then go over to your right 	
f	right 	
f	highest viewpoint 	
g	right you're you're just should just be above that 	
g	right keep going right stop stop 	
g	then go down 	
g	this is ridiculous 	
g	go down about oh it's 	
f	to the overgrown gully 	
g	christ almighty 	
g	mm 	
g	just oh see that's no on mine 	
g	just go down about oh three inches 	
f	that's me in overgrown gully then 	
g	oh so i go down to the sort of eh southwest right that sort of direction just go 	
g	that's not on mine 	
f	have i to avoid the overgrown gully 	
g	just keep going 	
g	that's not on mine 	
g	just go 	
f	right southwest 	
g	right 	
g	about a good wee bit 	
g	and you should be sort of like a third down the paper by now are you 	
f	mm mmhmm 	
g	mmhmm 	
g	and then go left 	
f	straight left like 	
g	aye 	
g	just sort of straight left 	
f	so where do i 	
g	so you should be about oh two inches off the left of the paper 	
f	right 	
g	right 	
g	and then go down 	
f	straight down 	
g	aye straight down 	
g	about a third to the height of the paper 	
f	so i'm two thirds of the way down now 	
g	smashing 	
g	and then go to the right just a wee shade about w-- one inch an in-- inch and a half stop an inch and a half and then sort of go northeast a wee bit 	
f	i overdid it a wee bit there 	
f	northeast a wee bit 	
g	aye 	
f	so that's 	
g	but you'll need to sort of go up maybe one and a half inches in height 	
f	right 	
g	right 	
g	and then go straight to your right 	
f	my right 	
g	mmhmm 	
f	how far 	
g	er oh jesus so you're about an inch off the paper the side of it 	
g	and then go straight down 	
g	that did not sound right that line 	
g	go straight down 	
f	uh nothing mm 	
g	go straight down so you're about an inch an inch and a half off the bottom right-hand corner 	
g	right 	
f	mmhmm 	
g	and then go left a wee bit just eh go left so you're about halfway across the paper 	
g	right 	
f	mm 	
g	and then go down about half an inch 	
g	right 	
f	don't really know what an inch is but 	
g	oh thank you 	
g	and then go left left so that you're a good bit just quite close to the right-hand left-hand side of the paper 	
g	right 	
f	mmhmm 	
g	and then go up a good wee bit two inches i thought you might have known what two inches looked like callum you know 	
g	come on 	
f	how far then 	
g	two inches 	
g	know what an inch is 	
f	ah right 	
f	i've done that 	
g	do two that's fine 	
f	right no 	
g	stop 	
g	is there a finish line on yours 	
g	well that's me done anyway 	
f	right 	
f	so am i supposed to just 	
g	put a wee cross there or that you know 	
f	is that it finished then 	
g	mmhmm 	
