Found 2 args.
Observation: q5ec6; Result size: 156; atts: 2
who	$m	
g	right you start at the top left 	
f	uh-huh 	
g	right 	
g	eh right 	
g	right you've got cliffs to the right so you sort of slope down towards the "c" of cliffs 	
f	mmhmm 	
g	right 	
g	and then underneath the you don't have a forge underneath the cliff what is there nothing 	
f	just says sandstone cliffs 	
g	oh 	
g	oh 	
g	right well go right 	
g	right 	
g	are they quite big right are the sandstone s-- cliffs beside the old pine tree 	
f	uh-huh 	
g	right okay 	
f	above it to the left 	
g	ah the cliffs right okay right okay 	
g	right 	
g	right see underneath the cliffs on my map there's a forge 	
g	right 	
f	right 	
g	and that's directly underneath the cliffs so it if 	
f	so i go below that and round underneath the bottom of the pine tree 	
g	yeah 	
g	so just pretend there's a a forge 	
f	right 	
g	but it's like but to the left of the pine tree and below the cliffs right so it's like a loop 	
f	mmhmm 	
g	okay 	
g	so you're ending up just like to the left of the old pine tree 	
f	i'm directly under the "b" of green bay 	
f	up here 	
g	oh it's upside down 	
g	my crane bay's at the bottom right 	
f	green bay i s-- green bay i said 	
g	i haven't got one 	
f	oh 	
g	right okay then right 	
f	i'm below the old pine 	
g	well that's fine 	
g	right 	
g	so just go up round the top of the old pine and stop at the top of it 	
g	right 	
g	and then eh make the line go across page you know to the right 	
f	mmhmm 	
g	about that much 	
g	right 	
g	just straight across 	
f	how sorry about 	
g	that's right two or three centimetres 	
f	right 	
g	right 	
g	then have you got a pine forest on the right 	
f	uh-huh 	
g	yeah 	
f	uh-huh 	
g	right 	
g	slope down towards the "p" of pine forest 	
f	towar-- i don't go round it i've i i don't go above it 	
g	no no 	
g	just keep the pine forest at it outwith it 	
f	right 	
g	right 	
g	and then below that what've you got 	
f	a forest stream 	
g	right so you 	
g	right i haven't got a forest stream right so 	
f	right i've got a bakery 	
g	uh-huh 	
g	right 	
g	so like you've got to eventually right see from the "p" of the pine forest you're going to go out in a sort of wee lump like a nose 	
f	round the bakery 	
g	no 	
g	but right first before you come to the bakery do another wee lump 	
f	why 	
g	'cause i say 	
f	away what am i avoiding 	
g	nothing 	
g	just that's where the route goes 	
f	right okay 	
g	so you do a wee lump and then that comes in just maybe above the wee shed in the bakery 	
g	see where the shed is in the bakery right 	
f	right yeah that's right 	
f	uh-huh 	
g	then you do a big nose round the bakery right right underneath the bakery 	
f	right 	
f	right 	
g	and you don't stop underneath the bakery you continue in for another two centimetres 	
f	right 	
f	right 	
g	right 	
g	right i've got a canal there 	
g	have you 	
f	right 	
f	no 	
g	right okay 	
g	right see after your two centimetres you should be above 	
g	have you got crane bay 	
f	uh-huh 	
g	above the "e" in crane bay 	
f	oh well i'm miles above that right 	
g	right 	
f	right 	
f	right 	
g	so you go down towards "e" 	
f	right 	
g	down to the coast 	
g	right 	
g	then you follow the coastline round 	
f	how far 	
g	just eh about two centimetres 	
f	right 	
g	towards there's a sort of a wee and then then then the bay starts sloping down 	
f	mmhmm 	
g	vertically right just about where about where it slopes down 	
f	mmhmm 	
g	right 	
g	and then eh have you got wheatfields to the left of that 	
f	dead high up to the left 	
g	no 	
g	sort of in line with the "n" and the "e" of crane bay 	
f	no 	
g	oh right okay 	
g	well i have right 	
g	so just go down 	
g	have you got a w-- rocket warehouse 	
f	uh-huh 	
g	right go slope down and then above right you slope down to maybe two centimetres above the rocket warehouse and two centimetres in from the bay just say in line with the "c" 	
f	oh right 	
g	right a wee diagonal line there 	
g	and then you go horizontally across the top of the rocket warehouse 	
f	right 	
g	to just to the edge of the rocket warehouse 	
g	and then you slope the line down onto the edge of the page about s-- five centimetres up from the bottom 	
f	miss do you mean above the cave 	
g	i don't have a cave 	
f	right 	
g	right 	
f	right 	
g	so like 	
f	right to the edge 	
g	well almost 	
f	right 	
g	right 	
g	and then you go down go down the edge of the page right 	
g	the last guy had a cave as well but he went round the bottom of it 	
f	right 	
g	so like just go round the bottom of the cave and then up to the old lighthouse end up at the old lighthouse 	
f	what part of it 	
g	just beside it 	
f	right 	
f	directly above below the s-- start 	
g	uh-huh 	
f	right 	
g	okay 	
