Found 2 args.
Observation: q4ec5; Result size: 183; atts: 2
who	$m	
g	okay ehm right 	
g	take your line from the start and go vertically down past burnt forest 	
f	right 	
g	you have 	
f	yeah i i've got a burnt forest 	
f	but i've got a carpenter's cottage underneath that 	
g	okay it's underneath 	
g	right 	
g	i want you to c-- i want you to take your line vertically down past burnt forest and past the carpenter's cottage right 	
g	and just listen for a minute 	
g	and then the carpenter's cottage is to the left of a ravine 	
f	mmhmm 	
g	i want you to take the line underneath the carpenter's cottage and then go vertically upwards through carpenter's cottage and the ravine 	
f	between the two 	
g	yeah 	
f	yeah 	
g	okay do that 	
f	okay 	
f	right 	
g	okay now you're at the top of the ravine ehm 	
g	is there a remote village above the ravine 	
f	no 	
f	i don't have a remote village 	
g	okay 	
g	well if you could just imagine that's above the ravine on a horizontal line with burnt forest 	
f	right 	
g	okay 	
g	and go horizontally towards your right above the ravine 	
f	right 	
f	and where do i stop 	
g	stop ah midway between the ravine and the pine grove 	
f	right okay 	
g	okay 	
g	right 	
g	now i want you to take that line go down towards pine grove just stop beside the writing pine grove 	
f	right 	
f	right with a vertical line straight down 	
g	uh-huh 	
f	right 	
g	oh right and do you have any obstructions underneath the pine grove 	
f	well there's an avalanche just to the right of it ehm and there's er a concealed hideout 	
g	okay 	
g	i want you to get to the concealed hideout 	
f	just below there 	
g	so ehm 	
g	is the avalanche to the right or the left of the pine grove 	
f	it's to the right 	
g	to the right okay 	
f	and just slightly below as well 	
g	uh-huh 	
g	well keep to the left-hand side of the avalanche draw the line downwards towards th-- slightly towards the right okay i want you to go really close to the avalanche but don't go past it and then keep that line going vertically downwards until you get just above the top of the concealed hideout 	
f	right 	
f	eh are you trying to az-- avoid an obstacle here 	
g	i'm trying to avoid your avalanche but there's nothing here 	
f	so does it oh how does it how does the line go does it go just like a straight line between just below pine grove to the hi-- concealed hideout or 	
g	if you can draw that straight line without 	
f	i can yes 	
g	without 	
f	mmhmm 	
g	okay right that's fine 	
g	without getting in the avalanche that's fine 	
f	right 	
f	s-- and eh i want to be just above 	
g	just above the the peak of the concealed hideout 	
f	right right 	
g	okay that's fine right 	
g	now i want you to go round ehm to your left of the concealed hideout 	
g	is there a boat house 	
f	no 	
f	oh there's a boat house on the eh 	
g	uh-huh but 	
f	to the right and down 	
g	i wa-- ehm i've got one to the left 	
g	okay 	
f	uh-huh right 	
g	ehm so if you can imagine there's a boat house there so it's kind of like in the middle of the whole map 	
f	right 	
f	is it in the wee bulge eh just above crane bay 	
g	it's above that directly above that 	
f	right okay 	
g	okay if you can imagine that's there i want you to go i want you to draw it round concealed hideout come to the to the right of concealed hideout 	
g	okay 	
f	right 	
f	eh to the right of concealed hi-- hideout 	
g	mmhmm 	
g	so take that line that have you drawn and 	
f	is this is just to the left is this a right on the map or a le-- a right o-- 	
f	okay 	
g	the right of concealed hideout 	
f	right 	
f	and that 	
g	and then continue the line underneath concealed hideout so you're drawing to the right and then underneath concealed hideout 	
f	and underneath to the left do you mean like going from left to right underneath the concealed l-- hi-- hideout 	
g	from right to left uh-huh 	
f	from right to left right okay 	
f	so i come round the the concealed hideout 	
g	yeah 	
f	from right to left 	
f	right okay 	
g	and then stop 	
f	and then i go do i go down to that bulge yeah 	
g	do you see the bulge 	
g	it's like a it's an incline that goes down right the c-- the the coastline of crane bay comes up and it peaks at the top to the right of concealed to the left sorry of concealed hideout 	
g	okay you see that 	
g	and then it falls again there's a d-- a big dent in crane bay just above where it it actually says crane bay 	
f	yes i see that right 	
g	okay 	
g	well i want you to draw the line from where you are just now and then if you could make it meet the coastline where that dent is 	
f	right okay 	
g	and i want you to follow it until it peaks again 	
f	right i see you right 	
f	so you're drawing a to a straight line between those two eh peaks 	
g	well i want i-- you to actually follow it 	
f	oh right 	
f	to the right to curve round right 	
g	to bay 	
g	yeah uh-huh 	
f	okay 	
f	so eh i'm going for a straight line from concealed hideout to the first eh crest 	
g	yeah 	
f	and then do a curved line 	
f	right okay 	
g	yeah 	
g	until you come to the next peak there 	
f	right 	
g	okay right 	
