Found 2 args.
Observation: q8ec3; Result size: 193; atts: 2
who	$m	
g	'kay 	
f	right 	
g	right starting at the top left of the right 	
f	right right 	
g	if you come down sort of south southeast 	
g	you got a burnt forest 	
f	aye 	
g	now come down round the left of the burnt forest so that you're just about underneath the "b" 	
f	right hold on 	
g	oh right 	
f	right 	
f	i'm just below the "b" 	
g	right 	
g	now come down to the other direction now and 	
g	have you got a ravine 	
f	yes 	
g	right 	
g	if you see the bottom of the ravine then take a line across to the left-hand side of the page 	
g	right 	
f	s-- so 	
g	have you if you think of the ravine right 	
f	right 	
f	i'm at the burnt forest right up the top here right 	
g	right uh-uh 	
g	if you we're going to go down 	
f	have you got a carpenter's cottage 	
g	no i haven't 	
g	erm if if you can see the start mark 	
f	oh you just want me to just go to the left of the ravine 	
g	no i don't 	
f	no 	
g	if see the bottom of the ravine right 	
f	right 	
g	you're we you're going to end up in a line with the bottom of the ravine 	
g	right 	
f	right 	
g	underneath the start point 	
g	right 	
f	right 	
g	under the start point but on the same line as the ravine bottom of the ravine 	
f	right 	
g	right 	
f	right 	
g	if you could sort of curve round 	
f	mmhmm 	
g	so that you're vertically underneath the start point 	
f	oh jeez 	
g	missing 	
g	is it is that where your carpenter's cottage is underneath the burnt forest 	
f	right 	
f	a-- 	
f	aye 	
f	it's just directly underneath there 	
g	well if you go to the 	
f	to the left of that 	
g	to the left of that 	
f	right 	
f	right i'm down here 	
g	right 	
f	right 	
g	now 	
g	along so that you're couple of centimetres left of the ravine along horizontally 	
f	to the left of it 	
g	uh-huh 	
f	right 	
g	and do you have the remote village 	
f	no 	
g	doesn't matter 	
f	i've got a tiled land just underneath that 	
g	yeah 	
g	okay 	
g	if you go up sort of slope if you slope up to the top left-hand corner of the ravine 	
f	right 	
g	right 	
g	and go up another centimetre maybe 	
f	right 	
g	and go along 'til you're at the top right of the ravine 	
f	right 	
g	yeah and along a few centimetres more 	
g	do you have a pine grove 	
f	aye 	
g	right 	
g	if you if you just take a straight line from where you are down to the bottom left of the pine grove 	
f	right 	
g	and do you have something underneath that 	
f	er there's an avalanche just slightly to the right 	
g	to the right 	
f	mmhmm 	
g	underneath the pine grove 	
f	mmhmm 	
g	right 	
f	it's a good wee bit down but 	
g	erm 	
g	right 	
g	if you go under the pine grove 	
f	right 	
g	but at south a southeasterly angle sort of thing 	
f	right 	
g	and 	
g	so that you're and you should finish underneath 	
g	och no 	
g	have you got concealed hideout 	
f	aye 	
g	you've got a concealed hideout right 	
f	i've got an avalanche directly above that 	
g	right 	
f	have you no 	
g	no i haven't 	
g	we're trying to get to the right of the concealed hideout 	
g	right 	
f	just to the right of it 	
g	yeah so 	
f	well i'll just go straight down there 	
g	well aye 	
g	if you sort of miss out the r-- go round the avalanche 	
f	right i will 	
g	which i presume and you should be at the right of the concealed hideout 	
f	right 	
f	i'm at the right of it 	
g	right 	
g	now go underneath it so that you're just underneath the "c" you horizontally are down to the bottom of the concealed hideout and along so that you're just about under the "c" 	
f	the sea 	
g	of concealed sorry 	
f	oh sorry i thought you were talking about 	
g	okay 	
g	do you have a boat house 	
f	eh it's away down to the right 	
f	aye 	
g	oh there's two boathouses ah 	
f	right 	
g	well i've got another boat house 	
g	if you maybe two centimetres more past the "c" 	
f	to the left 	
g	yeah 	
f	right 	
g	right 	
g	and do you have crane bay marked 	
f	mmhmm 	
g	and eh is is it curved 	
f	aye 	
g	where about u-- up above the "b" 	
g	of bay 	
f	aye 	
f	mmhmm 	
g	well follow that curve round until you get above the "r" vertically down from the boat house and curve round 'til you get to the "r" 	
f	right 	
g	right 	
f	got it 	
g	do you have a coconut palm 	
f	no 	
g	a pebbled shore 	
f	aye 	
g	right 	
g	if you follow the coast round right until you get to above the pebbled shore 	
f	mmhmm 	
g	then you're going 	
f	follow it quite close 	
g	no not terribly close 	
f	right 	
g	and then you're going to the left of the pebbled shore 	
f	above it 	
g	uh-huh 	
g	above and to the left 	
f	right 	
g	okay 	
f	mmhmm 	
g	do you have something underneath the pebbled shore 	
f	washed stones 	
g	right 	
g	i don't have these 	
g	if you go southwest that's towards the bottom left-hand corner 	
g	right 	
f	right 	
g	within a centimetre of the edge of the page 	
f	right 	
g	do you have a flagship 	
f	yes 	
g	right 	
g	the finish 	
f	right i'm down i'm at the bottom of the pa-- 	
g	wait a minute 	
g	wait a minute right 	
g	the finish point is on land 	
f	right 	
g	on the same line as the bottom of the flagship 	
g	right 	
f	right 	
g	it's about a centimetre inland 	
f	right 	
g	and but you have to curve round the washed stones or whatever you've got there 	
f	right i will 	
g	and 	
g	presumably "x" marks the spot 	
