Found 2 args.
Observation: q1nc1; Result size: 686; atts: 2
who	$m	
g	ehm right 	
g	you start at the caravan park 	
f	mmhmm 	
g	right 	
g	ehm if you go down about three inches down uh-huh 	
f	right 	
g	and then across about two and go back up in 	
f	do i go past the picket fence 	
g	no 	
g	right okay 	
g	we're going 	
g	see the old mill can you find the old mill on your map 	
f	the mill wheel 	
g	it's an old mill 	
f	i don't have an old mill it says mill wheel must be the same thing 	
g	okay right 	
f	so 	
f	i go down from the caravan park bef-- turn right before the picket fence 	
g	you go to the old mill 	
g	there's no picket fence here eh 	
f	you don't have a picket f-- 	
f	i've a i've got a picket fence about three inches down from the caravan park 	
f	so i need to stop short of that and turn right right and go and pass beneath the mill wheel or the old the old mill as you have it 	
g	well 	
g	no 	
g	i go down and then i turn right n-- no then i turn left and then i go back up past the old mill so it's like a curve it's like a curve going up down and then up again past the old 	
g	have you got is old mill quite near the caravan park 	
f	yeah 	
f	it's about i mean maybe an inch and a half or two inches southeast of it on mine 	
g	mm 	
g	and ha-- have you to go have you to go there like in you've not you've not to pass the ca-- you've not to pass that fence 	
f	well 	
f	if i went three inches down from the caravan park i would you know i'd more or less hit the picket fence 	
g	so then 	
g	right i see 	
g	so is that the idea of this then so you you're going straight to where i am instead of going round the picket fence 	
g	if i say if i say that you've to go to the old mill first 	
f	where's your 	
f	actually go to it 	
f	well 	
g	mmhmm 	
f	i you know i wouldn't have to really go down i could just i could just go you know down and to the right rather than go down and then turn right sort of thing 	
g	hmm 	
g	but is the idea is the idea so that you don't go there to the picket fence if i'm going to the old mill first 	
f	wh-- where wh-- 	
f	well 	
f	i you i don't suppose you you you can go outside the picket fence 	
f	eh i i could i could go down about you know two and a half inches and then go right and that would take me underneath my mill wheel right you know beneath it so that not not beneath it n-- on the map beneath it on the map 	
g	right okay 	
g	mmhmm 	
f	you know 	
f	so i can go down and then to the right and and you know another couple of inches and that's me below the mill wheel 	
g	the old mill 	
f	is that okay 	
g	right 	
g	can you can you s-- s-- can you s-- well can you see the abandoned cottage 	
f	yeah 	
f	that's in the middle of my map right in the middle of the page 	
g	uh-huh 	
g	so if mm 	
g	so if you go to the old mill and then y-- 	
f	i'd if i need to go beneath the old mill right 	
f	okay 	
g	uh-huh 	
