Found 2 args.
Observation: q8ec5; Result size: 228; atts: 2
who	$m	
g	right 	
g	start top left yeah 	
f	right 	
g	no left 	
f	okay 	
g	right erm 	
g	burnt forest right 	
f	yeah 	
f	right beside the start 	
g	go down diagonally so you're just next to the "b" 	
f	just next to the "b" okay 	
g	right 	
f	diagonally 	
g	yeah 	
g	right 	
f	yeah okay 	
g	you should have something straight under the burnt forest 	
f	yes 	
f	a carpenter's cottage 	
g	right 	
g	we're going to the we're going to the l-- left-hand side of that 	
g	okay 	
f	left 	
g	but don't do it yet 	
g	right 	
g	we're going to left-hand side 	
f	right 	
g	see the ravine right 	
f	yeah 	
g	see the bottom of the ravine right 	
f	uh-huh 	
g	and see the start 	
f	yeah 	
g	right 	
g	we're going to the cross between vertical down start and horizontal 	
g	right 	
f	right 	
g	right 	
f	from the start down to the "b" of the burnt forest right 	
g	right 	
g	then we're going to curve round to where the bottom of the ravine and the vertical from the start meet 	
f	which direction 	
f	curve round 	
g	okay 	
f	we'll want to curve round the ravine and where the bottom of this 	
g	no curve curve 	
g	see the start 	
g	you want to be d-- y-- you're going to finish directly under the start 	
g	right 	
f	yeah okay 	
g	opposite the bottom of the ravine 	
f	opposite the bottom of the ravine so o-- 	
g	right 	
g	so you're vertically under start but you're at the bottom of the ravine 	
g	okay 	
f	yeah 	
g	and go round the side of the whatever you've got there 	
f	carpenter's cottage 	
g	right 	
g	to the left 	
g	okay 	
f	to the left okay so 	
g	on you go 	
f	we slope down in between the carpenter's cottage and the ravine er beside the ravine slope down beside the ravine 	
g	i don't have a carpenter's cottage i'm just 	
g	no 	
f	no 	
g	like you'll you'll want to be directly under the start the starting cross right but you're opposite the bottom of the ravine 	
g	okay 	
f	opposite the bottom okay 	
f	so 	
g	you're still directly you want to end up directly under the start opposite the bottom of the ravine 	
f	okay 	
g	right okay 	
f	right hold on 	
g	right 	
g	go along horizontally until you're about two centimetres away from the bottom of the ravine 	
f	okay 	
g	okay 	
g	okay 	
f	yeah 	
g	right 	
g	diagonally up to one centimetre above the top left of the ravine 	
f	one centimetre above from the top okay 	
g	okay 	
g	now 	
g	we're going horizontally along 	
g	right 	
f	right 	
g	you've got pine grove haven't you 	
f	yeah 	
g	erm go along to the top right hand side of the ravine 	
f	okay 	
g	right 	
g	and another two centimetres from that 	
g	right 	
g	now go diagonally down to the bottom left of the pine grove 	
f	okay 	
f	okay 	
g	right 	
g	you've got an avalanche somewhere haven't you 	
f	yes er 	
g	right 	
g	see the concealed hideout 	
f	mmhmm 	
g	the right hand side 	
f	yeah 	
g	that's where we're trying to go 	
g	okay 	
f	okay 	
g	so 	
g	if you sort of curve round an inverted "s" shape 	
f	an inverted "s" 	
g	yeah well it's li-- like a "2" 	
g	right 	
f	right 	
g	so that you miss the avalanche 	
f	miss the avalanche okay 	
g	and end up at the bottom of the concealed hide-- well the side of the concealed hideout anyway 	
f	okay 	
g	okay 	
f	right yeah 	
g	now 	
g	curve round until you're under the "c" of concealed hideout 	
f	curve round 'til er i-- i'm just under the "c" 	
g	right 	
g	then two centimetres further left 	
f	yeah 	
f	further left 	
g	right 	
f	okay 	
f	left to whereabouts 	
g	now 	
g	so 	
g	you're now two centimetres to the left of "c" 	
g	just about underneath it 	
f	oh "c" 	
g	okay 	
f	is this along to l-- my left directly along two centimetres along from the "c" 	
g	yeah 	
f	okay 	
g	okay 	
f	yeah 	
g	right 	
g	now 	
g	see crane bay right 	
f	yes 	
g	there's a there's a curved bit just above the letters crane er "e" "b" alright 	
f	yeah 	
g	the curved bit right and see the peninsula around where "r" is above "r" the corner 	
f	yeah 	
g	go vertically down and then follow the curve round until you get above "r" 	
f	okay 	
g	the "r" bit okay 	
f	okay right 	
f	above "r" 	
g	right 	
g	well on the on the on land 	
f	on l-- 	
g	you're still on land aren't you 	
f	yeah yeah it's alright i'm on land yeah 	
g	you shouldn't be in the sea yet no right 	
g	do you have a coconut palm 	
f	no 	
g	but you've got pebbled shore 	
f	yeah 	
g	now 	
g	follow the coast round don't do it yet right follow the y-- we're going to end up above the middle of the pebbled shore 	
g	right 	
f	above the middle okay 	
g	and follow the coast round but not too closely 	
f	okay 	
f	whereabouts is this 	
g	but 	
g	sort of 	
f	coconut what was it you said 	
g	erm 	
g	you have to be quick 	
g	follow the coast round 	
g	right 	
f	okay 	
g	until you get horizontally above the pebbled shore 	
g	right 	
g	and then go along 'til you're above the middle of the pebbled shore 	
f	okay right 	
g	right now 	
g	you've got some washed pebbles haven't you underneath the pebbled shore 	
f	washed s-- yeah 	
g	right 	
g	go go 	
g	hmm 	
g	see the flagship 	
f	yeah 	
g	right 	
g	don't do anything yet right 	
g	see the flagship the bottom of the flagship right 	
f	yeah 	
g	along that is a line where the finish is right along that line 	
f	yeah along this line 	
g	t-- about two centimetres inland 	
f	two centimetres inland okay 	
g	along the line from the bottom of the flagship 	
g	right 	
g	that's where the finish is 	
g	okay 	
f	okay 	
g	right 	
g	don't do anything yet right 	
g	now 	
g	see you're at the s-- so-- top of the pebbled shore right 	
f	yeah 	
g	now 	
g	go diagonally to the left-hand side of the page 	
f	okay 	
g	so that you miss the washed pebbles 	
f	miss the washed pebbles 	
g	but you should be 	
f	to the left of them 	
f	to the left of them 	
g	yeah 	
g	and you should be about a centimetre from the edge of the page 	
f	yeah 	
g	and come down vertically and curve in so that you end up at the finish mark 	
f	okay 	
g	big cross 	
f	right 	
g	and we're finished 	
f	okay 	
