Found 2 args.
Observation: q7nc3; Result size: 148; atts: 2
who	$m	
g	okay 	
g	have you found can you go to the start c-- ehm position please 	
f	mm 	
g	there's a black cross 	
f	yeah 	
g	right just below the start position there should be the site of a forest fire 	
f	mm 	
g	have you got that 	
f	yeah 	
g	if you could start from the black cross and go slightly to the left and then straight down ehm past the s-- to the side of the left-hand side of the forest fire the site of forest fire and keep going sort of down very near to the edge of the page until you come to a picnic site 	
g	have you got a picnic site 	
f	no i don't have that 	
g	mm have you got an adventure playground 	
f	yeah 	
f	that's above to the right 	
g	right okay 	
g	could you keep don't don't go anywhere towards the p-- adventure playground just now 	
f	okay 	
g	jus-- could you go down from maybe the bottom you're still on the very very left-hand side of the page could you go down from the the writing that says site of forest fire 	
f	yeah 	
g	down about four inches on the side of the page just continue your path 	
f	okay 	
g	okay 	
g	right 	
g	and then can you stop about an inch from the bottom of the page 	
f	okay 	
g	and turn turn to the right hand side and go along maybe for about two inches just horizontally 	
f	okay 	
f	okay 	
g	and then i'd like you to turn upwards to the direction of the adventure playground 	
f	okay 	
f	okay 	
g	okay put and then just sort of skim along the edge of the adventure playground 	
f	okay 	
g	and you should see there's a sort of climbing frame 	
f	mm 	
g	c-- come up to the top of the climbing frame and then turn right 	
f	okay 	
f	okay 	
g	right okay 	
g	now 	
g	have you got there's a 'til you're just sort of right tu-- if you turn right and continue along horizontally for about six inches 	
f	okay 	
g	you should have above you a granite quarry 	
f	okay w-- 	
g	have you got this granite quarry 	
f	yeah 	
f	it's way above though 	
g	yeah so that's okay it's supposed to be 	
g	you're sort of you're horizon-- you're level with the adventure playground but you have to right wait a minute go along about six inches from the adventure playground and then directly up 	
f	okay 	
f	mmhmm 	
f	okay 	
g	towards towards the granite quarry 	
f	okay 	
g	and sort of turn right wait a minute you just sort of the right-hand side of the granite quarry can you go right up above the granite quarry 	
f	yeah 	
g	and then back down again 	
g	i don't have you got any obstacles in your way 	
f	ah right like directly diagonal from the adventure playground i've privately owned fields about four inches under the granite quarry 	
g	mmhmm mmhmm 	
g	but you haven't gone through them have you 	
f	no 	
g	okay 	
g	right so 	
g	if you continue going right up above the granite quarry 	
f	okay 	
g	you should come to a train crossing 	
g	do you have the train crossing 	
f	ah yeah 	
f	but it's up on the far left of my paper so 	
g	oh 	
g	oh right 	
g	there's t-- actually two on mine so if you uh you should have a granite quarry and then a waterfall well that's what i've got on my map 	
f	yeah 	
f	i have a waterfall to the left of the granite quarry 	
g	yeah 	
g	but on this map there's a train crossing 	
g	so if you could come down you go up above the granite quarry and then back down again but not too far 	
g	otherwise you'll pass through the train crossing in my map 	
f	okay 	
g	so if you keep going along just about half an inch below the waterfall and right up to the left han-- no 	
f	right 	
f	what i did at the top of the granite quarry was i made a right 	
g	mmhmm 	
g	oh no 	
f	for around two inches 	
f	or what should i have done 	
g	you should have gone to the left 	
f	okay 	
g	sorry towards the waterfall sorry 	
f	that's okay 	
f	so then okay 	
f	how far above the granite quarry should i go 	
g	about couple of about half a centimetre 	
f	and then go left 	
g	yeah 	
g	sort of over the granite quarry in the direction of the waterfall 	
g	just if you keep about two centimetres below the w-- the writing that says waterfall 	
f	do you okay keep below it 	
g	mmhmm 	
g	not too far though 	
f	okay 	
g	and then if you go up to the "w" of the waterfall and then straight up just about couple of centime-- no a centimetre a-- away f-- to the left of wa-- the "w" of waterfall straight up to the top of the waterfall 	
f	okay i see 	
g	and when you get to the top of the waterfall oh you should just go up above the waterfall about five centimetres two inches 	
f	okay 	
g	and you should be n-- n-- you should be near to the train crossing in 	
f	mm 	
g	and cornfields 	
f	yeah 	
g	but don't just stay where you are just now 	
g	now if you go to the 	
g	if you can look back quickly at the granite quarry you should see a fallen cairn 	
f	yeah 	
g	i want you to go wh-- from where you are to just below the fallen cairn t-- 	
f	okay 	
g	just go past underneath it though 	
f	okay 	
g	and then once you-- once you're past it can you turn back up to the left past and go up up the way towards the limestone cliffs keeping on the left-hand side of the limestone cliffs 	
f	should i after the fallen cairns 	
g	uh-huh 	
f	should i just be going up straight 	
g	erm sort of veer veer a bit to the left 	
f	okay 	
f	and then up above 	
g	k-- 	
g	uh-huh 	
f	okay 	
g	and have you got limestone cliffs 	
f	no 	
f	but i think i've 	
f	do you have lion country 	
g	no i don't have lion c-- 	
f	i think that's i-- it's tha-- is where 	
f	you are 	
g	okay 	
g	well sort of keep to the left of the lion country and keep going up the way for about from the fallen cairn oh no about five centimetres just keep going up past the lion country 	
f	okay 	
g	and you should come to an east lake 	
f	okay 	
g	just go along skim along the bottom of the east lake to the finish and that's you 	
f	to the finish where's the finish 	
g	oh no between the cornfields and the east lake 	
f	oh okay 	
g	about just directly in the middle and that's you 	
f	okay 	
g	okay 	
