Found 2 args.
Observation: q1ec2; Result size: 147; atts: 2
who	$m	
g	right 	
g	start off facing north 	
g	right 	
g	turn to your left and walk forward then to your left again keep walking forward 'til you come to the site of a plane crash go right roundabout it and turn to your right so you end up facing north again 	
f	could you just slow down a bit please 	
g	sorry 	
f	so i have to walk straight ahead from the start 	
g	mmhmm 	
f	and then turn right 	
g	mmhmm 	
g	just go a couple of steps 	
f	mmhmm 	
f	have i to pass pass by the waterhole 	
g	pass pass the pass 	
g	well 	
g	it's stony desert that's what i've got here 	
f	erm 	
g	but 	
f	now 	
f	i'm starting off from the s-- just above to the north of the stony desert 	
g	mmhmm 	
f	erm 	
f	have i to pass by the savannah 	
g	no 	
g	you've to come down 	
f	erm 	
g	and round past the site of the plane crash 	
g	no 	
f	erm 	
f	erm plane crash is to north of where i am 	
g	well 	
g	is there no one right at the bottom left-hand side of the page 	
f	no 	
g	okay 	
g	well 	
g	come to walk right to the right-hand side of the page 	
f	okay 	
g	eh left-hand sorry 	
f	okay 	
g	erm have you got a collapsed shelter 	
f	yes i do 	
g	right 	
g	you've to go up north and then round the collapsed shelter 	
f	uh-huh 	
g	erm do you meet the savannah 	
f	erm 	
f	mm now when i when i go round past the collapsed shelter my the savannah is to my right 	
g	mmhmm 	
f	okay 	
g	well 	
g	walking east 	
f	that's east okay okay 	
f	that's i'll change direction and walk east now towards the savannah past the collapsed shelter 	
g	mmhmm 	
g	when you get to the savannah t-- before you ge-- turn to your left so you're heading north again 	
f	okay 	
f	okay 	
g	until you you get over the top of the slate mountain 	
f	over the top of the 	
g	slate mountain 	
f	don't have a slate mountain 	
g	mm 	
f	eh i've got some hot springs and elephants 	
g	well 	
g	the hot wells are after the slate mountain 	
g	ehm 	
g	just walk up t-- to the north to about the height of hot wells the hot springs 	
f	okay okay okay 	
g	turn to your right well left sorry 	
f	mmhmm 	
g	and down below the springs 	
f	walk walk below the springs 	
g	uh-huh 	
f	right 	
g	then turn to face north again 	
f	uh-huh 	
g	have you got a white mountain 	
f	yes 	
f	i have a white mountain to my north 	
g	right 	
g	up past up on the left of the white mountain walk right up past 	
f	uh-huh 	
g	erm do you have a lake right up at the top 	
f	yes uh-huh 	
g	right 	
g	walk keep walking north 'til you get to the level of the lake 	
f	uh-huh 	
g	then walk right round it 	
f	uh-huh 	
g	roman baths 	
f	roman baths don't have any roman baths at all 	
g	well 	
g	when you come round the lake stick close round the edge 	
f	uh-huh 	
g	and come back the way you came well only halfway 	
f	mmhmm 	
f	back round past the white mountain 	
g	right 	
g	no 	
g	right just come back about the length of the lake 	
f	uh-huh 	
g	erm roman baths 	
g	no 	
g	you said you didn't have that 	
f	don't have any roman baths 	
g	antelopes 	
f	i've got some round r-- 	
f	yes 	
f	i've got some antelopes right in the centre 	
g	well 	
g	on a-- this map the roman baths are there are at the top below the lake and then it's the antelope 	
f	right okay 	
f	so you want me to go between the antelopes and the position of the roman bath 	
g	well it one is just below the other and it's come down to the way you'll be facing it'll be your left the roman baths and the antelopes will be to your left 	
f	right okay then 	
f	right 	
f	so i've to go down to so that the antelopes are to my left 	
f	and what about this lake 	
f	i'm still i've still gone halfway back round the lake again 	
g	erm 	
g	right 	
g	your lake is on the right top right 	
f	okay 	
g	right er 	
g	and you're to walk erm that way round the lake to-- the roman baths were there 	
f	okay 	
g	erm 	
f	i just score this bit out a minute 	
f	right 	
f	so sort of underneath the lake then 	
g	er right round and come back under it 	
f	right round 	
f	right that's that right okay okay 	
g	right 	
g	and straight down to the antelopes 	
f	uh-huh 	
g	erm and it goes round the bottom of the antelopes 	
f	mmhmm 	
g	on my map it's eh right to the go to the right 	
f	mmhmm 	
g	i think that's me at the finish 	
g	just is there a site of the plane crash 	
f	uh-huh i've got that i've got a site of plane crash 	
g	well it's just below there 	
f	just below that 	
f	and that's it 	
g	think so 	
