Found 2 args.
Observation: q8ec7; Result size: 145; atts: 2
who	$m	
g	right er 	
g	the start is above an extinct volcano 	
g	do you have that on your map 	
f	uh-huh right i've got that right 	
g	okay 	
g	and about one and a half centimetres above the peak of the extinct volcano 	
f	straight up the way 	
g	is the start yeah you got that on your map okay 	
f	yeah i've got that 	
f	a big cross right 	
g	and go four centimetres along to your left 	
f	right 	
g	and slope 	
g	no it doesn't matt-- 	
g	erm about 	
g	six centimetres down 	
f	straight down 	
g	yeah straight down 	
f	how far up from the bottom of the page then 	
g	erm er you should be about three centimetres above the bottom of the page 	
f	right 	
g	and do you have a tribal settlement 	
g	no you don't 	
g	erm thr-- 	
g	go along to your left until you're directly under the rope bridge 	
f	right 	
g	okay 	
g	and go along four centimetres to your left again 	
f	right 	
g	er up vertically seven centimetres just straight up 	
g	and curve to your right until you go across the rope bridge 	
g	and go across the rope bridge er stop at the end 	
g	c-- eh curve down going right again er go down by about three centimetres 	
g	do you have an obstacle near you 	
f	there's a machete 	
g	a machete 	
g	are we just underneath --neath it 	
f	right 	
g	will we hit it if we go along 	
f	no 	
f	i'm just underneath it 	
g	no just underneath it 	
g	well 	
g	go along seven centimetres 	
f	to the right 	
g	to the right yeah 	
g	and do you have a collapsed shelter yeah 	
f	mmhmm 	
g	are you to the left of that just 	
f	er right 	
g	right 	
g	just to the left of that 	
g	and go directly up about ten centimetres 	
f	to about halfway up the page 	
g	yeah 	
g	er do you have an obstacle 	
f	there's a crevasse to the left 	
g	a crevasse 	
g	well 	
g	curve round above the crevasse then and 	
f	how far over now 	
g	erm just stop just when you're just above the left of the crevasse 	
g	and er there's forty-five degree slope 	
g	do you have a saxon barn 	
f	mmhmm 	
g	er slope underneath it from the top of the crevasse 	
f	down towards that 	
f	right 	
g	to just underneath the right-hand side of the saxon barn and go along three centimetres under the saxon barn 	
g	and do you have pelicans 	
f	right 	
f	no 	
g	"p" for pink erm 	
g	go down and along well this is a slope of about twenty degrees 	
f	to the left 	
g	erm to your left yeah 	
g	and go down five centimetres 	
g	okay 	
f	right 	
g	along six centimetres to your left 	
f	that's near about the edge of the page then 	
g	oh right 	
g	you should be about a couple of centimetres just just beside the page just off the page 	
g	and 	
g	you've got white mountain there haven't you 	
f	mmhmm 	
g	well 	
g	go up from where you are five centimetres and then on a slope along up to the white mountain and you should be one centimetre away from the white mountain until you're level with the peak one centimetre away from top the of the peak and in line with it 	
f	so around the top of it 	
g	er you don't go around the top you stop on your when you reach the top 	
g	do you have a golden beach 	
f	no 	
g	no right 	
g	have you put that in now you're just one centimetre to the left of the peak of the white mountain yeah 	
f	no 	
f	mmhmm 	
g	and go up seven centimetres 	
f	straight up 	
g	yeah straight up 	
f	right 	
g	and is there a slate mountain to the right 	
f	uh-huh 	
f	to the right uh-huh 	
g	are you directly opposite it right just about 	
f	mmhmm 	
g	well and 	
g	go fo-- go along until you're one centimetre from the base of the slate mountain 	
g	and er follow the slope of the slate mountain one centimetre away again 	
f	b-- wh-- what do you mean 	
g	you're one centimetre to the left of the slate mountain go up er fo-- the slope 	
f	straight up the way 	
g	no 	
g	s-- follow the slope of the mountain 	
f	up to the top of the mountain 	
g	yeah 	
g	and over and round it 	
f	right 	
g	okay 	
g	and you just erm come just under to the right-hand side about two centimetres under the slate mountain 	
f	right 	
g	to the right-hand side of the slate mountain yeah 	
g	go al-- 	
g	erm do you have any obstacles near you 	
f	well 	
f	there's submerged rocks to the left and below that there's a secret valley then there's golden beach to the right 	
g	to the left okay 	
g	er go along to your left until you're just underneath the left-hand side of the slate mountain 	
f	right 	
g	and go 	
g	er how close are you to the rocks whatever 	
f	ehm about three four centimetres above them 	
g	a-- above it er to your is it to your left yeah 	
f	mmhmm 	
g	right 	
g	do you have a secret valley 	
f	mmhmm 	
g	well 	
g	you go straight down to the left well slope slightly to the left of the secret valley and curve round to the bottom of it yeah and to the "s" right go down to the "s" of secret 	
f	right 	
g	you're just underneath that yeah 	
g	and along five centimetres and that's finish 	
f	what to the right 	
g	to the right yeah 	
g	okay that's it okay 	
f	right 	
