Found 2 args.
Observation: q3nc2; Result size: 183; atts: 2
who	$m	
g	eh right 	
g	the route's starting at the chestnut tree 	
g	okay 	
g	and i want you to go towards the left-hand side of the page 	
f	mmhmm 	
g	and just before you get there if if that was going forwards then turn to your right and go up about an inch and a half and then turn to your right again 	
f	mmhmm 	
g	then branch off above the attractive cliffs not quite in a straight not in a quite in a ninety degree angle ehm 	
f	say it start again wait from 	
g	uh-huh 	
g	from the chestnut tree right as if you were going forward to the edge of the page 	
f	mmhmm 	
g	but not quite 	
f	right 	
g	then turn to your right 	
f	mmhmm 	
g	and go up about an inch and a half or two inches turn right again not quite at ninety degrees and then turn if that was forwards turn to your left up to above the attractive hills to n-- near the vast meadow 	
f	mmhmm 	
g	right 	
g	ehm you go forward from there and you branch off 	
g	you can see that ehm jutty-out bit in crane bay you've g-- you've got 	
f	in where 	
f	oh right aye 	
g	you've got to go up ehm to your left again but keep quite close when you get to that top corner 	
g	keep qu-- uh-huh 	
f	wait a minute 	
f	if i oh when i'm by crane bay 	
g	uh-huh 	
f	which direction have i been coming from 	
g	right 	
g	you've c-- you've come from vast meadow 	
g	right 	
f	mmhmm 	
g	and there's an outcrop of land well you're not going quite on to that 	
f	right 	
g	right you're going up to the next corner above vast meadow 	
g	just sort of diagonally opposite the "c" of crane bay 	
g	right 	
g	you've got to turn to your left up the way 	
g	do you want me to run by that one again 	
f	yeah if you could 	
g	right where've we got to vast meadow 	
f	uh-huh 	
g	right 	
g	turn to your left at vast meadow 	
f	right 	
g	and then when it comes to crane bay you're keeping quite close to the coast 	
f	no 	
g	no 	
g	you're not anywhere near that 	
f	nowhere near the coast 	
g	well you should be 	
f	right so 	
g	ehm 	
f	i'll just go down here then 	
g	retrack to vast meadow and attractive cliffs you should be in between where it says vast meadow and the the picture of the attractive cliffs 	
f	oh right 	
g	mucked this up completely have i 	
f	we've probably got different maps right 	
g	ehm right and you're turning left up there 	
f	turning left 	
g	uh-huh towards the coast 	
f	right 	
g	it's not really towards the coast it's sort of what would it be northeastwards no it wouldn't be northeastwards if you were coming that way it would be northwestwards 	
f	right 	
g	ehm along above where it says crane bay you keep quite close to the coast and above the "e" of crane bay you're making a ninety degree turn to your left again 	
f	right 	
g	towards the reclaimed fields 	
f	right 	
g	and you've got to skirt round them ehm taking a right turn 	
f	mmhmm 	
g	go right round ehm until you get to just above them 	
f	mmhmm 	
g	towards the chapel 	
g	and then you've got to go 	
f	towards what 	
g	the chapel 	
g	you do have a chapel 	
f	no 	
g	oh 	
f	i could draw one in 	
g	do you have seven beeches 	
f	i do 	
g	right 	
g	head up towards seven beeches then 	
f	mmhmm 	
g	and from seven beeches 	
g	right 	
g	i'll start in the right place this time suppose that's one point in my favour that i said start at the chestnut tree 	
f	mm 	
g	that's just a habit of mine to start at the bottom of a map and work my way up 	
g	sorry 	
f	right 	
g	okay 	
g	okay 	
f	bit young for a missus 	
g	yes 	
g	right this is lindsey and melanie number "n" "a" "q" three "c" two plus minus four "d" "u" 	
g	right if you'd like to start at the beginning 	
f	at at the start 	
g	at the start which is above the haystack 	
f	okay 	
g	right 	
f	right 	
g	ehm if you you're heading southwards 	
f	mmhmm 	
g	ehm more or less straight slight bend towards the hi-- the haystack 	
g	ehm come down to about level with the carpenter's house and then you want to head along towards the carpenter's house 	
f	mmhmm 	
g	ehm head up ehm what what sort of angle sort of northeastwards towards green bay and stick fairly well 	
f	wait a minute towards where 	
g	green bay at the top 	
f	green bay 	
g	uh-huh 	
f	ehm no green bay 	
g	no green bay 	
g	ehm there should be an inshot at the top th-- that would look like water 	
f	nope 	
g	no 	
g	anyway head up for about two and a half inches from the carpenter's house 	
f	right 	
g	right ehm 	
f	upwards 	
g	yes 	
f	okay 	
g	and in a more or less straight line sloping slightly down the way head along for about another two inches then slope down towards seven beeches 	
f	mmhmm 	
g	ehm curve round slightly to your right 	
f	to my right 	
g	yes 	
f	as i look at it 	
g	yes 	
g	because you're going round the chapel you should be heading down towards the reclaimed fields where we got to the last time 	
f	right 	
g	ehm you want to go you want to circle the reclaimed fields right round to your right you want to go round the right of them as you look at it 	
f	right 	
g	and come along for oh about two inches again and then head down straight down southwards towards the bay 	
f	mmhmm 	
g	and stick fairly close to the coast for about an inch and a half 	
f	okay 	
g	then slope down towards vast meadow in between vast meadow and attractive cliffs ehm an angle sort of 	
f	wait a minute 	
g	uh-uh 	
g	have i lost you 	
f	right 	
f	take me from reclaimed fields again 	
g	right have you circled them not quite circled them come round to the right of them 	
f	come round to the right of them 	
g	uh-huh 	
g	right round underneath wh-- to where it says reclaimed fields 	
f	okay 	
g	right for about an inch and a half 	
f	right 	
g	right 	
f	okay 	
g	and straight down towards the bay 	
f	right 	
g	and you keep fairly close to the coast for about an inch and a half of that then head 	
g	i sound as if i'm making an awful lot of mistakes here 	
f	no it's my old one i'm s-- scribbling out 	
g	ehm head down at a southwesterly angle towards vast meadow and the attractive cliffs 	
f	yes 	
g	right 	
g	you should be in between them you head down in a straight line between vast meadow and attractive cliffs 	
f	a straight line between them 	
g	uh-huh 	
g	until about the "a" of vast meadow 	
f	what 	
f	okay 	
g	right 	
g	and again the same sort of southwesterly angle down to where it says attractive cliffs 	
f	okay 	
g	right 	
g	and then a much more westerly angle for about an inch and then following the side of the map down and then curve round eastwards towards the finish 	
f	what finish 	
g	at the ch-- 	
g	at the chestnut tree 	
f	right 	
g	well i hope that's better than the last one was 	
f	okay 	
g	right 	
f	there 	
g	see if that one's any it's probably 	
