Found 2 args.
Observation: q1nc8; Result size: 262; atts: 2
who	$m	
g	right 	
g	you start off 	
g	have you got a stony desert 	
f	mmhmm 	
f	just above it the start is 	
g	right uh-huh 	
f	right 	
g	okay 	
g	now you're going along left towa-- right towards the left of the page and you kind of go round the stony desert and down 	
f	mmhmm 	
g	to so you're level with the bottom of the stony desert 	
f	mmhmm 	
g	and you keep going right along to the left 'til you're about a-- an inch away from the left-hand side of the page 	
f	mmhmm 	
g	eh do you have a f-- site of a plane crash 	
f	no 	
g	ehm that should be just above your line 	
g	and you're going about two and a half inches up 	
f	mmhmm 	
g	still should be about an inch away from the left-hand side 	
f	mmhmm 	
g	ehm about two and a half inches straight along to the right 	
f	beneath the collapsed shelter 	
g	no 	
g	it's actually above just above 	
f	so i'm going above the collapsed shelter 	
g	uh-huh 	
f	that's more than two and a half inches surely 	
f	have you got a waterhole next to the collapsed shelter 	
g	no 	
g	right 	
g	and y-- you're going above the collapsed shelter and down ehm just right next to the "r" of the collapsed shelter 	
f	mmhmm okay 	
g	right 	
f	mmhmm 	
g	ehm and then you're going along to your right again 	
f	mmhmm 	
g	ehm about two inches 	
f	mmhmm 	
g	do you have a savannah on your right 	
f	mm 	
g	yeah 	
f	mmhmm 	
g	ehm you go your line should be at the left of that 	
f	mmhmm 	
g	just keep going up about three inches 'til you're you should be kind of halfway up 	
f	mmhmm 	
g	the page 	
f	that's more than three inches up from where am just now 	
g	is it 	
f	right have you got hot springs 	
g	no 	
f	you got elephants 	
g	oh 	
g	no 	
f	you don't have either ehm 	
g	do you have a slate mountain 	
f	no 	
f	where's the slate mountain 	
g	it should be just to the left of your line now 	
f	ehm 	
g	any-- anyway you should be about halfway up 	
f	okay just now i'm just 	
f	just now i'm going up you know to the left-hand side of the savannah 	
f	okay 	
g	right 	
g	you sh-- 	
f	i have got a site of a plane crash but it's it's near the top right 	
f	have you got one there no 	
g	uh-huh 	
f	oh you have right okay 	
g	yeah 	
g	now 	
g	you should be going along to your left 	
f	above the hot springs beneath the antelopes 	
f	have you got antelopes no 	
g	no 	
g	yo-- no you shouldn't be as far up as that 	
f	yeah 	
f	but if i'm going up to my left from half halfway up the page surely i mean am am i supposed to be halfway up the page 	
f	i'll tell you when i am i'm not there yet 	
g	right 	
g	not quite 	
g	are your antelopes kind of ehm in the centre if you go down 	
f	yeah 	
g	uh-huh 	
f	uh-huh 	
g	well 	
g	you sh-- you shouldn't be as fa-- as far as that 	
f	i'm not as far up as that 	
g	right okay 	
f	that that's above halfway up the page 	
g	uh-huh i know 	
g	right 	
g	and then along to your left about 	
f	have you got a white mountain to the left of the antelopes no 	
g	yeah 	
f	you have right so 	
g	uh-huh 	
f	do i go along as far as that 	
g	no n-- no 	
g	you're not you're not up there yet 	
f	right okay 	
f	where am i then 	
g	y-- okay you're you're down a wee bit from there 	
f	yeah okay 	
g	down from the antelopes and you're kind of along at the right 	
f	to the right-hand side of the antelopes 	
g	yeah 	
f	how far down many inches 	
g	ehm 	
g	about two 	
f	right okay 	
g	an inch and a half 	
g	right 	
f	right 	
g	and you're going along to your left about an inch and a half 	
f	mmhmm 	
g	ehm you want a s-- 	
g	do you have hot wells 	
f	no 	
g	you're wanting a a sloping line down to your left ehm about an inch and a half down a f-- kind of forty-five degree line 	
g	right 	
f	so i'm halfway up the page 	
f	okay 	
f	my line's just straight up and down at the moment 	
f	so i go left for how f-- how f-- far how far left 	
f	i mean d-- do i go beneath the antelopes i mean i i don't mean right beneath them but in underneath er you know in line with them no 	
g	right 	
g	see if you g-- if you put your finger at the antelopes and go straight down 	
g	right 	
f	mmhmm 	
g	your line should be kind of meeting there 	
f	mmhmm right okay 	
g	str-- right 	
g	and then that's where it starts going down 	
f	right 	
f	right okay that's fair enough right 	
g	right 	
g	ehm 	
f	i've got hot springs doesn't say hot wells 	
g	well 	
g	maybe it's same thing 	
f	where is it like southwest of the antelopes but about three inches or so three or four inches 	
g	yeah uh-huh 	
f	right i know where that is then 	
g	what right 	
g	you're going you going underneath that 	
g	right 	
f	underneath that 	
g	underneath underneath the hot wells 	
f	right okay 	
g	ehm down again about an inch 	
f	right 	
g	and then kind of round to your left 	
g	so you're about half an inch away from the side of the page 	
f	mmhmm 	
f	yeah that's it beneath the elephants i-- on my map here 	
g	right 	
f	you don't have those do you 	
g	no i don't have elephants 	
f	right okay 	
f	right okay i know where you are now 	
g	right 	
f	i've got i've drawn the line to there right 	
g	do you have do you have your white mountain 	
f	yeah 	
f	but that's a that's a good good way above this where i am just now 	
g	right uh-huh 	
g	well well 	
g	you go right up 	
f	right 	
g	past the side of the white mountain 	
f	right 	
g	okay 	
f	right 	
g	ehm 	
g	kind of so you're level with the top of the white mountain 	
f	mmhmm that's where i am now 	
g	and 	
g	maybe about two inches 	
f	to the left of it 	
g	no no 	
g	you're wanting a-- another two inch line straight up from there 	
f	have you got round rocks 	
g	no 	
f	you don't 	
f	okay 	
f	i'll i'll draw two inches more right 	
g	right okay 	
f	right 	
g	and you should be not far off the top of the page 	
f	not far from the top of the page right 	
f	how far two inches 	
g	uh-huh 	
f	right okay done that 	
g	right 	
g	and you're about two and a half inches along to your right just a straight line 	
g	do you have a lake 	
f	yeah 	
g	right 	
g	you're wanting to go kind of to the to the edge of the the left-hand side of your lake 	
f	that's about six inches 	
g	no 	
g	it's not 	
f	so i 	
f	i go from the left-hand side of the page to the left-hand side of the lake 	
g	uh-huh 	
f	just a straight line or you know 	
g	yeah 	
g	a straight line along to your right 	
f	so you don't have round rocks 	
f	that that would be me going above the round rocks it must be 	
g	no i 	
g	d-- no i don't have any rocks 	
f	must be 	
g	and you go to the right right round your lake 	
f	just follow it round 	
g	uh-huh 	
g	well well 	
g	see when you get to the the bottom most part of your lake 	
f	mmhmm 	
g	instead of going up towards 	
f	where it says lake 	
g	uh-huh 	
f	mmhmm 	
g	you just kind of you don't make it a full circle you just keep going round 	
g	so that ehm your line is kind of of an inch away from y-- the line where you started 	
f	mmhmm 	
g	see what i mean 	
f	right okay 	
g	mmhmm 	
f	mmhmm 	
g	do you have roman baths 	
f	no 	
g	right 	
g	your line should be going above them ehm you want to go down again maybe about three inches 	
f	mmhmm 	
f	where are the roman baths 	
g	roman 	
f	exactly 	
g	roman baths are ehm just underneath your lake 	
f	where it says lake 	
g	uh-huh 	
f	so i draw the line beneath where it says lake 	
g	yeah 	
f	right okay 	
f	and down again 	
g	and have you got antelopes 	
f	yeah 	
g	right 	
g	you're wanting take your line down to the left of the antelopes 	
f	right okay 	
g	as far as it says antelope 	
f	right done that 	
g	and then about another two inch line to your right straight along and that's you finished 	
f	where's the where's the cross then near the antelopes 	
g	uh-huh 	
g	about two inches to the right well about inch and a half 	
f	right okay got it 	
g	right 	
g	finished 	
