Found 2 args.
Observation: q5nc3; Result size: 110; atts: 2
who	$m	
g	okay ehm 	
g	you've got your starting point at the top 	
f	yeah 	
g	can you see a diamond mine 	
f	yes uh-huh 	
g	right 	
g	i want you to go straight down about three inches past that diamond mine on the left-hand side of it 	
f	right 	
g	okay 	
g	ehm can you see a graveyard 	
f	ehm no 	
g	right that's okay 	
g	ehm could you just head right about f-- sic-- five inches to the right once you've once you're about an inch past the diamond mine turn right 	
f	right 	
g	okay 	
g	ehm now can you go up again about an inch 	
f	uh-huh 	
g	right 	
g	ehm can you see a fast flowing river 	
f	yes 	
g	right 	
g	ehm could you sort of go round that in sort of a curve around the top of that 	
f	in a clockwise direction 	
g	aye 	
f	right 	
g	now keep going down about three inches 	
f	uh-huh 	
g	can you see an apache village 	
f	yes 	
g	eh could you go sort of just at a sort of angle at a right angle down the eh left-hand side of that 	
f	at a r-- moving along to the left first 	
g	well no sort of at an angle a sort of at a 	
f	right 	
g	you know what i mean 	
f	uh-huh 	
g	aye 	
g	eh can you see the carved wooden pole 	
f	no 	
g	right ehm 	
g	you should be at at about a level with the bottom of the apache camp now 	
f	uh-huh 	
g	right 	
g	well just ehm keep heading along about six inches 	
f	to the 	
g	to the left 	
f	to the left 	
g	you see the walled city 	
f	yeah 	
g	just go along the top of that 	
g	past the top of that 	
f	r-- 	
f	right 	
g	and now come down past it 	
f	uh-huh 	
g	in sort of a big curve sort of a la-- go d-- go you're heading down now about six inches down but in a sort of curve 	
f	uh-huh 	
g	not a very steep curve just a curve 	
f	a curve to a curve to the right 	
g	aye 	
f	uh-huh 	
g	and then you'll need to be going 	
g	can you see the stone creek 	
f	yes 	
g	so you'll be about three inches from there just now 	
f	uh-huh 	
g	can you sort of oh can you see flat rocks as well 	
f	yes 	
g	right ehm 	
g	can you sort of curve up past stone creek and sort of the curve goes up to the level of the flat rocks 	
f	on the left of the flat rocks 	
g	no 	
g	just underneath them 	
g	you're sort of going past stone creek but your line's curving up past the flat rocks 	
f	right okay 	
g	and then starting to come down again 	
f	got that 	
g	at the far right-hand side of the paper 	
f	right 	
g	can you see the buffalo 	
f	yeah 	
g	just s-- ehm go straight down the side of the paper and past the buffalo on the right-hand side of them 	
f	right 	
g	so that you'll end up underneath the buffalo 	
f	uh-huh 	
g	right 	
f	yeah 	
g	see the cattle ranch 	
f	no 	
g	no right 	
g	ehm 	
g	go along a wee bit underneath the buffalo 	
g	not too far just an inch or something 	
f	uh-huh 	
f	yeah 	
g	and then a small wee blip up like like you're going along the bottom of the paper but sort of a wee curve up the way like there was something in the way 	
f	up and back down again 	
g	yeah 	
f	right 	
g	can you see the fort 	
f	yeah 	
g	right ehm 	
g	you should be just about an inch away from that aye 	
f	almost 	
g	right fine 	
g	ehm now just curve round the fort underneath the fort 	
f	uh-huh 	
g	and end up about an inch up from the fort and an inch along from the fort 	
f	uh-huh 	
g	that's where you finish that's it 	
f	right 	
