Found 2 args.
Observation: q1nc6; Result size: 166; atts: 2
who	$m	
g	okay 	
g	the start's at the top left 	
f	right aye i've got the start marked down 	
g	you have cliffs there 	
f	sandstone cliffs 	
g	yeah 	
f	mmhmm 	
g	you don't have a forge do you 	
f	no 	
g	right 	
g	there's a forge about two inches beneath the cliffs 	
g	okay 	
f	right 	
f	directly down 	
g	yeah 	
f	besi-- is it beside an old pine 	
g	yeah 	
g	it's about you know an inch or so two inches from to the left of the old pine 	
g	so if you just take a line straight down from the start 	
g	okay 	
f	uh-huh 	
f	so ju-- hang on you see this ehm 	
g	four inches down four inches down just take a straight line 	
f	well is this is this next to the 	
f	is it beside the old pine sort of or is it on a sort of 	
g	no 	
g	just draw a straight line down from the start four inches or so first of all 	
f	right 	
g	okay 	
g	you don't have a forge there but you know that's that's beneath the forge 	
f	where it is 	
g	okay 	
f	right 	
g	then go right to the bottom of the old pine 	
f	mmhmm 	
g	go up and round the old pine 	
f	mmhmm 	
g	you've got a bay at the top haven't you 	
f	a bay a green bay 	
f	uh-huh 	
g	i don't have a bay there but 	
f	oh right 	
g	if you just get to the so you know if you just go round the old pine 	
g	okay 	
f	uh-huh 	
g	once you get to the top 	
f	mmhmm 	
g	go two or three inches to the right 'til you get to the pine forest 	
g	okay 	
f	mmhmm 	
f	round to green bay 	
g	go down on the left-hand side of the pine forest 	
f	the left-hand side right 	
g	mmhmm 	
g	draw a line straight down 	
f	mmhmm 	
f	mmhmm 	
g	until you get to just about a centimetre or or two northwest of the bakery 	
g	okay 	
g	in other words the more or less the top left-hand side of the bakery but a an inch or so above 	
f	right mmhmm 	
g	so then you go just go round the bakery in an oval shape 	
g	okay 	
g	right round it on the right-hand side 	
f	right 	
f	right 	
g	and you don't have a canal do you 	
f	no 	
g	the canal's about two inches to the left of the bakery 	
g	bu-- so go round the bakery 	
f	mmhmm 	
g	and stop about an inch to the left of the bakery 	
f	mmhmm 	
g	then draw a line straight down 	
f	mmhmm 	
g	to where crane bay starts to curve above abo-- above the gap but it's between crane and the word bay 	
f	right 	
g	okay 	
f	mmhmm 	
g	so draw a line straight down to there follow that curve to the left 	
f	mmhmm 	
g	until crane bay curves quite steeply away 	
f	down 	
f	mmhmm 	
g	but don't go don't go round there 	
g	okay 	
f	right mmhmm 	
g	so then do you have wheatfields down there next to the bay 	
f	no 	
f	i've got them up beside the old pine 	
g	yeah 	
g	but you don't have to worry about those right now 	
f	no don't have them 	
g	okay then 	
g	i've got wheatfields in line 	
f	have you got a rocket warehouse 	
g	yeah 	
g	i've got wheatfields in line with the word bay about say an inch to the left-hand side of the bay 	
f	mmhmm 	
f	mmhmm 	
g	so if if where are you now top left-hand side of crane bay 	
f	uh-huh 	
g	just draw a line two inches down or in fact just draw a line down until an inch or so above the rocket warehouse 	
f	right 	
g	okay 	
g	go round the rocket warehouse in the same way as you went round the bakery but o-- o-- to the left-hand side obviously 	
g	you're towards the outside of the page 	
f	to the left-hand side 	
f	right uh-huh 	
g	yeah 	
g	and so if you've gone round it don-- don't go beneath it though 	
f	right 	
g	okay 	
f	uh-huh 	
g	once you get to the bottom of it on the left-hand side of the rocket warehouse 	
f	uh-huh uh-huh 	
g	okay 	
g	eh if you just draw a line more or less straight down to the left-hand side of the lighthouse because that's where the cross is for the finish 	
g	you've got a lighthouse haven't you 	
f	but what what about the ca-- there's a cave 	
g	where's the cave 	
f	right 	
f	see the rocket warehouse and the old lighthouse 	
g	yeah 	
f	right between that to the left it's sort of like in a triangle 	
g	okay right okay 	
f	do you have to go round the cave or 	
g	i i don't have a cave 	
g	t-- take the line from the rocket warehouse 	
g	right 	
f	uh-huh 	
g	don't go straight down take it right to the left-hand side of the page 	
f	to the left-hand side right 	
f	so it will be round the cave 	
g	almost right next to it 	
f	right 	
g	and only curve in where the bay starts starts again then trying you know 	
g	right 	
f	the word bay starts again 	
f	do you not right sort 	
g	see the see the see the old lighthouse is 	
f	mmhmm 	
g	okay 	
f	just just draw a line straight through there 	
g	yeah 	
f	in a sort of curve 	
g	draw draw 	
g	the line yeah 	
g	draw the line down to where where the land ends kind of thing 	
f	right uh-huh 	
g	and then 	
f	oh right 	
g	so then then cu-- you know draw a line to the right-hand side sorry to the right 	
f	right 	
g	to where the the the cross is 	
f	'til 	
g	you have a lighthouse don't you 	
f	uh-huh 	
g	the cross is just next to the lighthouse 	
f	right 	
f	which side 	
g	the left-hand side sorry 	
f	right 	
g	okay 	
f	mmhmm 	
g	that's it 	
