Found 2 args.
Observation: q5nc2; Result size: 230; atts: 2
who	$m	
g	right ehm 	
g	starting above the stony desert 	
g	ehm move downwards to the right to the sorry to the left move downwards to the left 	
f	straight down 	
g	no 	
g	sort of starting about halfway up the stony above eh the middle of the stony desert just above it 	
f	right 	
g	moving slightly forwards and down to the right to the left 	
f	slightly forward and then to the left 	
g	yes 	
g	and downwards 	
g	'til you come to about level the bottom of the stony desert 	
f	right 	
f	straight down 	
g	yeah 	
f	and then to the left 	
g	well 	
g	sort of yeah uh-huh 	
g	downwards to the left 	
f	right 	
g	then keep progressing along to the left 	
f	mmhmm 	
g	about four inches 	
f	four inches 	
g	yeah 	
f	ehm is it straight down from the waterhole where you want me to go 	
g	ehm 	
g	ehm it doesn't actually say here 	
f	so right you want me to go four inches along then right 	
g	yeah uh-huh 	
f	okay 	
g	ehm 	
g	and round the next obstacle 	
g	it's a plane crash 	
f	mm 	
g	up up sort of straight up 	
f	straight up 	
g	yeah 	
f	right 	
g	for about three inches 	
f	okay 	
g	then 	
g	turn to the right 	
f	mmhmm 	
f	how far 	
g	a-- to about the middle of the page just r-- round the next obstacle 	
f	round it 	
g	yes round the top of it 	
f	round the top okay 	
g	to about the middle of the page 	
f	mm wait a minute 	
f	if i'm going to go round it i'll not but i won't get to the top of the page the middle of the page 	
g	oh ehm 	
f	i'll go round it right 	
g	just just go round it 	
f	okay 	
f	halfway round 	
g	yeah 	
f	or all the way 	
g	don't no don't go all the way round it 	
f	ha-- 	
f	halfway right halfway round 	
g	go 	
g	go along the top and then at the other side ehm go downwards but still sloping for about an inch downwards but still sloping slightly to the left 	
f	and and sloping to the left 	
g	well 	
g	just as if you were going d-- if you as if you were walking down a hill 	
f	right okay right right that's it 	
g	mmhmm 	
g	and then ehm still heading in the le-- towards the left 	
f	mmhmm 	
g	but a very very slight slope upwards for about three inches but just a small one 	
f	i'm going to end up tracing my path back if i do go to the left 	
g	well 	
g	don't go 	
g	have you g-- d-- how far down have you gone 	
g	don't go too far down 	
f	right 	
f	i'm not even halfway up 	
g	uh-huh no i know 	
f	right 	
g	that's okay 	
f	i'm sort of stuck in between a waterhole and a savannah 	
g	uh-huh 	
g	well 	
g	don't don't go as far along as the savannah 	
g	just before you get to the front of the s-- in-- just before you get to the savannah slope upwards 	
f	slope up straight line up 	
g	yeah 	
g	almost a straight line just about four inches to the mountain 	
f	to the mountain 	
g	up to the top of the mountain 	
f	right okay 	
g	yeah 	
g	stop the line at opposite the top of the mountain 	
f	opposite the top of the mountain 	
g	yeah just at the top 	
f	just at right okay 	
f	it's sort of parallel to the white mountain as well 	
