Found 2 args.
Observation: q6nc8; Result size: 177; atts: 2
who	$m	
g	right 	
g	the start's just above the telephone kiosk 	
f	right 	
f	on the left yeah uh-huh 	
g	right 	
g	go down past the left side of the telephone kiosk 	
f	uh-huh 	
f	right down 	
g	right down 	
g	for about ten centimetres 	
f	mmhmm 	
g	now 	
f	right down 	
g	my map there's a stone circle 	
f	there's a stone circle 	
g	yeah 	
g	so 	
g	what you do is 	
f	there's no stone circle here there's a broken gate to the right 	
g	if you 	
g	yeah 	
g	well 	
g	i've got a stone circle marked on mine 	
g	so you need to go underneath it so where you go is you go down the left-hand side 	
g	it's directly underneath the telephone kiosk 	
f	uh-huh 	
g	right so you it's 	
g	down about ten centimetres which should bring you right well i'll tell you p-- put it about twelve you're about two centimetres up from the bottom 	
f	mmhmm 	
g	of this of the paper 	
f	uh-huh right 	
g	and go left for about five 	
f	okay 	
g	centime-- no right for about five i mean 	
g	'cause that would take 	
f	right 	
f	that's towards 	
g	towards the gate 	
g	but 	
g	then stop when you're 	
f	you said five towards the gate 	
f	but the gate's on the r-- is on the right to on the l-- e-- 	
g	uh-huh that's what i mean 	
g	you're five five centimetres right 	
f	okay right fine 	
g	right just straight along 	
f	uh-huh 	
f	to the gate 	
g	'til you're directly underneath the left-hand side of the gate 	
f	d-- undernea-- 	
f	okay right uh-huh 	
g	right 	
g	move straight up 	
f	mmhmm 	
g	and m-- go up past the left-hand side of the gate 	
f	mmhmm 	
g	'til you're abo-- right above it 	
f	mmhmm 	
g	are you there 	
f	uh-huh 	
g	right 	
g	have you got you've got overnight stop or something haven't you 	
f	overnight accommodation yeah 	
f	to the right 	
g	right 	
g	well 	
g	t-- go up to there 	
f	up to there okay right 	
f	underneath it or just over it or what 	
g	it doesn't matter as long as you're just about at it 	
f	okay 	
f	uh-huh 	
g	right 	
g	now go 	
g	have you got the ruined monastery 	
f	uh-huh 	
f	right at the top 	
g	go up 	
g	to the top of that 	
f	uh-huh 	
g	'til you're right above it 	
f	mmhmm 	
g	you know above the centre 	
f	uh-huh t-- 	
g	and go over and down the other side and go down diagonally about three centimetres 	
f	right down uh-huh three centimetres 	
g	right 	
g	got to watch 	
g	'cause there's a lake west lake i don't think 	
f	there's no lake here 	
g	i know 	
g	'cause i did this one earlier 	
f	no okay right 	
g	right so 	
g	what you do is you go up sort of take up diagonally left on a very very slight angle eh for about five centimetres until you're underneath the stile 	
g	have you got a stile 	
f	uh-uh 	
f	i've got a dutch elm 	
g	isn't that over the other side 	
f	mmhmm 	
f	oh the stile's there right okay 	
g	right 	
g	well you're going down there and you go along until you're underneath the left-hand side of the stile and then go up and over the top of it and stop there 	
f	mmhmm 	
g	are you there 	
f	uh-huh 	
g	right 	
f	yeah 	
g	go up about three centimetres direct straight up 	
f	uh-huh 	
g	and then along about two to the right 	
f	mmhmm 	
g	and you go down diagonal ano-- and underneath the bottom of dead tree which'll be the dutch elm probably 	
g	you there 	
f	the stile right i've got a stile i've to go up or whatever i've got the popular tourist spot on that side 	
g	well 	
g	avoid it then 	
f	uh-huh 	
f	and go right down to the e-- right to the what the dutch elm 	
g	underneath the dead tree 	
f	uh-huh 	
g	right now 	
g	go round to the top of the dead tree going up the the right-hand side 	
f	mmhmm yeah 	
g	right 	
g	have you got a great viewpoint just underneath the east lake 	
f	ehm 	
f	i've got the rocket launch pad underneath the east lake 	
g	hmm 	
g	right well 	
g	i've got two great viewpoints 	
f	'cause i've got the great viewpoint to the r-- left-hand to the right to the left-hand side of the east 	
g	yeah 	
g	well 	
g	i've got t-- i've got one there and i've got ano-- another one under the lake 	
g	i think maybe it might be a printing mistake 	
f	yeah okay 	
f	what do i do 	
g	right what you you do is go about two centimetres up diagonally from where you are you should be right directly above the dead tree 	
f	mmhmm 	
g	right 	
g	go up about two centimetres diagonally 	
f	mmhmm 	
g	and then 	
g	'til and then straight up to the lake you should be just about under the "e" of the lake 	
f	under the "e" of the lake 	
g	under "e" it says east lake 	
f	okay yeah fine 	
g	right 	
g	at the bottom of the lake 	
f	mmhmm 	
g	right 	
g	follow the lake up to the left 	
f	uh-huh 	
g	right 	
f	to the left okay 	
g	and stop at the bo-- when it reache-- when it turns a corner ninety degrees stop right 	
f	the first corner or the second corner 	
g	the first corner 	
f	uh-huh okay fine 	
g	when you're going up the left 	
f	uh-huh 	
g	and then go for go about another two centimetres following the same route you were taking 	
f	mmhmm 	
g	just going past the bottom 	
f	mmhmm 	
g	until you should be underneath the the 	
g	you know see how the lake goes up diagonal it go-- 	
f	mmhmm 	
g	it goes up diagonal after it turns ninety degrees it turns another corner 	
f	mmhmm 	
f	mmhmm 	
g	right and there's another corner there 	
f	uh-huh 	
g	you should be directly under that and that's the finish 	
f	okay fine 	
f	is is that it 	
