Found 2 args.
Observation: q2nc8; Result size: 240; atts: 2
who	$m	
f	go 	
g	okay we're going to start above th-- directly above the telephone kiosk 	
f	okay 	
g	do you have that 	
f	i've got the start yeah 	
g	okay 	
g	you're going to move around the left of the telephone kiosk the same distance as you are above it 	
g	you're about what half an inch above it 	
f	uh-huh 	
g	okay 	
f	downwards 	
g	downwards sort of skipping 	
f	to the left-hand side 	
g	yeah 	
g	down until you're about an inch from the bottom of the page you should be skipping the edge of the page by about half an inch 	
g	okay 	
f	okay 	
g	now take it do you have a stone circle at the bottom 	
f	no 	
g	no you don't 	
g	okay 	
g	now are you like if you come in a wee bit so that you're about an inch away from both edges 	
f	okay 	
g	okay 	
g	if you get to that point 	
f	okay 	
g	now move along about an inch 	
f	to the right 	
g	to the right 	
g	directly horizontally across 	
f	okay 	
g	okay 	
g	now curve up and out a wee bit and then straight up 	
f	up and up and left or right 	
g	so that you're 	
g	see where your farmer's gate is 	
f	right 	
g	okay 	
g	we're going to come up on the left-hand side of that you'll just skim it by about a centimetre 	
g	okay 	
f	up and to the right 	
g	up to the left-hand side of it yeah until you're at the top left-hand corner of the drawing 	
f	of the broken gate 	
g	of the broken gate that's correct 	
f	okay 	
g	okay 	
g	now 	
g	you're going to move right 	
g	you know where the meadow is in the bottom right-hand corner 	
f	yeah 	
g	okay 	
g	see the third seagull along 	
f	yeah 	
g	okay 	
g	now go upwards until you're level with the point you're at at the f-- the broken gate 	
f	sorry have i to go round the top of it 	
g	no no 	
g	don't don't draw anything yet 	
g	just like say with your finger an imaginary point 	
f	above the third seagull 	
g	above the seagull so that both like your pen 	
g	and your finger are level 	
f	okay 	
f	right 	
g	okay 	
f	okay 	
g	now if you raise your right this imaginary point up about three quarters of an inch say 	
g	okay 	
f	okay 	
g	see the point you're at there 	
g	draw a diagonal line linking these two points 	
f	okay 	
f	right 	
g	okay 	
g	now 	
g	do you have a ruined monastery 	
f	eh not near where i am just now 	
f	it's in the middle of the page 	
g	yeah 	
g	right up at the middle of the page 	
f	yeah 	
g	okay 	
g	now if you say put make a point that that's just off the top right-hand turret or whatever it is you know just the top right-hand edge of that 	
f	okay yeah 	
g	it's about a centimetre off it 	
f	okay 	
g	okay 	
g	if you draw a kind of diagonal line curving yourself 	
f	round the monastery down to where i was 	
g	eh just from that edge to where you were 	
f	right okay 	
f	do you have the overnight accommodation 	
g	no 	
g	but you can go through that 	
f	okay 	
f	okay okay 	
g	okay 	
f	right 	
g	now do you have the west lake down to your left 	
f	no 	
g	okay 	
g	right if you draw like a curved arch from the point you're at eh over the top of the the ruins 	
f	right 	
g	okay 	
g	back down to like say a point that's level only on the other side 	
g	okay 	
f	right 	
g	right 	
g	what you're going to do is you're going to continue your downward line for about another inch moving down towards let me see in a compass direction it would be southwest 	
g	right just continue down the way 	
f	right 	
f	okay 	
g	moving both outwards and downwards 	
f	right 	
g	okay 	
g	now skim a line that's pointing diagonally up if you take a point about an inch and a half from the edge of the page 	
f	level with where i am 	
g	level from where you are 	
g	okay 	
f	okay 	
g	then move that point up half an inch so you've got a kind of diagonal line again 	
f	right 	
g	okay this is the left-hand edge of the page yeah 	
f	yeah okay 	
g	okay 	
g	if you connect these two points 	
f	okay 	
g	do you have a stile above you 	
f	yeah 	
g	okay 	
g	are you downwards and slightly to the left of the stile 	
f	i'm down and about an inch to the left 	
g	an inch to the okay 	
g	you could come in a wee bit so that when you go up you uh you go up to the top left-hand corner of the stile but you're only say about a centimetre from the edge so that's your line 	
f	okay 	
g	your point should be downwards you probably got the distance correct down the way but that'll be your route 	
f	up to the top of the stile 	
g	yeah 	
g	top left-hand corner 	
f	okay 	
